#             eta             phi           depth             det    value      DetId
              -31              57               2              HF  1.00000   48008FB9
              -31              59               1              HF  1.00000   48004FBB
              -31              59               2              HF  1.00000   48008FBB
              -31              61               1              HF  1.00000   48004FBD
              -31              61               2              HF  1.00000   48008FBD
              -31              63               1              HF  1.00000   48004FBF
              -31              63               2              HF  1.00000   48008FBF
              -31              65               1              HF  1.00000   48004FC1
              -31              65               2              HF  1.00000   48008FC1
              -31              67               1              HF  1.00000   48004FC3
              -31              67               2              HF  1.00000   48008FC3
              -31              69               1              HF  1.00000   48004FC5
              -31              69               2              HF  1.00000   48008FC5
              -31              71               1              HF  1.00000   48004FC7
              -31              71               2              HF  1.00000   48008FC7
               31               1               1              HF  1.00000   48006F81
               31               1               2              HF  1.00000   4800AF81
               31               3               1              HF  1.00000   48006F83
               31               3               2              HF  1.00000   4800AF83
               31               5               1              HF  1.00000   48006F85
               31               5               2              HF  1.00000   4800AF85
               31               7               1              HF  1.00000   48006F87
               31               7               2              HF  1.00000   4800AF87
               31               9               1              HF  1.00000   48006F89
               31               9               2              HF  1.00000   4800AF89
               31              11               1              HF  1.00000   48006F8B
               31              11               2              HF  1.00000   4800AF8B
               31              13               1              HF  1.00000   48006F8D
               31              13               2              HF  1.00000   4800AF8D
               31              15               1              HF  1.00000   48006F8F
               31              15               2              HF  1.00000   4800AF8F
               31              17               1              HF  1.00000   48006F91
               31              17               2              HF  1.00000   4800AF91
               31              19               1              HF  1.00000   48006F93
               31              19               2              HF  1.00000   4800AF93
               31              21               1              HF  1.00000   48006F95
               31              21               2              HF  1.00000   4800AF95
               31              23               1              HF  1.00000   48006F97
               31              23               2              HF  1.00000   4800AF97
               31              25               1              HF  1.00000   48006F99
               31              25               2              HF  1.00000   4800AF99
               31              27               1              HF  1.00000   48006F9B
               31              27               2              HF  1.00000   4800AF9B
               31              29               1              HF  1.00000   48006F9D
               31              29               2              HF  1.00000   4800AF9D
               31              31               1              HF  1.00000   48006F9F
               31              31               2              HF  1.00000   4800AF9F
               31              33               1              HF  1.00000   48006FA1
               31              33               2              HF  1.00000   4800AFA1
               31              35               1              HF  1.00000   48006FA3
               31              35               2              HF  1.00000   4800AFA3
               31              37               1              HF  1.00000   48006FA5
               31              37               2              HF  1.00000   4800AFA5
               31              39               1              HF  1.00000   48006FA7
               31              39               2              HF  1.00000   4800AFA7
               31              41               1              HF  1.00000   48006FA9
               31              41               2              HF  1.00000   4800AFA9
               31              43               1              HF  1.00000   48006FAB
               31              43               2              HF  1.00000   4800AFAB
               31              45               1              HF  1.00000   48006FAD
               31              45               2              HF  1.00000   4800AFAD
               31              47               1              HF  1.00000   48006FAF
               31              47               2              HF  1.00000   4800AFAF
               31              49               1              HF  1.00000   48006FB1
               31              49               2              HF  1.00000   4800AFB1
               31              51               1              HF  1.00000   48006FB3
               31              51               2              HF  1.00000   4800AFB3
               31              53               1              HF  1.00000   48006FB5
               31              53               2              HF  1.00000   4800AFB5
               31              55               1              HF  1.00000   48006FB7
               31              55               2              HF  1.00000   4800AFB7
               31              57               1              HF  1.00000   48006FB9
               31              57               2              HF  1.00000   4800AFB9
               31              59               1              HF  1.00000   48006FBB
               31              59               2              HF  1.00000   4800AFBB
               31              61               1              HF  1.00000   48006FBD
               31              61               2              HF  1.00000   4800AFBD
               31              63               1              HF  1.00000   48006FBF
               31              63               2              HF  1.00000   4800AFBF
               31              65               1              HF  1.00000   48006FC1
               31              65               2              HF  1.00000   4800AFC1
               31              67               1              HF  1.00000   48006FC3
               31              67               2              HF  1.00000   4800AFC3
               31              69               1              HF  1.00000   48006FC5
               31              69               2              HF  1.00000   4800AFC5
               31              71               1              HF  1.00000   48006FC7
               31              71               2              HF  1.00000   4800AFC7
              -32               1               1              HF  1.00000   48005001
              -32               1               2              HF  1.00000   48009001
              -32               3               1              HF  1.00000   48005003
              -32               3               2              HF  1.00000   48009003
              -32               5               1              HF  1.00000   48005005
              -32               5               2              HF  1.00000   48009005
              -32               7               1              HF  1.00000   48005007
              -32               7               2              HF  1.00000   48009007
              -32               9               1              HF  1.00000   48005009
              -32               9               2              HF  1.00000   48009009
              -32              11               1              HF  1.00000   4800500B
              -32              11               2              HF  1.00000   4800900B
              -32              13               1              HF  1.00000   4800500D
              -32              13               2              HF  1.00000   4800900D
              -32              15               1              HF  1.00000   4800500F
              -32              15               2              HF  1.00000   4800900F
              -32              17               1              HF  1.00000   48005011
              -32              17               2              HF  1.00000   48009011
              -32              19               1              HF  1.00000   48005013
              -32              19               2              HF  1.00000   48009013
              -32              21               1              HF  1.00000   48005015
              -32              21               2              HF  1.00000   48009015
              -32              23               1              HF  1.00000   48005017
              -32              23               2              HF  1.00000   48009017
              -32              25               1              HF  1.00000   48005019
              -32              25               2              HF  1.00000   48009019
              -32              27               1              HF  1.00000   4800501B
              -32              27               2              HF  1.00000   4800901B
              -32              29               1              HF  1.00000   4800501D
              -32              29               2              HF  1.00000   4800901D
              -32              31               1              HF  1.00000   4800501F
              -32              31               2              HF  1.00000   4800901F
              -32              33               1              HF  1.00000   48005021
              -32              33               2              HF  1.00000   48009021
              -32              35               1              HF  1.00000   48005023
              -32              35               2              HF  1.00000   48009023
              -32              37               1              HF  1.00000   48005025
              -32              37               2              HF  1.00000   48009025
              -32              39               1              HF  1.00000   48005027
              -32              39               2              HF  1.00000   48009027
              -32              41               1              HF  1.00000   48005029
              -32              41               2              HF  1.00000   48009029
              -32              43               1              HF  1.00000   4800502B
              -32              43               2              HF  1.00000   4800902B
              -32              45               1              HF  1.00000   4800502D
              -32              45               2              HF  1.00000   4800902D
              -32              47               1              HF  1.00000   4800502F
              -32              47               2              HF  1.00000   4800902F
              -32              49               1              HF  1.00000   48005031
              -32              49               2              HF  1.00000   48009031
              -32              51               1              HF  1.00000   48005033
              -32              51               2              HF  1.00000   48009033
              -32              53               1              HF  1.00000   48005035
              -32              53               2              HF  1.00000   48009035
              -32              55               1              HF  1.00000   48005037
              -32              55               2              HF  1.00000   48009037
              -32              57               1              HF  1.00000   48005039
              -32              57               2              HF  1.00000   48009039
              -32              59               1              HF  1.00000   4800503B
              -32              59               2              HF  1.00000   4800903B
              -32              61               1              HF  1.00000   4800503D
              -32              61               2              HF  1.00000   4800903D
              -32              63               1              HF  1.00000   4800503F
              -32              63               2              HF  1.00000   4800903F
              -32              65               1              HF  1.00000   48005041
              -32              65               2              HF  1.00000   48009041
              -32              67               1              HF  1.00000   48005043
              -32              67               2              HF  1.00000   48009043
              -32              69               1              HF  1.00000   48005045
              -32              69               2              HF  1.00000   48009045
              -32              71               1              HF  1.00000   48005047
              -32              71               2              HF  1.00000   48009047
               32               1               1              HF  1.00000   48007001
               32               1               2              HF  1.00000   4800B001
               32               3               1              HF  1.00000   48007003
               32               3               2              HF  1.00000   4800B003
               32               5               1              HF  1.00000   48007005
               32               5               2              HF  1.00000   4800B005
               32               7               1              HF  1.00000   48007007
               32               7               2              HF  1.00000   4800B007
               32               9               1              HF  1.00000   48007009
               32               9               2              HF  1.00000   4800B009
               32              11               1              HF  1.00000   4800700B
               32              11               2              HF  1.00000   4800B00B
               32              13               1              HF  1.00000   4800700D
               32              13               2              HF  1.00000   4800B00D
               32              15               1              HF  1.00000   4800700F
               32              15               2              HF  1.00000   4800B00F
               32              17               1              HF  1.00000   48007011
               32              17               2              HF  1.00000   4800B011
               32              19               1              HF  1.00000   48007013
               32              19               2              HF  1.00000   4800B013
               32              21               1              HF  1.00000   48007015
               32              21               2              HF  1.00000   4800B015
               32              23               1              HF  1.00000   48007017
               32              23               2              HF  1.00000   4800B017
               32              25               1              HF  1.00000   48007019
               32              25               2              HF  1.00000   4800B019
               32              27               1              HF  1.00000   4800701B
               32              27               2              HF  1.00000   4800B01B
               32              29               1              HF  1.00000   4800701D
               32              29               2              HF  1.00000   4800B01D
               32              31               1              HF  1.00000   4800701F
               32              31               2              HF  1.00000   4800B01F
               32              33               1              HF  1.00000   48007021
               32              33               2              HF  1.00000   4800B021
               32              35               1              HF  1.00000   48007023
               32              35               2              HF  1.00000   4800B023
               32              37               1              HF  1.00000   48007025
               32              37               2              HF  1.00000   4800B025
               32              39               1              HF  1.00000   48007027
               32              39               2              HF  1.00000   4800B027
               32              41               1              HF  1.00000   48007029
               32              41               2              HF  1.00000   4800B029
               32              43               1              HF  1.00000   4800702B
               32              43               2              HF  1.00000   4800B02B
               32              45               1              HF  1.00000   4800702D
               32              45               2              HF  1.00000   4800B02D
               32              47               1              HF  1.00000   4800702F
               32              47               2              HF  1.00000   4800B02F
               32              49               1              HF  1.00000   48007031
               32              49               2              HF  1.00000   4800B031
               32              51               1              HF  1.00000   48007033
               32              51               2              HF  1.00000   4800B033
               32              53               1              HF  1.00000   48007035
               32              53               2              HF  1.00000   4800B035
               32              55               1              HF  1.00000   48007037
               32              55               2              HF  1.00000   4800B037
               32              57               1              HF  1.00000   48007039
               32              57               2              HF  1.00000   4800B039
               32              59               1              HF  1.00000   4800703B
               32              59               2              HF  1.00000   4800B03B
               32              61               1              HF  1.00000   4800703D
               32              61               2              HF  1.00000   4800B03D
               32              63               1              HF  1.00000   4800703F
               32              63               2              HF  1.00000   4800B03F
               32              65               1              HF  1.00000   48007041
               32              65               2              HF  1.00000   4800B041
               32              67               1              HF  1.00000   48007043
               32              67               2              HF  1.00000   4800B043
               32              69               1              HF  1.00000   48007045
               32              69               2              HF  1.00000   4800B045
               32              71               1              HF  1.00000   48007047
               32              71               2              HF  1.00000   4800B047
              -33               1               1              HF  1.00000   48005081
              -33               1               2              HF  1.00000   48009081
              -33               3               1              HF  1.00000   48005083
              -33               3               2              HF  1.00000   48009083
              -33               5               1              HF  1.00000   48005085
              -33               5               2              HF  1.00000   48009085
              -33               7               1              HF  1.00000   48005087
              -33               7               2              HF  1.00000   48009087
              -33               9               1              HF  1.00000   48005089
              -33               9               2              HF  1.00000   48009089
              -33              11               1              HF  1.00000   4800508B
              -33              11               2              HF  1.00000   4800908B
              -33              13               1              HF  1.00000   4800508D
              -33              13               2              HF  1.00000   4800908D
              -33              15               1              HF  1.00000   4800508F
              -33              15               2              HF  1.00000   4800908F
              -33              17               1              HF  1.00000   48005091
              -33              17               2              HF  1.00000   48009091
              -33              19               1              HF  1.00000   48005093
              -33              19               2              HF  1.00000   48009093
              -33              21               1              HF  1.00000   48005095
              -33              21               2              HF  1.00000   48009095
              -33              23               1              HF  1.00000   48005097
              -33              23               2              HF  1.00000   48009097
              -33              25               1              HF  1.00000   48005099
              -33              25               2              HF  1.00000   48009099
              -33              27               1              HF  1.00000   4800509B
              -33              27               2              HF  1.00000   4800909B
              -33              29               1              HF  1.00000   4800509D
              -33              29               2              HF  1.00000   4800909D
              -33              31               1              HF  1.00000   4800509F
              -33              31               2              HF  1.00000   4800909F
              -33              33               1              HF  1.00000   480050A1
              -33              33               2              HF  1.00000   480090A1
              -33              35               1              HF  1.00000   480050A3
              -33              35               2              HF  1.00000   480090A3
              -33              37               1              HF  1.00000   480050A5
              -33              37               2              HF  1.00000   480090A5
              -33              39               1              HF  1.00000   480050A7
              -33              39               2              HF  1.00000   480090A7
              -33              41               1              HF  1.00000   480050A9
              -33              41               2              HF  1.00000   480090A9
              -33              43               1              HF  1.00000   480050AB
              -33              43               2              HF  1.00000   480090AB
              -33              45               1              HF  1.00000   480050AD
              -33              45               2              HF  1.00000   480090AD
              -33              47               1              HF  1.00000   480050AF
              -33              47               2              HF  1.00000   480090AF
              -33              49               1              HF  1.00000   480050B1
              -33              49               2              HF  1.00000   480090B1
              -33              51               1              HF  1.00000   480050B3
              -33              51               2              HF  1.00000   480090B3
              -33              53               1              HF  1.00000   480050B5
              -33              53               2              HF  1.00000   480090B5
              -33              55               1              HF  1.00000   480050B7
              -33              55               2              HF  1.00000   480090B7
              -33              57               1              HF  1.00000   480050B9
              -33              57               2              HF  1.00000   480090B9
              -33              59               1              HF  1.00000   480050BB
              -33              59               2              HF  1.00000   480090BB
              -33              61               1              HF  1.00000   480050BD
              -33              61               2              HF  1.00000   480090BD
              -33              63               1              HF  1.00000   480050BF
              -33              63               2              HF  1.00000   480090BF
              -33              65               1              HF  1.00000   480050C1
              -33              65               2              HF  1.00000   480090C1
              -33              67               1              HF  1.00000   480050C3
              -33              67               2              HF  1.00000   480090C3
              -33              69               1              HF  1.00000   480050C5
              -33              69               2              HF  1.00000   480090C5
              -33              71               1              HF  1.00000   480050C7
              -33              71               2              HF  1.00000   480090C7
               33               1               1              HF  1.00000   48007081
               33               1               2              HF  1.00000   4800B081
               33               3               1              HF  1.00000   48007083
               33               3               2              HF  1.00000   4800B083
               33               5               1              HF  1.00000   48007085
               33               5               2              HF  1.00000   4800B085
               33               7               1              HF  1.00000   48007087
               33               7               2              HF  1.00000   4800B087
               33               9               1              HF  1.00000   48007089
               33               9               2              HF  1.00000   4800B089
               33              11               1              HF  1.00000   4800708B
               33              11               2              HF  1.00000   4800B08B
               33              13               1              HF  1.00000   4800708D
               33              13               2              HF  1.00000   4800B08D
               33              15               1              HF  1.00000   4800708F
               33              15               2              HF  1.00000   4800B08F
               33              17               1              HF  1.00000   48007091
               33              17               2              HF  1.00000   4800B091
               33              19               1              HF  1.00000   48007093
               33              19               2              HF  1.00000   4800B093
               33              21               1              HF  1.00000   48007095
               33              21               2              HF  1.00000   4800B095
               33              23               1              HF  1.00000   48007097
               33              23               2              HF  1.00000   4800B097
               33              25               1              HF  1.00000   48007099
               33              25               2              HF  1.00000   4800B099
               33              27               1              HF  1.00000   4800709B
               33              27               2              HF  1.00000   4800B09B
               33              29               1              HF  1.00000   4800709D
               33              29               2              HF  1.00000   4800B09D
               33              31               1              HF  1.00000   4800709F
               33              31               2              HF  1.00000   4800B09F
               33              33               1              HF  1.00000   480070A1
               33              33               2              HF  1.00000   4800B0A1
               33              35               1              HF  1.00000   480070A3
               33              35               2              HF  1.00000   4800B0A3
               33              37               1              HF  1.00000   480070A5
               33              37               2              HF  1.00000   4800B0A5
               33              39               1              HF  1.00000   480070A7
               33              39               2              HF  1.00000   4800B0A7
               33              41               1              HF  1.00000   480070A9
               33              41               2              HF  1.00000   4800B0A9
               33              43               1              HF  1.00000   480070AB
               33              43               2              HF  1.00000   4800B0AB
               33              45               1              HF  1.00000   480070AD
               33              45               2              HF  1.00000   4800B0AD
               33              47               1              HF  1.00000   480070AF
               33              47               2              HF  1.00000   4800B0AF
               33              49               1              HF  1.00000   480070B1
               33              49               2              HF  1.00000   4800B0B1
               33              51               1              HF  1.00000   480070B3
               33              51               2              HF  1.00000   4800B0B3
               33              53               1              HF  1.00000   480070B5
               33              53               2              HF  1.00000   4800B0B5
               33              55               1              HF  1.00000   480070B7
               33              55               2              HF  1.00000   4800B0B7
               33              57               1              HF  1.00000   480070B9
               33              57               2              HF  1.00000   4800B0B9
               33              59               1              HF  1.00000   480070BB
               33              59               2              HF  1.00000   4800B0BB
               33              61               1              HF  1.00000   480070BD
               33              61               2              HF  1.00000   4800B0BD
               33              63               1              HF  1.00000   480070BF
               33              63               2              HF  1.00000   4800B0BF
               33              65               1              HF  1.00000   480070C1
               33              65               2              HF  1.00000   4800B0C1
               33              67               1              HF  1.00000   480070C3
               33              67               2              HF  1.00000   4800B0C3
               33              69               1              HF  1.00000   480070C5
               33              69               2              HF  1.00000   4800B0C5
               33              71               1              HF  1.00000   480070C7
               33              71               2              HF  1.00000   4800B0C7
              -34               1               1              HF  1.00000   48005101
              -34               1               2              HF  1.00000   48009101
              -34               3               1              HF  1.00000   48005103
              -34               3               2              HF  1.00000   48009103
              -34               5               1              HF  1.00000   48005105
              -34               5               2              HF  1.00000   48009105
              -34               7               1              HF  1.00000   48005107
              -34               7               2              HF  1.00000   48009107
              -34               9               1              HF  1.00000   48005109
              -34               9               2              HF  1.00000   48009109
              -34              11               1              HF  1.00000   4800510B
              -34              11               2              HF  1.00000   4800910B
              -34              13               1              HF  1.00000   4800510D
              -34              13               2              HF  1.00000   4800910D
              -34              15               1              HF  1.00000   4800510F
              -34              15               2              HF  1.00000   4800910F
              -34              17               1              HF  1.00000   48005111
              -34              17               2              HF  1.00000   48009111
              -34              19               1              HF  1.00000   48005113
              -34              19               2              HF  1.00000   48009113
              -34              21               1              HF  1.00000   48005115
              -34              21               2              HF  1.00000   48009115
              -34              23               1              HF  1.00000   48005117
              -34              23               2              HF  1.00000   48009117
              -34              25               1              HF  1.00000   48005119
              -34              25               2              HF  1.00000   48009119
              -34              27               1              HF  1.00000   4800511B
              -34              27               2              HF  1.00000   4800911B
              -34              29               1              HF  1.00000   4800511D
              -34              29               2              HF  1.00000   4800911D
              -34              31               1              HF  1.00000   4800511F
              -34              31               2              HF  1.00000   4800911F
              -34              33               1              HF  1.00000   48005121
              -34              33               2              HF  1.00000   48009121
              -34              35               1              HF  1.00000   48005123
              -34              35               2              HF  1.00000   48009123
              -34              37               1              HF  1.00000   48005125
              -34              37               2              HF  1.00000   48009125
              -34              39               1              HF  1.00000   48005127
              -34              39               2              HF  1.00000   48009127
              -34              41               1              HF  1.00000   48005129
              -34              41               2              HF  1.00000   48009129
              -34              43               1              HF  1.00000   4800512B
              -34              43               2              HF  1.00000   4800912B
              -34              45               1              HF  1.00000   4800512D
              -34              45               2              HF  1.00000   4800912D
              -34              47               1              HF  1.00000   4800512F
              -34              47               2              HF  1.00000   4800912F
              -34              49               1              HF  1.00000   48005131
              -34              49               2              HF  1.00000   48009131
              -34              51               1              HF  1.00000   48005133
              -34              51               2              HF  1.00000   48009133
              -34              53               1              HF  1.00000   48005135
              -34              53               2              HF  1.00000   48009135
              -34              55               1              HF  1.00000   48005137
              -34              55               2              HF  1.00000   48009137
              -34              57               1              HF  1.00000   48005139
              -34              57               2              HF  1.00000   48009139
              -34              59               1              HF  1.00000   4800513B
              -34              59               2              HF  1.00000   4800913B
              -34              61               1              HF  1.00000   4800513D
              -34              61               2              HF  1.00000   4800913D
              -34              63               1              HF  1.00000   4800513F
              -34              63               2              HF  1.00000   4800913F
              -34              65               1              HF  1.00000   48005141
              -34              65               2              HF  1.00000   48009141
              -34              67               1              HF  1.00000   48005143
              -34              67               2              HF  1.00000   48009143
              -34              69               1              HF  1.00000   48005145
              -34              69               2              HF  1.00000   48009145
              -34              71               1              HF  1.00000   48005147
              -34              71               2              HF  1.00000   48009147
               34               1               1              HF  1.00000   48007101
               34               1               2              HF  1.00000   4800B101
               34               3               1              HF  1.00000   48007103
               34               3               2              HF  1.00000   4800B103
               34               5               1              HF  1.00000   48007105
               34               5               2              HF  1.00000   4800B105
               34               7               1              HF  1.00000   48007107
               34               7               2              HF  1.00000   4800B107
               34               9               1              HF  1.00000   48007109
               34               9               2              HF  1.00000   4800B109
               34              11               1              HF  1.00000   4800710B
               34              11               2              HF  1.00000   4800B10B
               34              13               1              HF  1.00000   4800710D
               34              13               2              HF  1.00000   4800B10D
               34              15               1              HF  1.00000   4800710F
               34              15               2              HF  1.00000   4800B10F
               34              17               1              HF  1.00000   48007111
               34              17               2              HF  1.00000   4800B111
               34              19               1              HF  1.00000   48007113
               34              19               2              HF  1.00000   4800B113
               34              21               1              HF  1.00000   48007115
               34              21               2              HF  1.00000   4800B115
               34              23               1              HF  1.00000   48007117
               34              23               2              HF  1.00000   4800B117
               34              25               1              HF  1.00000   48007119
               34              25               2              HF  1.00000   4800B119
               34              27               1              HF  1.00000   4800711B
               34              27               2              HF  1.00000   4800B11B
               34              29               1              HF  1.00000   4800711D
               34              29               2              HF  1.00000   4800B11D
               34              31               1              HF  1.00000   4800711F
               34              31               2              HF  1.00000   4800B11F
               34              33               1              HF  1.00000   48007121
               34              33               2              HF  1.00000   4800B121
               34              35               1              HF  1.00000   48007123
               34              35               2              HF  1.00000   4800B123
               34              37               1              HF  1.00000   48007125
               34              37               2              HF  1.00000   4800B125
               34              39               1              HF  1.00000   48007127
               34              39               2              HF  1.00000   4800B127
               34              41               1              HF  1.00000   48007129
               34              41               2              HF  1.00000   4800B129
               34              43               1              HF  1.00000   4800712B
               34              43               2              HF  1.00000   4800B12B
               34              45               1              HF  1.00000   4800712D
               34              45               2              HF  1.00000   4800B12D
               34              47               1              HF  1.00000   4800712F
               34              47               2              HF  1.00000   4800B12F
               34              49               1              HF  1.00000   48007131
               34              49               2              HF  1.00000   4800B131
               34              51               1              HF  1.00000   48007133
               34              51               2              HF  1.00000   4800B133
               34              53               1              HF  1.00000   48007135
               34              53               2              HF  1.00000   4800B135
               34              55               1              HF  1.00000   48007137
               34              55               2              HF  1.00000   4800B137
               34              57               1              HF  1.00000   48007139
               34              57               2              HF  1.00000   4800B139
               34              59               1              HF  1.00000   4800713B
               34              59               2              HF  1.00000   4800B13B
               34              61               1              HF  1.00000   4800713D
               34              61               2              HF  1.00000   4800B13D
               34              63               1              HF  1.00000   4800713F
               34              63               2              HF  1.00000   4800B13F
               34              65               1              HF  1.00000   48007141
               34              65               2              HF  1.00000   4800B141
               34              67               1              HF  1.00000   48007143
               34              67               2              HF  1.00000   4800B143
               34              69               1              HF  1.00000   48007145
               34              69               2              HF  1.00000   4800B145
               34              71               1              HF  1.00000   48007147
               34              71               2              HF  1.00000   4800B147
              -35               1               1              HF  1.00000   48005181
              -35               1               2              HF  1.00000   48009181
              -35               3               1              HF  1.00000   48005183
              -35               3               2              HF  1.00000   48009183
              -35               5               1              HF  1.00000   48005185
