# e/g max H/E vs |ieta| and hwPt
# Index is (|ieta|-1)*256+hwPt.
# Cuts corresponding to 99.5% efficiency.
#anything after # is ignored with the exception of the header
#the header is first valid line starting with #<header> versionStr(unused but may be in future) nrBitsAddress nrBitsData </header>
#<header> V2 13 9 </header>

0 16 # ieta=1, ET=0
189 511 # ieta=1, ET=189
190 511 # ieta=1, ET=190
191 511 # ieta=1, ET=191
192 511 # ieta=1, ET=192
193 511 # ieta=1, ET=193
194 511 # ieta=1, ET=194
195 511 # ieta=1, ET=195
196 511 # ieta=1, ET=196
197 511 # ieta=1, ET=197
198 511 # ieta=1, ET=198
199 511 # ieta=1, ET=199
200 511 # ieta=1, ET=200
201 511 # ieta=1, ET=201
202 511 # ieta=1, ET=202
203 511 # ieta=1, ET=203
204 511 # ieta=1, ET=204
205 511 # ieta=1, ET=205
206 511 # ieta=1, ET=206
207 511 # ieta=1, ET=207
208 511 # ieta=1, ET=208
209 511 # ieta=1, ET=209
210 511 # ieta=1, ET=210
211 511 # ieta=1, ET=211
212 511 # ieta=1, ET=212
213 511 # ieta=1, ET=213
214 511 # ieta=1, ET=214
215 511 # ieta=1, ET=215
216 511 # ieta=1, ET=216
217 511 # ieta=1, ET=217
218 511 # ieta=1, ET=218
219 511 # ieta=1, ET=219
220 511 # ieta=1, ET=220
221 511 # ieta=1, ET=221
222 511 # ieta=1, ET=222
223 511 # ieta=1, ET=223
224 511 # ieta=1, ET=224
225 511 # ieta=1, ET=225
226 511 # ieta=1, ET=226
227 511 # ieta=1, ET=227
228 511 # ieta=1, ET=228
229 511 # ieta=1, ET=229
230 511 # ieta=1, ET=230
231 511 # ieta=1, ET=231
232 511 # ieta=1, ET=232
233 511 # ieta=1, ET=233
234 511 # ieta=1, ET=234
235 511 # ieta=1, ET=235
236 511 # ieta=1, ET=236
237 511 # ieta=1, ET=237
238 511 # ieta=1, ET=238
239 511 # ieta=1, ET=239
240 511 # ieta=1, ET=240
241 511 # ieta=1, ET=241
242 511 # ieta=1, ET=242
243 511 # ieta=1, ET=243
244 511 # ieta=1, ET=244
245 511 # ieta=1, ET=245
246 511 # ieta=1, ET=246
247 511 # ieta=1, ET=247
248 511 # ieta=1, ET=248
249 511 # ieta=1, ET=249
250 511 # ieta=1, ET=250
251 511 # ieta=1, ET=251
252 511 # ieta=1, ET=252
253 511 # ieta=1, ET=253
254 511 # ieta=1, ET=254
255 511 # ieta=1, ET=255
256 16 # ieta=2, ET=0
257 16 # ieta=2, ET=1
258 16 # ieta=2, ET=2
259 16 # ieta=2, ET=3
260 16 # ieta=2, ET=4
261 16 # ieta=2, ET=5
262 16 # ieta=2, ET=6
263 16 # ieta=2, ET=7
264 16 # ieta=2, ET=8
265 16 # ieta=2, ET=9
266 16 # ieta=2, ET=10
267 16 # ieta=2, ET=11
268 16 # ieta=2, ET=12
269 16 # ieta=2, ET=13
270 16 # ieta=2, ET=14
271 16 # ieta=2, ET=15
272 16 # ieta=2, ET=16
273 16 # ieta=2, ET=17
274 16 # ieta=2, ET=18
275 16 # ieta=2, ET=19
276 16 # ieta=2, ET=20
277 16 # ieta=2, ET=21
278 16 # ieta=2, ET=22
279 16 # ieta=2, ET=23
280 16 # ieta=2, ET=24
281 16 # ieta=2, ET=25
282 16 # ieta=2, ET=26
283 16 # ieta=2, ET=27
284 16 # ieta=2, ET=28
285 16 # ieta=2, ET=29
286 16 # ieta=2, ET=30
287 16 # ieta=2, ET=31
288 16 # ieta=2, ET=32
289 16 # ieta=2, ET=33
290 16 # ieta=2, ET=34
291 16 # ieta=2, ET=35
292 16 # ieta=2, ET=36
293 16 # ieta=2, ET=37
294 16 # ieta=2, ET=38
295 16 # ieta=2, ET=39
296 16 # ieta=2, ET=40
297 16 # ieta=2, ET=41
298 16 # ieta=2, ET=42
299 16 # ieta=2, ET=43
300 16 # ieta=2, ET=44
301 16 # ieta=2, ET=45
302 16 # ieta=2, ET=46
303 16 # ieta=2, ET=47
304 16 # ieta=2, ET=48
305 16 # ieta=2, ET=49
306 16 # ieta=2, ET=50
307 16 # ieta=2, ET=51
308 16 # ieta=2, ET=52
309 16 # ieta=2, ET=53
310 16 # ieta=2, ET=54
311 16 # ieta=2, ET=55
312 16 # ieta=2, ET=56
313 16 # ieta=2, ET=57
314 16 # ieta=2, ET=58
315 16 # ieta=2, ET=59
316 16 # ieta=2, ET=60
317 16 # ieta=2, ET=61
318 16 # ieta=2, ET=62
319 16 # ieta=2, ET=63
320 16 # ieta=2, ET=64
321 16 # ieta=2, ET=65
322 16 # ieta=2, ET=66
323 16 # ieta=2, ET=67
324 16 # ieta=2, ET=68
325 16 # ieta=2, ET=69
326 16 # ieta=2, ET=70
327 16 # ieta=2, ET=71
328 16 # ieta=2, ET=72
329 16 # ieta=2, ET=73
330 16 # ieta=2, ET=74
331 16 # ieta=2, ET=75
332 16 # ieta=2, ET=76
333 16 # ieta=2, ET=77
334 16 # ieta=2, ET=78
335 16 # ieta=2, ET=79
336 16 # ieta=2, ET=80
337 16 # ieta=2, ET=81
338 16 # ieta=2, ET=82
339 16 # ieta=2, ET=83
340 16 # ieta=2, ET=84
341 16 # ieta=2, ET=85
342 16 # ieta=2, ET=86
343 16 # ieta=2, ET=87
344 16 # ieta=2, ET=88
345 16 # ieta=2, ET=89
346 16 # ieta=2, ET=90
347 16 # ieta=2, ET=91
348 16 # ieta=2, ET=92
349 16 # ieta=2, ET=93
350 16 # ieta=2, ET=94
351 16 # ieta=2, ET=95
352 16 # ieta=2, ET=96
353 16 # ieta=2, ET=97
354 16 # ieta=2, ET=98
355 16 # ieta=2, ET=99
356 16 # ieta=2, ET=100
357 16 # ieta=2, ET=101
358 16 # ieta=2, ET=102
359 16 # ieta=2, ET=103
360 16 # ieta=2, ET=104
361 16 # ieta=2, ET=105
362 16 # ieta=2, ET=106
363 16 # ieta=2, ET=107
364 16 # ieta=2, ET=108
365 16 # ieta=2, ET=109
366 16 # ieta=2, ET=110
367 16 # ieta=2, ET=111
368 16 # ieta=2, ET=112
369 16 # ieta=2, ET=113
370 16 # ieta=2, ET=114
371 16 # ieta=2, ET=115
372 16 # ieta=2, ET=116
373 16 # ieta=2, ET=117
374 16 # ieta=2, ET=118
375 16 # ieta=2, ET=119
376 16 # ieta=2, ET=120
377 16 # ieta=2, ET=121
378 16 # ieta=2, ET=122
379 16 # ieta=2, ET=123
380 16 # ieta=2, ET=124
381 16 # ieta=2, ET=125
382 16 # ieta=2, ET=126
383 16 # ieta=2, ET=127
384 16 # ieta=2, ET=128
385 16 # ieta=2, ET=129
386 16 # ieta=2, ET=130
387 16 # ieta=2, ET=131
388 16 # ieta=2, ET=132
389 16 # ieta=2, ET=133
390 16 # ieta=2, ET=134
391 16 # ieta=2, ET=135
392 16 # ieta=2, ET=136
393 16 # ieta=2, ET=137
394 16 # ieta=2, ET=138
395 16 # ieta=2, ET=139
396 16 # ieta=2, ET=140
397 16 # ieta=2, ET=141
398 16 # ieta=2, ET=142
399 16 # ieta=2, ET=143
400 16 # ieta=2, ET=144
401 16 # ieta=2, ET=145
402 16 # ieta=2, ET=146
403 16 # ieta=2, ET=147
404 16 # ieta=2, ET=148
405 16 # ieta=2, ET=149
406 16 # ieta=2, ET=150
407 16 # ieta=2, ET=151
408 16 # ieta=2, ET=152
409 16 # ieta=2, ET=153
410 16 # ieta=2, ET=154
411 16 # ieta=2, ET=155
412 16 # ieta=2, ET=156
413 16 # ieta=2, ET=157
414 16 # ieta=2, ET=158
415 16 # ieta=2, ET=159
416 16 # ieta=2, ET=160
417 16 # ieta=2, ET=161
418 16 # ieta=2, ET=162
419 16 # ieta=2, ET=163
420 16 # ieta=2, ET=164
421 16 # ieta=2, ET=165
422 16 # ieta=2, ET=166
423 16 # ieta=2, ET=167
424 16 # ieta=2, ET=168
425 16 # ieta=2, ET=169
426 511 # ieta=2, ET=170
427 511 # ieta=2, ET=171
428 511 # ieta=2, ET=172
429 511 # ieta=2, ET=173
430 511 # ieta=2, ET=174
431 511 # ieta=2, ET=175
432 511 # ieta=2, ET=176
433 511 # ieta=2, ET=177
434 511 # ieta=2, ET=178
435 511 # ieta=2, ET=179
436 511 # ieta=2, ET=180
437 511 # ieta=2, ET=181
438 511 # ieta=2, ET=182
439 511 # ieta=2, ET=183
440 511 # ieta=2, ET=184
441 511 # ieta=2, ET=185
442 511 # ieta=2, ET=186
443 511 # ieta=2, ET=187
444 511 # ieta=2, ET=188
445 511 # ieta=2, ET=189
446 511 # ieta=2, ET=190
447 511 # ieta=2, ET=191
448 511 # ieta=2, ET=192
449 511 # ieta=2, ET=193
450 511 # ieta=2, ET=194
451 511 # ieta=2, ET=195
452 511 # ieta=2, ET=196
453 511 # ieta=2, ET=197
454 511 # ieta=2, ET=198
455 511 # ieta=2, ET=199
456 511 # ieta=2, ET=200
457 511 # ieta=2, ET=201
458 511 # ieta=2, ET=202
459 511 # ieta=2, ET=203
460 511 # ieta=2, ET=204
461 511 # ieta=2, ET=205
462 511 # ieta=2, ET=206
463 511 # ieta=2, ET=207
464 511 # ieta=2, ET=208
465 511 # ieta=2, ET=209
466 511 # ieta=2, ET=210
467 511 # ieta=2, ET=211
468 511 # ieta=2, ET=212
469 511 # ieta=2, ET=213
470 511 # ieta=2, ET=214
471 511 # ieta=2, ET=215
472 511 # ieta=2, ET=216
473 511 # ieta=2, ET=217
474 511 # ieta=2, ET=218
475 511 # ieta=2, ET=219
476 511 # ieta=2, ET=220
477 511 # ieta=2, ET=221
478 511 # ieta=2, ET=222
479 511 # ieta=2, ET=223
480 511 # ieta=2, ET=224
481 511 # ieta=2, ET=225
482 511 # ieta=2, ET=226
483 511 # ieta=2, ET=227
484 511 # ieta=2, ET=228
485 511 # ieta=2, ET=229
486 511 # ieta=2, ET=230
487 511 # ieta=2, ET=231
488 511 # ieta=2, ET=232
489 511 # ieta=2, ET=233
490 511 # ieta=2, ET=234
491 511 # ieta=2, ET=235
492 511 # ieta=2, ET=236
493 511 # ieta=2, ET=237
494 511 # ieta=2, ET=238
495 511 # ieta=2, ET=239
496 511 # ieta=2, ET=240
497 511 # ieta=2, ET=241
498 511 # ieta=2, ET=242
499 511 # ieta=2, ET=243
500 511 # ieta=2, ET=244
501 511 # ieta=2, ET=245
502 511 # ieta=2, ET=246
503 511 # ieta=2, ET=247
504 511 # ieta=2, ET=248
505 511 # ieta=2, ET=249
506 511 # ieta=2, ET=250
507 511 # ieta=2, ET=251
508 511 # ieta=2, ET=252
509 511 # ieta=2, ET=253
510 511 # ieta=2, ET=254
511 511 # ieta=2, ET=255
512 16 # ieta=3, ET=0
513 16 # ieta=3, ET=1
514 16 # ieta=3, ET=2
515 16 # ieta=3, ET=3
516 16 # ieta=3, ET=4
517 16 # ieta=3, ET=5
518 16 # ieta=3, ET=6
519 16 # ieta=3, ET=7
520 16 # ieta=3, ET=8
521 16 # ieta=3, ET=9
522 16 # ieta=3, ET=10
523 16 # ieta=3, ET=11
524 16 # ieta=3, ET=12
525 16 # ieta=3, ET=13
526 16 # ieta=3, ET=14
527 16 # ieta=3, ET=15
528 16 # ieta=3, ET=16
529 16 # ieta=3, ET=17
530 16 # ieta=3, ET=18
531 16 # ieta=3, ET=19
532 16 # ieta=3, ET=20
533 16 # ieta=3, ET=21
534 16 # ieta=3, ET=22
535 16 # ieta=3, ET=23
536 16 # ieta=3, ET=24
537 16 # ieta=3, ET=25
538 16 # ieta=3, ET=26
539 16 # ieta=3, ET=27
540 16 # ieta=3, ET=28
541 16 # ieta=3, ET=29
542 16 # ieta=3, ET=30
543 16 # ieta=3, ET=31
544 16 # ieta=3, ET=32
545 16 # ieta=3, ET=33
546 16 # ieta=3, ET=34
547 16 # ieta=3, ET=35
548 16 # ieta=3, ET=36
549 16 # ieta=3, ET=37
550 16 # ieta=3, ET=38
551 16 # ieta=3, ET=39
552 16 # ieta=3, ET=40
553 16 # ieta=3, ET=41
554 16 # ieta=3, ET=42
555 16 # ieta=3, ET=43
556 16 # ieta=3, ET=44
557 16 # ieta=3, ET=45
558 16 # ieta=3, ET=46
559 16 # ieta=3, ET=47
560 16 # ieta=3, ET=48
561 16 # ieta=3, ET=49
562 16 # ieta=3, ET=50
563 16 # ieta=3, ET=51
564 16 # ieta=3, ET=52
565 16 # ieta=3, ET=53
566 16 # ieta=3, ET=54
567 16 # ieta=3, ET=55
568 16 # ieta=3, ET=56
569 16 # ieta=3, ET=57
570 16 # ieta=3, ET=58
571 16 # ieta=3, ET=59
572 16 # ieta=3, ET=60
573 16 # ieta=3, ET=61
574 16 # ieta=3, ET=62
575 16 # ieta=3, ET=63
576 16 # ieta=3, ET=64
577 16 # ieta=3, ET=65
578 16 # ieta=3, ET=66
579 16 # ieta=3, ET=67
580 16 # ieta=3, ET=68
581 16 # ieta=3, ET=69
582 16 # ieta=3, ET=70
583 16 # ieta=3, ET=71
584 16 # ieta=3, ET=72
585 16 # ieta=3, ET=73
586 16 # ieta=3, ET=74
587 16 # ieta=3, ET=75
588 16 # ieta=3, ET=76
589 16 # ieta=3, ET=77
590 16 # ieta=3, ET=78
591 16 # ieta=3, ET=79
592 16 # ieta=3, ET=80
593 16 # ieta=3, ET=81
594 16 # ieta=3, ET=82
595 16 # ieta=3, ET=83
596 16 # ieta=3, ET=84
597 16 # ieta=3, ET=85
598 16 # ieta=3, ET=86
599 16 # ieta=3, ET=87
600 16 # ieta=3, ET=88
601 16 # ieta=3, ET=89
602 16 # ieta=3, ET=90
603 16 # ieta=3, ET=91
604 16 # ieta=3, ET=92
605 16 # ieta=3, ET=93
606 16 # ieta=3, ET=94
607 16 # ieta=3, ET=95
608 16 # ieta=3, ET=96
609 16 # ieta=3, ET=97
610 16 # ieta=3, ET=98
611 16 # ieta=3, ET=99
612 16 # ieta=3, ET=100
613 16 # ieta=3, ET=101
614 16 # ieta=3, ET=102
615 16 # ieta=3, ET=103
616 16 # ieta=3, ET=104
617 16 # ieta=3, ET=105
618 16 # ieta=3, ET=106
619 16 # ieta=3, ET=107
620 16 # ieta=3, ET=108
621 16 # ieta=3, ET=109
622 16 # ieta=3, ET=110
623 16 # ieta=3, ET=111
624 16 # ieta=3, ET=112
625 16 # ieta=3, ET=113
626 16 # ieta=3, ET=114
627 16 # ieta=3, ET=115
628 16 # ieta=3, ET=116
629 16 # ieta=3, ET=117
630 16 # ieta=3, ET=118
631 16 # ieta=3, ET=119
632 16 # ieta=3, ET=120
633 16 # ieta=3, ET=121
634 16 # ieta=3, ET=122
635 16 # ieta=3, ET=123
636 16 # ieta=3, ET=124
637 16 # ieta=3, ET=125
638 16 # ieta=3, ET=126
639 16 # ieta=3, ET=127
640 16 # ieta=3, ET=128
641 16 # ieta=3, ET=129
642 16 # ieta=3, ET=130
643 16 # ieta=3, ET=131
644 16 # ieta=3, ET=132
645 16 # ieta=3, ET=133
646 16 # ieta=3, ET=134
647 16 # ieta=3, ET=135
648 16 # ieta=3, ET=136
649 16 # ieta=3, ET=137
650 16 # ieta=3, ET=138
651 16 # ieta=3, ET=139
652 16 # ieta=3, ET=140
653 16 # ieta=3, ET=141
654 16 # ieta=3, ET=142
655 16 # ieta=3, ET=143
656 16 # ieta=3, ET=144
657 16 # ieta=3, ET=145
658 16 # ieta=3, ET=146
659 16 # ieta=3, ET=147
660 16 # ieta=3, ET=148
661 16 # ieta=3, ET=149
662 16 # ieta=3, ET=150
663 16 # ieta=3, ET=151
664 16 # ieta=3, ET=152
665 16 # ieta=3, ET=153
666 16 # ieta=3, ET=154
667 16 # ieta=3, ET=155
668 16 # ieta=3, ET=156
669 16 # ieta=3, ET=157
670 16 # ieta=3, ET=158
671 16 # ieta=3, ET=159
672 16 # ieta=3, ET=160
673 16 # ieta=3, ET=161
674 16 # ieta=3, ET=162
675 16 # ieta=3, ET=163
676 16 # ieta=3, ET=164
677 16 # ieta=3, ET=165
678 16 # ieta=3, ET=166
679 16 # ieta=3, ET=167
680 16 # ieta=3, ET=168
681 16 # ieta=3, ET=169
682 511 # ieta=3, ET=170
683 511 # ieta=3, ET=171
684 511 # ieta=3, ET=172
685 511 # ieta=3, ET=173
686 511 # ieta=3, ET=174
687 511 # ieta=3, ET=175
688 511 # ieta=3, ET=176
689 511 # ieta=3, ET=177
690 511 # ieta=3, ET=178
691 511 # ieta=3, ET=179
692 511 # ieta=3, ET=180
693 511 # ieta=3, ET=181
694 511 # ieta=3, ET=182
695 511 # ieta=3, ET=183
696 511 # ieta=3, ET=184
697 511 # ieta=3, ET=185
698 511 # ieta=3, ET=186
699 511 # ieta=3, ET=187
700 511 # ieta=3, ET=188
701 511 # ieta=3, ET=189
702 511 # ieta=3, ET=190
703 511 # ieta=3, ET=191
704 511 # ieta=3, ET=192
705 511 # ieta=3, ET=193
706 511 # ieta=3, ET=194
707 511 # ieta=3, ET=195
708 511 # ieta=3, ET=196
709 511 # ieta=3, ET=197
710 511 # ieta=3, ET=198
711 511 # ieta=3, ET=199
712 511 # ieta=3, ET=200
713 511 # ieta=3, ET=201
714 511 # ieta=3, ET=202
715 511 # ieta=3, ET=203
716 511 # ieta=3, ET=204
717 511 # ieta=3, ET=205
718 511 # ieta=3, ET=206
719 511 # ieta=3, ET=207
720 511 # ieta=3, ET=208
721 511 # ieta=3, ET=209
722 511 # ieta=3, ET=210
723 511 # ieta=3, ET=211
724 511 # ieta=3, ET=212
725 511 # ieta=3, ET=213
726 511 # ieta=3, ET=214
727 511 # ieta=3, ET=215
728 511 # ieta=3, ET=216
729 511 # ieta=3, ET=217
730 511 # ieta=3, ET=218
731 511 # ieta=3, ET=219
732 511 # ieta=3, ET=220
733 511 # ieta=3, ET=221
734 511 # ieta=3, ET=222
735 511 # ieta=3, ET=223
736 511 # ieta=3, ET=224
737 511 # ieta=3, ET=225
738 511 # ieta=3, ET=226
739 511 # ieta=3, ET=227
740 511 # ieta=3, ET=228
741 511 # ieta=3, ET=229
742 511 # ieta=3, ET=230
743 511 # ieta=3, ET=231
744 511 # ieta=3, ET=232
745 511 # ieta=3, ET=233
746 511 # ieta=3, ET=234
747 511 # ieta=3, ET=235
748 511 # ieta=3, ET=236
749 511 # ieta=3, ET=237
750 511 # ieta=3, ET=238
751 511 # ieta=3, ET=239
752 511 # ieta=3, ET=240
753 511 # ieta=3, ET=241
754 511 # ieta=3, ET=242
755 511 # ieta=3, ET=243
756 511 # ieta=3, ET=244
757 511 # ieta=3, ET=245
758 511 # ieta=3, ET=246
759 511 # ieta=3, ET=247
760 511 # ieta=3, ET=248
761 511 # ieta=3, ET=249
762 511 # ieta=3, ET=250
763 511 # ieta=3, ET=251
764 511 # ieta=3, ET=252
765 511 # ieta=3, ET=253
766 511 # ieta=3, ET=254
767 511 # ieta=3, ET=255
768 16 # ieta=4, ET=0
769 16 # ieta=4, ET=1
770 16 # ieta=4, ET=2
771 16 # ieta=4, ET=3
772 16 # ieta=4, ET=4
773 16 # ieta=4, ET=5
774 16 # ieta=4, ET=6
775 16 # ieta=4, ET=7
776 16 # ieta=4, ET=8
777 16 # ieta=4, ET=9
778 16 # ieta=4, ET=10
779 16 # ieta=4, ET=11
780 16 # ieta=4, ET=12
781 16 # ieta=4, ET=13
782 16 # ieta=4, ET=14
783 16 # ieta=4, ET=15
784 16 # ieta=4, ET=16
785 16 # ieta=4, ET=17
786 16 # ieta=4, ET=18
787 16 # ieta=4, ET=19
788 16 # ieta=4, ET=20
789 16 # ieta=4, ET=21
790 16 # ieta=4, ET=22
791 16 # ieta=4, ET=23
792 16 # ieta=4, ET=24
793 16 # ieta=4, ET=25
794 16 # ieta=4, ET=26
795 16 # ieta=4, ET=27
796 16 # ieta=4, ET=28
797 16 # ieta=4, ET=29
798 16 # ieta=4, ET=30
799 16 # ieta=4, ET=31
800 16 # ieta=4, ET=32
801 16 # ieta=4, ET=33
802 16 # ieta=4, ET=34
803 16 # ieta=4, ET=35
804 16 # ieta=4, ET=36
805 16 # ieta=4, ET=37
806 16 # ieta=4, ET=38
807 16 # ieta=4, ET=39
808 16 # ieta=4, ET=40
809 16 # ieta=4, ET=41
810 16 # ieta=4, ET=42
811 16 # ieta=4, ET=43
812 16 # ieta=4, ET=44
813 16 # ieta=4, ET=45
814 16 # ieta=4, ET=46
815 16 # ieta=4, ET=47
816 16 # ieta=4, ET=48
817 16 # ieta=4, ET=49
818 16 # ieta=4, ET=50
819 16 # ieta=4, ET=51
820 16 # ieta=4, ET=52
821 16 # ieta=4, ET=53
822 16 # ieta=4, ET=54
823 16 # ieta=4, ET=55
824 16 # ieta=4, ET=56
825 16 # ieta=4, ET=57
826 16 # ieta=4, ET=58
827 16 # ieta=4, ET=59
828 16 # ieta=4, ET=60
829 16 # ieta=4, ET=61
830 16 # ieta=4, ET=62
831 16 # ieta=4, ET=63
832 16 # ieta=4, ET=64
833 16 # ieta=4, ET=65
834 16 # ieta=4, ET=66
835 16 # ieta=4, ET=67
836 16 # ieta=4, ET=68
837 16 # ieta=4, ET=69
838 16 # ieta=4, ET=70
839 16 # ieta=4, ET=71
840 16 # ieta=4, ET=72
841 16 # ieta=4, ET=73
842 16 # ieta=4, ET=74
843 16 # ieta=4, ET=75
844 16 # ieta=4, ET=76
845 16 # ieta=4, ET=77
846 16 # ieta=4, ET=78
847 16 # ieta=4, ET=79
848 16 # ieta=4, ET=80
849 16 # ieta=4, ET=81
850 16 # ieta=4, ET=82
851 16 # ieta=4, ET=83
852 16 # ieta=4, ET=84
853 16 # ieta=4, ET=85
854 16 # ieta=4, ET=86
855 16 # ieta=4, ET=87
