mH_GeV 	H_gg 	        H_gamgam 	H_Zgam  	H_WW 	        H_ZZ 	        Total_Width_GeV
213.75	 0.000E+00	 5.783E-05	 1.610E-04	 7.202E-01	 2.796E-01	 1.934E+00
214.00	 0.000E+00	 5.758E-05	 1.605E-04	 7.199E-01	 2.798E-01	 1.945E+00
214.25	 0.000E+00	 5.733E-05	 1.599E-04	 7.197E-01	 2.801E-01	 1.956E+00
214.50	 0.000E+00	 5.708E-05	 1.594E-04	 7.195E-01	 2.803E-01	 1.967E+00
214.75	 0.000E+00	 5.684E-05	 1.589E-04	 7.192E-01	 2.806E-01	 1.978E+00
215.00	 0.000E+00	 5.659E-05	 1.584E-04	 7.190E-01	 2.808E-01	 1.989E+00
215.25	 0.000E+00	 5.635E-05	 1.579E-04	 7.188E-01	 2.810E-01	 2.001E+00
215.50	 0.000E+00	 5.611E-05	 1.573E-04	 7.186E-01	 2.812E-01	 2.012E+00
215.75	 0.000E+00	 5.587E-05	 1.568E-04	 7.183E-01	 2.814E-01	 2.023E+00
216.00	 0.000E+00	 5.563E-05	 1.563E-04	 7.181E-01	 2.817E-01	 2.035E+00
216.25	 0.000E+00	 5.540E-05	 1.558E-04	 7.179E-01	 2.819E-01	 2.046E+00
216.50	 0.000E+00	 5.516E-05	 1.553E-04	 7.177E-01	 2.821E-01	 2.058E+00
216.75	 0.000E+00	 5.493E-05	 1.548E-04	 7.175E-01	 2.823E-01	 2.069E+00
217.00	 0.000E+00	 5.470E-05	 1.543E-04	 7.173E-01	 2.825E-01	 2.081E+00
217.25	 0.000E+00	 5.447E-05	 1.538E-04	 7.171E-01	 2.827E-01	 2.092E+00
217.50	 0.000E+00	 5.424E-05	 1.533E-04	 7.169E-01	 2.829E-01	 2.104E+00
217.75	 0.000E+00	 5.401E-05	 1.528E-04	 7.167E-01	 2.831E-01	 2.115E+00
218.00	 0.000E+00	 5.379E-05	 1.523E-04	 7.165E-01	 2.833E-01	 2.127E+00
218.25	 0.000E+00	 5.356E-05	 1.518E-04	 7.163E-01	 2.835E-01	 2.139E+00
218.50	 0.000E+00	 5.334E-05	 1.514E-04	 7.161E-01	 2.837E-01	 2.150E+00
218.75	 0.000E+00	 5.312E-05	 1.509E-04	 7.160E-01	 2.838E-01	 2.162E+00
219.00	 0.000E+00	 5.290E-05	 1.504E-04	 7.158E-01	 2.840E-01	 2.174E+00
219.25	 0.000E+00	 5.268E-05	 1.499E-04	 7.156E-01	 2.842E-01	 2.186E+00
219.50	 0.000E+00	 5.247E-05	 1.494E-04	 7.154E-01	 2.844E-01	 2.198E+00
219.75	 0.000E+00	 5.225E-05	 1.490E-04	 7.152E-01	 2.846E-01	 2.209E+00
220.00	 0.000E+00	 5.204E-05	 1.485E-04	 7.151E-01	 2.847E-01	 2.221E+00
220.25	 0.000E+00	 5.183E-05	 1.480E-04	 7.149E-01	 2.849E-01	 2.233E+00
220.50	 0.000E+00	 5.162E-05	 1.476E-04	 7.147E-01	 2.851E-01	 2.245E+00
220.75	 0.000E+00	 5.141E-05	 1.471E-04	 7.146E-01	 2.852E-01	 2.257E+00
221.00	 0.000E+00	 5.120E-05	 1.466E-04	 7.144E-01	 2.854E-01	 2.269E+00
221.25	 0.000E+00	 5.099E-05	 1.462E-04	 7.142E-01	 2.856E-01	 2.281E+00
221.50	 0.000E+00	 5.079E-05	 1.457E-04	 7.141E-01	 2.857E-01	 2.293E+00
221.75	 0.000E+00	 5.058E-05	 1.453E-04	 7.139E-01	 2.859E-01	 2.306E+00
222.00	 0.000E+00	 5.038E-05	 1.448E-04	 7.138E-01	 2.860E-01	 2.318E+00
222.25	 0.000E+00	 5.018E-05	 1.444E-04	 7.136E-01	 2.862E-01	 2.330E+00
222.50	 0.000E+00	 4.998E-05	 1.439E-04	 7.135E-01	 2.863E-01	 2.342E+00
222.75	 0.000E+00	 4.978E-05	 1.435E-04	 7.133E-01	 2.865E-01	 2.354E+00
223.00	 0.000E+00	 4.958E-05	 1.430E-04	 7.132E-01	 2.867E-01	 2.367E+00
223.25	 0.000E+00	 4.938E-05	 1.426E-04	 7.130E-01	 2.868E-01	 2.379E+00
223.50	 0.000E+00	 4.919E-05	 1.421E-04	 7.129E-01	 2.869E-01	 2.392E+00
223.75	 0.000E+00	 4.899E-05	 1.417E-04	 7.127E-01	 2.871E-01	 2.404E+00
224.00	 0.000E+00	 4.880E-05	 1.413E-04	 7.126E-01	 2.872E-01	 2.416E+00
224.25	 0.000E+00	 4.861E-05	 1.408E-04	 7.124E-01	 2.874E-01	 2.429E+00
224.50	 0.000E+00	 4.841E-05	 1.404E-04	 7.123E-01	 2.875E-01	 2.442E+00
224.75	 0.000E+00	 4.822E-05	 1.400E-04	 7.121E-01	 2.877E-01	 2.454E+00
225.00	 0.000E+00	 4.804E-05	 1.395E-04	 7.120E-01	 2.878E-01	 2.467E+00
225.25	 0.000E+00	 4.785E-05	 1.391E-04	 7.119E-01	 2.879E-01	 2.479E+00
225.50	 0.000E+00	 4.766E-05	 1.387E-04	 7.117E-01	 2.881E-01	 2.492E+00
225.75	 0.000E+00	 4.747E-05	 1.383E-04	 7.116E-01	 2.882E-01	 2.505E+00
226.00	 0.000E+00	 4.729E-05	 1.378E-04	 7.115E-01	 2.884E-01	 2.518E+00
226.25	 0.000E+00	 4.711E-05	 1.374E-04	 7.113E-01	 2.885E-01	 2.530E+00
226.50	 0.000E+00	 4.692E-05	 1.370E-04	 7.112E-01	 2.886E-01	 2.543E+00
226.75	 0.000E+00	 4.674E-05	 1.366E-04	 7.111E-01	 2.888E-01	 2.556E+00
227.00	 0.000E+00	 4.656E-05	 1.362E-04	 7.109E-01	 2.889E-01	 2.569E+00
227.25	 0.000E+00	 4.638E-05	 1.357E-04	 7.108E-01	 2.890E-01	 2.582E+00
227.50	 0.000E+00	 4.620E-05	 1.353E-04	 7.107E-01	 2.892E-01	 2.595E+00
227.75	 0.000E+00	 4.602E-05	 1.349E-04	 7.105E-01	 2.893E-01	 2.608E+00
228.00	 0.000E+00	 4.585E-05	 1.345E-04	 7.104E-01	 2.894E-01	 2.621E+00
228.25	 0.000E+00	 4.567E-05	 1.341E-04	 7.103E-01	 2.895E-01	 2.634E+00
228.50	 0.000E+00	 4.550E-05	 1.337E-04	 7.102E-01	 2.897E-01	 2.647E+00
228.75	 0.000E+00	 4.532E-05	 1.333E-04	 7.100E-01	 2.898E-01	 2.661E+00
229.00	 0.000E+00	 4.515E-05	 1.329E-04	 7.099E-01	 2.899E-01	 2.674E+00
229.25	 0.000E+00	 4.498E-05	 1.325E-04	 7.098E-01	 2.900E-01	 2.687E+00
229.50	 0.000E+00	 4.481E-05	 1.321E-04	 7.097E-01	 2.902E-01	 2.700E+00
229.75	 0.000E+00	 4.464E-05	 1.317E-04	 7.095E-01	 2.903E-01	 2.714E+00
230.00	 0.000E+00	 4.447E-05	 1.313E-04	 7.094E-01	 2.904E-01	 2.727E+00
230.25	 0.000E+00	 4.430E-05	 1.309E-04	 7.093E-01	 2.905E-01	 2.741E+00
230.50	 0.000E+00	 4.413E-05	 1.305E-04	 7.092E-01	 2.906E-01	 2.754E+00
230.75	 0.000E+00	 4.397E-05	 1.301E-04	 7.091E-01	 2.907E-01	 2.768E+00
231.00	 0.000E+00	 4.380E-05	 1.297E-04	 7.090E-01	 2.908E-01	 2.781E+00
231.25	 0.000E+00	 4.364E-05	 1.294E-04	 7.089E-01	 2.910E-01	 2.795E+00
231.50	 0.000E+00	 4.348E-05	 1.290E-04	 7.088E-01	 2.911E-01	 2.808E+00
231.75	 0.000E+00	 4.331E-05	 1.286E-04	 7.086E-01	 2.912E-01	 2.822E+00
232.00	 0.000E+00	 4.315E-05	 1.282E-04	 7.085E-01	 2.913E-01	 2.836E+00
232.25	 0.000E+00	 4.299E-05	 1.278E-04	 7.084E-01	 2.914E-01	 2.849E+00
232.50	 0.000E+00	 4.283E-05	 1.274E-04	 7.083E-01	 2.915E-01	 2.863E+00
232.75	 0.000E+00	 4.267E-05	 1.271E-04	 7.082E-01	 2.916E-01	 2.877E+00
233.00	 0.000E+00	 4.251E-05	 1.267E-04	 7.081E-01	 2.917E-01	 2.891E+00
233.25	 0.000E+00	 4.236E-05	 1.263E-04	 7.080E-01	 2.918E-01	 2.905E+00
233.50	 0.000E+00	 4.220E-05	 1.259E-04	 7.079E-01	 2.919E-01	 2.919E+00
233.75	 0.000E+00	 4.204E-05	 1.256E-04	 7.078E-01	 2.920E-01	 2.933E+00
234.00	 0.000E+00	 4.189E-05	 1.252E-04	 7.077E-01	 2.921E-01	 2.947E+00
234.25	 0.000E+00	 4.174E-05	 1.248E-04	 7.076E-01	 2.922E-01	 2.961E+00
234.50	 0.000E+00	 4.158E-05	 1.245E-04	 7.075E-01	 2.923E-01	 2.975E+00
234.75	 0.000E+00	 4.143E-05	 1.241E-04	 7.074E-01	 2.924E-01	 2.989E+00
235.00	 0.000E+00	 4.128E-05	 1.237E-04	 7.073E-01	 2.925E-01	 3.003E+00
235.25	 0.000E+00	 4.113E-05	 1.234E-04	 7.072E-01	 2.926E-01	 3.017E+00
235.50	 0.000E+00	 4.098E-05	 1.230E-04	 7.071E-01	 2.927E-01	 3.032E+00
235.75	 0.000E+00	 4.083E-05	 1.226E-04	 7.070E-01	 2.928E-01	 3.046E+00
236.00	 0.000E+00	 4.068E-05	 1.223E-04	 7.069E-01	 2.929E-01	 3.060E+00
236.25	 0.000E+00	 4.053E-05	 1.219E-04	 7.068E-01	 2.930E-01	 3.075E+00
236.50	 0.000E+00	 4.039E-05	 1.216E-04	 7.067E-01	 2.931E-01	 3.089E+00
236.75	 0.000E+00	 4.024E-05	 1.212E-04	 7.066E-01	 2.932E-01	 3.104E+00
237.00	 0.000E+00	 4.009E-05	 1.209E-04	 7.066E-01	 2.933E-01	 3.118E+00
237.25	 0.000E+00	 3.995E-05	 1.205E-04	 7.065E-01	 2.934E-01	 3.133E+00
237.50	 0.000E+00	 3.981E-05	 1.202E-04	 7.064E-01	 2.935E-01	 3.147E+00
237.75	 0.000E+00	 3.966E-05	 1.198E-04	 7.063E-01	 2.936E-01	 3.162E+00
238.00	 0.000E+00	 3.952E-05	 1.195E-04	 7.062E-01	 2.936E-01	 3.177E+00
238.25	 0.000E+00	 3.938E-05	 1.191E-04	 7.061E-01	 2.937E-01	 3.191E+00
238.50	 0.000E+00	 3.924E-05	 1.188E-04	 7.060E-01	 2.938E-01	 3.206E+00
238.75	 0.000E+00	 3.910E-05	 1.184E-04	 7.059E-01	 2.939E-01	 3.221E+00
239.00	 0.000E+00	 3.896E-05	 1.181E-04	 7.058E-01	 2.940E-01	 3.236E+00
239.25	 0.000E+00	 3.882E-05	 1.177E-04	 7.058E-01	 2.941E-01	 3.251E+00
239.50	 0.000E+00	 3.868E-05	 1.174E-04	 7.057E-01	 2.942E-01	 3.266E+00
239.75	 0.000E+00	 3.854E-05	 1.171E-04	 7.056E-01	 2.943E-01	 3.281E+00
240.00	 0.000E+00	 3.841E-05	 1.167E-04	 7.055E-01	 2.943E-01	 3.296E+00
240.25	 0.000E+00	 3.827E-05	 1.164E-04	 7.054E-01	 2.944E-01	 3.311E+00
240.50	 0.000E+00	 3.813E-05	 1.161E-04	 7.053E-01	 2.945E-01	 3.326E+00
240.75	 0.000E+00	 3.800E-05	 1.157E-04	 7.052E-01	 2.946E-01	 3.341E+00
241.00	 0.000E+00	 3.787E-05	 1.154E-04	 7.052E-01	 2.947E-01	 3.356E+00
241.25	 0.000E+00	 3.773E-05	 1.151E-04	 7.051E-01	 2.948E-01	 3.371E+00
241.50	 0.000E+00	 3.760E-05	 1.147E-04	 7.050E-01	 2.948E-01	 3.387E+00
241.75	 0.000E+00	 3.747E-05	 1.144E-04	 7.049E-01	 2.949E-01	 3.402E+00
242.00	 0.000E+00	 3.734E-05	 1.141E-04	 7.048E-01	 2.950E-01	 3.417E+00
242.25	 0.000E+00	 3.720E-05	 1.137E-04	 7.048E-01	 2.951E-01	 3.433E+00
242.50	 0.000E+00	 3.707E-05	 1.134E-04	 7.047E-01	 2.952E-01	 3.448E+00
242.75	 0.000E+00	 3.694E-05	 1.131E-04	 7.046E-01	 2.952E-01	 3.464E+00
243.00	 0.000E+00	 3.682E-05	 1.128E-04	 7.045E-01	 2.953E-01	 3.479E+00
243.25	 0.000E+00	 3.669E-05	 1.124E-04	 7.044E-01	 2.954E-01	 3.495E+00
243.50	 0.000E+00	 3.656E-05	 1.121E-04	 7.044E-01	 2.955E-01	 3.510E+00
243.75	 0.000E+00	 3.643E-05	 1.118E-04	 7.043E-01	 2.956E-01	 3.526E+00
244.00	 0.000E+00	 3.631E-05	 1.115E-04	 7.042E-01	 2.956E-01	 3.542E+00
244.25	 0.000E+00	 3.618E-05	 1.112E-04	 7.041E-01	 2.957E-01	 3.557E+00
244.50	 0.000E+00	 3.605E-05	 1.109E-04	 7.041E-01	 2.958E-01	 3.573E+00
244.75	 0.000E+00	 3.593E-05	 1.105E-04	 7.040E-01	 2.959E-01	 3.589E+00
245.00	 0.000E+00	 3.581E-05	 1.102E-04	 7.039E-01	 2.959E-01	 3.605E+00
245.25	 0.000E+00	 3.568E-05	 1.099E-04	 7.038E-01	 2.960E-01	 3.621E+00
245.50	 0.000E+00	 3.556E-05	 1.096E-04	 7.038E-01	 2.961E-01	 3.637E+00
245.75	 0.000E+00	 3.544E-05	 1.093E-04	 7.037E-01	 2.962E-01	 3.653E+00
246.00	 0.000E+00	 3.532E-05	 1.090E-04	 7.036E-01	 2.963E-01	 3.669E+00
246.25	 0.000E+00	 3.519E-05	 1.087E-04	 7.035E-01	 2.963E-01	 3.685E+00
246.50	 0.000E+00	 3.507E-05	 1.084E-04	 7.035E-01	 2.964E-01	 3.701E+00
246.75	 0.000E+00	 3.495E-05	 1.081E-04	 7.034E-01	 2.965E-01	 3.717E+00
247.00	 0.000E+00	 3.483E-05	 1.078E-04	 7.033E-01	 2.966E-01	 3.734E+00
247.25	 0.000E+00	 3.471E-05	 1.075E-04	 7.032E-01	 2.966E-01	 3.750E+00
247.50	 0.000E+00	 3.460E-05	 1.072E-04	 7.032E-01	 2.967E-01	 3.766E+00
247.75	 0.000E+00	 3.448E-05	 1.068E-04	 7.031E-01	 2.968E-01	 3.783E+00
248.00	 0.000E+00	 3.436E-05	 1.065E-04	 7.030E-01	 2.969E-01	 3.799E+00
248.25	 0.000E+00	 3.424E-05	 1.062E-04	 7.029E-01	 2.969E-01	 3.816E+00
248.50	 0.000E+00	 3.413E-05	 1.059E-04	 7.029E-01	 2.970E-01	 3.832E+00
248.75	 0.000E+00	 3.401E-05	 1.057E-04	 7.028E-01	 2.971E-01	 3.849E+00
249.00	 0.000E+00	 3.390E-05	 1.054E-04	 7.027E-01	 2.971E-01	 3.865E+00
249.25	 0.000E+00	 3.378E-05	 1.051E-04	 7.026E-01	 2.972E-01	 3.882E+00
249.50	 0.000E+00	 3.367E-05	 1.048E-04	 7.026E-01	 2.973E-01	 3.899E+00
249.75	 0.000E+00	 3.356E-05	 1.045E-04	 7.025E-01	 2.974E-01	 3.915E+00
250.00	 0.000E+00	 3.344E-05	 1.042E-04	 7.024E-01	 2.974E-01	 3.932E+00
251.00	 0.000E+00	 3.300E-05	 1.030E-04	 7.021E-01	 2.977E-01	 4.000E+00
252.00	 0.000E+00	 3.256E-05	 1.019E-04	 7.019E-01	 2.980E-01	 4.068E+00
253.00	 0.000E+00	 3.213E-05	 1.008E-04	 7.016E-01	 2.983E-01	 4.137E+00
254.00	 0.000E+00	 3.170E-05	 9.964E-05	 7.014E-01	 2.985E-01	 4.207E+00
255.00	 0.000E+00	 3.129E-05	 9.855E-05	 7.011E-01	 2.988E-01	 4.278E+00
256.00	 0.000E+00	 3.088E-05	 9.747E-05	 7.009E-01	 2.990E-01	 4.349E+00
257.00	 0.000E+00	 3.048E-05	 9.640E-05	 7.006E-01	 2.992E-01	 4.422E+00
258.00	 0.000E+00	 3.009E-05	 9.535E-05	 7.004E-01	 2.995E-01	 4.494E+00
259.00	 0.000E+00	 2.970E-05	 9.432E-05	 7.002E-01	 2.997E-01	 4.568E+00
260.00	 0.000E+00	 2.932E-05	 9.330E-05	 6.999E-01	 3.000E-01	 4.642E+00
261.00	 0.000E+00	 2.895E-05	 9.229E-05	 6.997E-01	 3.002E-01	 4.718E+00
262.00	 0.000E+00	 2.858E-05	 9.130E-05	 6.995E-01	 3.004E-01	 4.794E+00
263.00	 0.000E+00	 2.822E-05	 9.032E-05	 6.993E-01	 3.006E-01	 4.870E+00
264.00	 0.000E+00	 2.787E-05	 8.936E-05	 6.990E-01	 3.008E-01	 4.948E+00
265.00	 0.000E+00	 2.752E-05	 8.840E-05	 6.988E-01	 3.011E-01	 5.026E+00
266.00	 0.000E+00	 2.718E-05	 8.746E-05	 6.986E-01	 3.013E-01	 5.105E+00
267.00	 0.000E+00	 2.684E-05	 8.654E-05	 6.984E-01	 3.015E-01	 5.185E+00
268.00	 0.000E+00	 2.651E-05	 8.563E-05	 6.982E-01	 3.017E-01	 5.266E+00
269.00	 0.000E+00	 2.619E-05	 8.472E-05	 6.980E-01	 3.019E-01	 5.347E+00
270.00	 0.000E+00	 2.587E-05	 8.383E-05	 6.978E-01	 3.021E-01	 5.429E+00
271.00	 0.000E+00	 2.555E-05	 8.296E-05	 6.976E-01	 3.023E-01	 5.512E+00
272.00	 0.000E+00	 2.525E-05	 8.209E-05	 6.974E-01	 3.025E-01	 5.596E+00
273.00	 0.000E+00	 2.494E-05	 8.124E-05	 6.972E-01	 3.027E-01	 5.681E+00
274.00	 0.000E+00	 2.464E-05	 8.040E-05	 6.970E-01	 3.029E-01	 5.767E+00
275.00	 0.000E+00	 2.435E-05	 7.957E-05	 6.968E-01	 3.031E-01	 5.853E+00
276.00	 0.000E+00	 2.406E-05	 7.875E-05	 6.966E-01	 3.033E-01	 5.940E+00
277.00	 0.000E+00	 2.378E-05	 7.794E-05	 6.964E-01	 3.035E-01	 6.028E+00
278.00	 0.000E+00	 2.350E-05	 7.714E-05	 6.962E-01	 3.037E-01	 6.117E+00
279.00	 0.000E+00	 2.322E-05	 7.635E-05	 6.961E-01	 3.038E-01	 6.206E+00
280.00	 0.000E+00	 2.295E-05	 7.557E-05	 6.959E-01	 3.040E-01	 6.297E+00
281.00	 0.000E+00	 2.268E-05	 7.480E-05	 6.957E-01	 3.042E-01	 6.388E+00
282.00	 0.000E+00	 2.242E-05	 7.405E-05	 6.955E-01	 3.044E-01	 6.481E+00
283.00	 0.000E+00	 2.216E-05	 7.330E-05	 6.953E-01	 3.046E-01	 6.574E+00
284.00	 0.000E+00	 2.191E-05	 7.256E-05	 6.952E-01	 3.047E-01	 6.667E+00
285.00	 0.000E+00	 2.166E-05	 7.183E-05	 6.950E-01	 3.049E-01	 6.762E+00
286.00	 0.000E+00	 2.141E-05	 7.111E-05	 6.948E-01	 3.051E-01	 6.858E+00
287.00	 0.000E+00	 2.117E-05	 7.040E-05	 6.947E-01	 3.053E-01	 6.954E+00
288.00	 0.000E+00	 2.093E-05	 6.970E-05	 6.945E-01	 3.054E-01	 7.052E+00
289.00	 0.000E+00	 2.069E-05	 6.901E-05	 6.943E-01	 3.056E-01	 7.150E+00
290.00	 0.000E+00	 2.046E-05	 6.833E-05	 6.942E-01	 3.058E-01	 7.249E+00
291.00	 0.000E+00	 2.024E-05	 6.765E-05	 6.940E-01	 3.059E-01	 7.349E+00
292.00	 0.000E+00	 2.001E-05	 6.699E-05	 6.938E-01	 3.061E-01	 7.450E+00
293.00	 0.000E+00	 1.979E-05	 6.633E-05	 6.937E-01	 3.063E-01	 7.552E+00
294.00	 0.000E+00	 1.957E-05	 6.568E-05	 6.935E-01	 3.064E-01	 7.655E+00
295.00	 0.000E+00	 1.936E-05	 6.504E-05	 6.933E-01	 3.066E-01	 7.758E+00
296.00	 0.000E+00	 1.914E-05	 6.440E-05	 6.932E-01	 3.067E-01	 7.863E+00
297.00	 0.000E+00	 1.894E-05	 6.378E-05	 6.930E-01	 3.069E-01	 7.968E+00
298.00	 0.000E+00	 1.873E-05	 6.316E-05	 6.929E-01	 3.071E-01	 8.075E+00
299.00	 0.000E+00	 1.853E-05	 6.255E-05	 6.927E-01	 3.072E-01	 8.182E+00
300.00	 0.000E+00	 1.833E-05	 6.195E-05	 6.925E-01	 3.074E-01	 8.290E+00
301.00	 0.000E+00	 1.813E-05	 6.136E-05	 6.924E-01	 3.075E-01	 8.399E+00
302.00	 0.000E+00	 1.794E-05	 6.077E-05	 6.922E-01	 3.077E-01	 8.509E+00
303.00	 0.000E+00	 1.775E-05	 6.019E-05	 6.921E-01	 3.078E-01	 8.620E+00
304.00	 0.000E+00	 1.756E-05	 5.962E-05	 6.919E-01	 3.080E-01	 8.732E+00
305.00	 0.000E+00	 1.738E-05	 5.905E-05	 6.918E-01	 3.081E-01	 8.844E+00
306.00	 0.000E+00	 1.719E-05	 5.849E-05	 6.917E-01	 3.083E-01	 8.958E+00
307.00	 0.000E+00	 1.701E-05	 5.794E-05	 6.915E-01	 3.084E-01	 9.073E+00
308.00	 0.000E+00	 1.684E-05	 5.740E-05	 6.914E-01	 3.086E-01	 9.188E+00
309.00	 0.000E+00	 1.666E-05	 5.686E-05	 6.912E-01	 3.087E-01	 9.305E+00
310.00	 0.000E+00	 1.649E-05	 5.633E-05	 6.911E-01	 3.088E-01	 9.422E+00
311.00	 0.000E+00	 1.632E-05	 5.580E-05	 6.909E-01	 3.090E-01	 9.541E+00
312.00	 0.000E+00	 1.615E-05	 5.528E-05	 6.908E-01	 3.091E-01	 9.660E+00
313.00	 0.000E+00	 1.599E-05	 5.477E-05	 6.907E-01	 3.093E-01	 9.780E+00
314.00	 0.000E+00	 1.582E-05	 5.426E-05	 6.905E-01	 3.094E-01	 9.902E+00
315.00	 0.000E+00	 1.566E-05	 5.376E-05	 6.904E-01	 3.095E-01	 1.002E+01
316.00	 0.000E+00	 1.551E-05	 5.327E-05	 6.903E-01	 3.097E-01	 1.015E+01
317.00	 0.000E+00	 1.535E-05	 5.278E-05	 6.901E-01	 3.098E-01	 1.027E+01
318.00	 0.000E+00	 1.520E-05	 5.229E-05	 6.900E-01	 3.099E-01	 1.040E+01
319.00	 0.000E+00	 1.504E-05	 5.182E-05	 6.899E-01	 3.101E-01	 1.052E+01
320.00	 0.000E+00	 1.489E-05	 5.135E-05	 6.897E-01	 3.102E-01	 1.065E+01
321.00	 0.000E+00	 1.475E-05	 5.088E-05	 6.896E-01	 3.103E-01	 1.078E+01
322.00	 0.000E+00	 1.460E-05	 5.042E-05	 6.895E-01	 3.104E-01	 1.091E+01
323.00	 0.000E+00	 1.446E-05	 4.996E-05	 6.894E-01	 3.106E-01	 1.104E+01
324.00	 0.000E+00	 1.431E-05	 4.951E-05	 6.892E-01	 3.107E-01	 1.117E+01
325.00	 0.000E+00	 1.417E-05	 4.907E-05	 6.891E-01	 3.108E-01	 1.130E+01
326.00	 0.000E+00	 1.404E-05	 4.863E-05	 6.890E-01	 3.109E-01	 1.143E+01
327.00	 0.000E+00	 1.390E-05	 4.820E-05	 6.889E-01	 3.111E-01	 1.157E+01
328.00	 0.000E+00	 1.377E-05	 4.777E-05	 6.888E-01	 3.112E-01	 1.170E+01
329.00	 0.000E+00	 1.363E-05	 4.734E-05	 6.886E-01	 3.113E-01	 1.184E+01
330.00	 0.000E+00	 1.350E-05	 4.692E-05	 6.885E-01	 3.114E-01	 1.198E+01
331.00	 0.000E+00	 1.337E-05	 4.651E-05	 6.884E-01	 3.115E-01	 1.211E+01
332.00	 0.000E+00	 1.324E-05	 4.610E-05	 6.883E-01	 3.117E-01	 1.225E+01
333.00	 0.000E+00	 1.312E-05	 4.569E-05	 6.882E-01	 3.118E-01	 1.239E+01
334.00	 0.000E+00	 1.299E-05	 4.529E-05	 6.880E-01	 3.119E-01	 1.253E+01
335.00	 0.000E+00	 1.287E-05	 4.490E-05	 6.879E-01	 3.120E-01	 1.268E+01
336.00	 0.000E+00	 1.275E-05	 4.451E-05	 6.878E-01	 3.121E-01	 1.282E+01
337.00	 0.000E+00	 1.263E-05	 4.412E-05	 6.877E-01	 3.122E-01	 1.296E+01
338.00	 0.000E+00	 1.251E-05	 4.374E-05	 6.876E-01	 3.123E-01	 1.311E+01
339.00	 0.000E+00	 1.240E-05	 4.336E-05	 6.875E-01	 3.125E-01	 1.326E+01
340.00	 0.000E+00	 1.228E-05	 4.298E-05	 6.874E-01	 3.126E-01	 1.340E+01
341.00	 0.000E+00	 1.217E-05	 4.261E-05	 6.873E-01	 3.127E-01	 1.355E+01
342.00	 0.000E+00	 1.206E-05	 4.225E-05	 6.872E-01	 3.128E-01	 1.370E+01
343.00	 0.000E+00	 1.194E-05	 4.188E-05	 6.870E-01	 3.129E-01	 1.385E+01
344.00	 0.000E+00	 1.184E-05	 4.153E-05	 6.869E-01	 3.130E-01	 1.401E+01
345.00	 0.000E+00	 1.173E-05	 4.117E-05	 6.868E-01	 3.131E-01	 1.416E+01
346.00	 0.000E+00	 1.162E-05	 4.082E-05	 6.867E-01	 3.132E-01	 1.431E+01
347.00	 0.000E+00	 1.152E-05	 4.048E-05	 6.866E-01	 3.133E-01	 1.447E+01
348.00	 0.000E+00	 1.141E-05	 4.013E-05	 6.865E-01	 3.134E-01	 1.462E+01
349.00	 0.000E+00	 1.131E-05	 3.980E-05	 6.864E-01	 3.135E-01	 1.478E+01
350.00	 0.000E+00	 1.121E-05	 3.946E-05	 6.863E-01	 3.136E-01	 1.494E+01
351.00	 0.000E+00	 1.111E-05	 3.913E-05	 6.862E-01	 3.137E-01	 1.510E+01
352.00	 0.000E+00	 1.101E-05	 3.880E-05	 6.861E-01	 3.138E-01	 1.526E+01
353.00	 0.000E+00	 1.091E-05	 3.848E-05	 6.860E-01	 3.139E-01	 1.542E+01
354.00	 0.000E+00	 1.081E-05	 3.816E-05	 6.859E-01	 3.140E-01	 1.558E+01
355.00	 0.000E+00	 1.072E-05	 3.784E-05	 6.858E-01	 3.141E-01	 1.575E+01
356.00	 0.000E+00	 1.062E-05	 3.753E-05	 6.857E-01	 3.142E-01	 1.591E+01
357.00	 0.000E+00	 1.053E-05	 3.722E-05	 6.856E-01	 3.143E-01	 1.608E+01
358.00	 0.000E+00	 1.044E-05	 3.691E-05	 6.855E-01	 3.144E-01	 1.624E+01
359.00	 0.000E+00	 1.035E-05	 3.661E-05	 6.854E-01	 3.145E-01	 1.641E+01
360.00	 0.000E+00	 1.026E-05	 3.631E-05	 6.853E-01	 3.146E-01	 1.658E+01
361.00	 0.000E+00	 1.017E-05	 3.601E-05	 6.852E-01	 3.147E-01	 1.675E+01
362.00	 0.000E+00	 1.008E-05	 3.571E-05	 6.851E-01	 3.148E-01	 1.692E+01
363.00	 0.000E+00	 9.995E-06	 3.542E-05	 6.851E-01	 3.149E-01	 1.710E+01
364.00	 0.000E+00	 9.909E-06	 3.513E-05	 6.850E-01	 3.150E-01	 1.727E+01
365.00	 0.000E+00	 9.824E-06	 3.485E-05	 6.849E-01	 3.151E-01	 1.745E+01
366.00	 0.000E+00	 9.741E-06	 3.457E-05	 6.848E-01	 3.152E-01	 1.762E+01
367.00	 0.000E+00	 9.658E-06	 3.429E-05	 6.847E-01	 3.153E-01	 1.780E+01
368.00	 0.000E+00	 9.576E-06	 3.401E-05	 6.846E-01	 3.154E-01	 1.798E+01
369.00	 0.000E+00	 9.496E-06	 3.374E-05	 6.845E-01	 3.154E-01	 1.816E+01
370.00	 0.000E+00	 9.416E-06	 3.347E-05	 6.844E-01	 3.155E-01	 1.834E+01
371.00	 0.000E+00	 9.337E-06	 3.320E-05	 6.843E-01	 3.156E-01	 1.852E+01
372.00	 0.000E+00	 9.259E-06	 3.294E-05	 6.842E-01	 3.157E-01	 1.870E+01
