number, lhcFill, injectionScheme
321888, 7095, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321887, 7095, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321881, 7092, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321880, 7092, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321879, 7092, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321877, 7092, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321875, 7092, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321872, 7092, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321870, 7092, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321869, 7092, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321868, 7092, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321865, 7092, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321861, 7092, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321857, 7092, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321844, 7092, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321841, 7092, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321839, 7092, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321837, 7091, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321836, 7091, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321834, 7091, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321833, 7091, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321832, 7091, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321831, 7091, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321827, 7091, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321822, 7091, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321820, 7090, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321819, 7090, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321818, 7090, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321817, 7090, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321816, 7090, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321815, 7090, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321813, 7090, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321796, 7088, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321795, 7088, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321794, 7088, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321789, 7088, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321786, 7088, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321782, 7088, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321781, 7087, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321780, 7087, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321778, 7087, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321777, 7087, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321776, 7087, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321775, 7087, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321774, 7087, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321773, 7087, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321772, 7087, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321760, 7083, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321759, 7083, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321758, 7083, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321755, 7083, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321754, 7083, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321753, 7083, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321735, 7080, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321732, 7080, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321731, 7080, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321730, 7080, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321729, 7080, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321728, 7080, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321726, 7080, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321724, 7080, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321712, 7078, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321710, 7078, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321709, 7078, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321475, 7069, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321461, 7065, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321457, 7065, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321455, 7065, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321451, 7065, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321436, 7063, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321434, 7063, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321433, 7063, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321432, 7063, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321431, 7063, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321429, 7063, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321428, 7063, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321427, 7063, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321415, 7061, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321414, 7061, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321413, 7061, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321410, 7061, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321409, 7061, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321397, 7058, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321396, 7058, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321393, 7058, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321391, 7058, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321390, 7058, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321389, 7058, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321388, 7058, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321387, 7058, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321386, 7058, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321385, 7058, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321383, 7058, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321382, 7058, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321381, 7058, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321380, 7058, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321379, 7058, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321378, 7058, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321377, 7058, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321375, 7058, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321313, 7056, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321312, 7056, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321311, 7056, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321310, 7056, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321309, 7056, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321305, 7056, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321303, 7056, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321301, 7056, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321300, 7056, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321297, 7056, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321296, 7055, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321295, 7055, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321294, 7055, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321283, 7055, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321279, 7055, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321276, 7055, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321273, 7055, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321269, 7055, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321265, 7055, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321264, 7055, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321263, 7055, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321262, 7054, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321261, 7054, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321260, 7054, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321258, 7054, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321256, 7054, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321250, 7054, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321249, 7054, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321246, 7053, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321240, 7053, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321233, 7053, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321232, 7053, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321231, 7053, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321230, 7053, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321229, 7053, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321228, 7053, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321227, 7053, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321226, 7053, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321223, 7053, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321222, 7053, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321221, 7052, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321219, 7052, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321218, 7052, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321181, 7048, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321179, 7048, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321178, 7048, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321177, 7048, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321175, 7048, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321174, 7048, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321171, 7048, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321169, 7047, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321167, 7047, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321166, 7047, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321165, 7047, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321164, 7047, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321162, 7047, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321160, 7047, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321157, 7047, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321155, 7047, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321149, 7045, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321147, 7045, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321146, 7045, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321140, 7043, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321138, 7043, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321134, 7043, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321132, 7043, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321130, 7043, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321128, 7043, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321127, 7043, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321126, 7042, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321124, 7042, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321123, 7042, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321122, 7042, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321121, 7042, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321119, 7042, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321117, 7042, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321113, 7042, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321109, 7042, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321108, 7042, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321107, 7042, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321104, 7042, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321101, 7042, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321094, 7042, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321091, 7042, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321090, 7042, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321089, 7042, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321087, 7042, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321086, 7042, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321085, 7042, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321069, 7040, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321068, 7040, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321067, 7040, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321066, 7040, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321063, 7040, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321062, 7040, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321061, 7040, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321059, 7040, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321058, 7040, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321055, 7039, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321051, 7039, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321050, 7039, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321012, 7037, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321011, 7037, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321010, 7037, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321009, 7037, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321007, 7037, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321006, 7037, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321005, 7037, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321004, 7037, 25ns_2556b_2544_2215_2332_144bpi_20injV3
321002, 7037, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320998, 7037, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320996, 7036, 25ns_987b_974_878_917_144bpi_13inj
320995, 7036, 25ns_987b_974_878_917_144bpi_13inj
320994, 7036, 25ns_987b_974_878_917_144bpi_13inj
320993, 7036, 25ns_987b_974_878_917_144bpi_13inj
320991, 7036, 25ns_987b_974_878_917_144bpi_13inj
320985, 7036, 25ns_987b_974_878_917_144bpi_13inj
320984, 7036, 25ns_987b_974_878_917_144bpi_13inj
320983, 7036, 25ns_987b_974_878_917_144bpi_13inj
320980, 7035, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320971, 7035, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320941, 7033, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320936, 7033, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320934, 7033, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320933, 7033, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320920, 7031, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320917, 7031, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320916, 7031, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320915, 7031, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320914, 7031, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320911, 7031, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320908, 7031, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320907, 7031, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320888, 7026, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320887, 7026, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320884, 7026, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320882, 7026, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320881, 7026, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320880, 7026, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320875, 7026, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320859, 7024, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320858, 7024, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320857, 7024, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320856, 7024, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320855, 7024, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320854, 7024, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320853, 7024, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320841, 7020, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320840, 7020, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320839, 7020, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320838, 7020, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320824, 7018, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320823, 7018, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320822, 7018, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320821, 7018, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320818, 7018, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320816, 7018, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320815, 7018, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320813, 7018, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320811, 7018, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320810, 7018, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320809, 7017, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320808, 7017, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320807, 7017, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320804, 7017, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320801, 7017, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320799, 7017, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320757, 7013, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320755, 7013, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320754, 7013, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320752, 7013, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320751, 7013, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320748, 7013, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320746, 7013, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320712, 7008, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320709, 7008, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320707, 7008, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320705, 7008, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320688, 7006, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320686, 7006, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320685, 7006, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320682, 7006, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320679, 7006, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320678, 7006, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320676, 7006, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320675, 7005, 25ns_624b_612_376_472_36bpi_18inj
320674, 7005, 25ns_624b_612_376_472_36bpi_18inj
320673, 7005, 25ns_624b_612_376_472_36bpi_18inj
320671, 7005, 25ns_624b_612_376_472_36bpi_18inj
320670, 7005, 25ns_624b_612_376_472_36bpi_18inj
320669, 7005, 25ns_624b_612_376_472_36bpi_18inj
320667, 7005, 25ns_624b_612_376_472_36bpi_18inj
320666, 7005, 25ns_624b_612_376_472_36bpi_18inj
320660, 7003, Single_3b_2_2_2
320658, 7003, Single_3b_2_2_2
320657, 7003, Single_3b_2_2_2
320654, 7003, Single_3b_2_2_2
320623, 7003, Single_3b_2_2_2
320622, 7003, Single_3b_2_2_2
320617, 7003, Single_3b_2_2_2
320616, 7003, Single_3b_2_2_2
320614, 7003, Single_3b_2_2_2
320612, 7003, Single_3b_2_2_2
320608, 7003, Single_3b_2_2_2
320607, 7003, Single_3b_2_2_2
320605, 7003, Single_3b_2_2_2
320600, 7003, Single_3b_2_2_2
320597, 7003, Single_3b_2_2_2
320594, 7003, Single_3b_2_2_2
320593, 7003, Single_3b_2_2_2
320571, 7003, Single_3b_2_2_2
320570, 7003, Single_3b_2_2_2
320569, 7003, Single_3b_2_2_2
320567, 7003, Single_3b_2_2_2
320566, 7003, Single_3b_2_2_2
320565, 7003, Single_3b_2_2_2
320563, 7003, Single_3b_2_2_2
320500, 6998, Single_3b_1_1_1_1nc
320498, 6998, Single_3b_1_1_1_1nc
320497, 6998, Single_3b_1_1_1_1nc
320496, 6998, Single_3b_1_1_1_1nc
320494, 6998, Single_3b_1_1_1_1nc
320493, 6998, Single_3b_1_1_1_1nc
320492, 6998, Single_3b_1_1_1_1nc
320491, 6998, Single_3b_1_1_1_1nc
320490, 6998, Single_3b_1_1_1_1nc
320489, 6998, Single_3b_1_1_1_1nc
320137, 6966, MD3295_B1full_144bpi
320065, 6961, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320064, 6961, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320063, 6961, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320062, 6961, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320061, 6961, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320060, 6961, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320059, 6961, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320058, 6961, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320057, 6961, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320055, 6961, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320053, 6961, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320051, 6961, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320049, 6961, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320046, 6961, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320045, 6961, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320042, 6961, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320041, 6961, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320040, 6960, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320039, 6960, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320038, 6960, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320036, 6960, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320035, 6960, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320026, 6957, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320025, 6957, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320024, 6957, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320023, 6957, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320022, 6957, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320021, 6957, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320019, 6957, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320018, 6957, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320016, 6957, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320015, 6957, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320014, 6957, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320012, 6956, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320011, 6956, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320010, 6956, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320009, 6956, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320008, 6956, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320007, 6956, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320006, 6956, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320005, 6956, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320004, 6956, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320003, 6956, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320002, 6956, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320001, 6956, 25ns_2556b_2544_2215_2332_144bpi_20injV3
320000, 6956, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319993, 6953, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319992, 6953, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319991, 6953, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319990, 6953, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319989, 6953, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319988, 6953, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319987, 6953, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319986, 6953, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319950, 6946, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319948, 6946, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319942, 6944, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319941, 6944, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319940, 6944, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319938, 6944, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319937, 6944, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319935, 6944, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319934, 6944, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319915, 6942, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319914, 6942, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319913, 6942, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319912, 6942, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319910, 6942, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319909, 6942, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319908, 6942, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319907, 6942, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319904, 6942, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319903, 6942, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319902, 6942, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319901, 6942, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319898, 6942, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319897, 6942, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319896, 6942, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319854, 6940, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319853, 6940, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319852, 6940, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319851, 6940, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319849, 6940, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319848, 6940, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319847, 6940, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319844, 6940, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319842, 6940, 25ns_2556b_2544_2215_2332_144bpi_20injV3
319841, 6939, 25ns_987b_974_878_917_144bpi_13inj
