   3.6827      3.7148      3.7275      3.7447      3.7481      3.7492      3.7500      3.7501      3.7502      4.7756    
   4.2684      4.0104      3.7421      3.5615      3.4994      3.4239      3.3963      3.3864      3.4212      3.4571    
   3.5312      3.5936      3.6267      3.6400      3.6583      3.6620      3.6632      3.6641      3.6642      3.6642    
   4.6467      4.1391      3.8810      3.6124      3.4317      3.3695      3.2938      3.2660      3.2560      3.2904    
   3.3262      3.4002      3.4635      3.4982      3.5124      3.5324      3.5364      3.5378      3.5388      3.5390    
   3.5390      4.5144      4.0064      3.7481      3.4793      3.2983      3.2360      3.1601      3.1321      3.1219    
   3.1560      3.1916      3.2655      3.3297      3.3659      3.3811      3.4029      3.4074      3.4090      3.4101    
   3.4103      3.4103      4.3781      3.8697      3.6111      3.3420      3.1607      3.0983      3.0221      2.9940    
   2.9835      3.0171      3.0525      3.1264      3.1914      3.2291      3.2453      3.2692      3.2743      3.2760    
   3.2773      3.2775      3.2775      4.2371      3.7281      3.4692      3.1997      3.0182      2.9556      2.8791    
   2.8508      2.8399      2.8730      2.9082      2.9819      3.0476      3.0869      3.1043      3.1304      3.1361    
   3.1381      3.1395      3.1398      3.1398      4.0904      3.5807      3.3215      3.0516      2.8696      2.8069    
   2.7300      2.7014      2.6902      2.7227      2.7575      2.8309      2.8974      2.9383      2.9568      2.9856    
   2.9920      2.9943      2.9959      2.9962      2.9963      3.9348      3.4244      3.1648      2.8945      2.7121    
   2.6491      2.5719      2.5430      2.5314      2.5631      2.5977      2.6708      2.7381      2.7807      2.8006    
   2.8324      2.8397      2.8423      2.8442      2.8445      2.8446      3.8625      3.3518      3.0920      2.8215    
   2.6389      2.5758      2.4984      2.4694      2.4576      2.4891      2.5235      2.5965      2.6641      2.7075    
   2.7280      2.7614      2.7691      2.7718      2.7739      2.7742      2.7743      3.7778      3.2667      3.0068    
   2.7359      2.5532      2.4900      2.4123      2.3832      2.3712      2.4023      2.4365      2.5094      2.5773    
   2.6215      2.6427      2.6778      2.6861      2.6890      2.6912      2.6916      2.6916      3.6928      3.1813    
   2.9212      2.6501      2.4671      2.4038      2.3260      2.2966      2.2844      2.3151      2.3491      2.4218    
   2.4899      2.5348      2.5567      2.5936      2.6025      2.6057      2.6080      2.6084      2.6085      3.5887    
   3.0767      2.8163      2.5449      2.3616      2.2982      2.2200      2.1905      2.1779      2.2081      2.2419    
   2.3142      2.3825      2.4282      2.4509      2.4900      2.4997      2.5031      2.5058      2.5062      2.5063    
   3.5030      2.9905      2.7299      2.4582      2.2746      2.2110      2.1326      2.1029      2.0900      2.1198    
   2.1533      2.2253      2.2936      2.3400      2.3633      2.4043      2.4146      2.4184      2.4212      2.4217    
   2.4217      3.4268      2.9139      2.6530      2.3810      2.1971      2.1334      2.0548      2.0249      2.0118    
   2.0411      2.0743      2.1460      2.2144      2.2612      2.2850      2.3278      2.3387      2.3427      2.3457    
   2.3463      2.3463      3.3498      2.8365      2.5753      2.3031      2.1189      2.0551      1.9762      1.9461    
   1.9327      1.9615      1.9945      2.0658      2.1341      2.1814      2.2057      2.2503      2.2619      2.2662    
   2.2694      2.2700      2.2700      3.2723      2.7585      2.4971      2.2245      2.0401      1.9761      1.8969    
   1.8666      1.8529      1.8812      1.9139      1.9848      2.0531      2.1007      2.1255      2.1719      2.1843    
   2.1888      2.1923      2.1929      2.1930      3.1943      2.6800      2.4183      2.1454      1.9606      1.8965    
   1.8170      1.7865      1.7725      1.8003      1.8327      1.9032      1.9713      2.0192      2.0445      2.0928    
   2.1059      2.1108      2.1145      2.1152      2.1153      3.1159      2.6010      2.3390      2.0658      1.8807    
   1.8164      1.7366      1.7059      1.6915      1.7187      1.7509      1.8208      1.8888      1.9370      1.9627    
   2.0129      2.0269      2.0321      2.0361      2.0368      2.0369      2.9666      2.4506      2.1880      1.9141    
   1.7284      1.6637      1.5833      1.5521      1.5371      1.5632      1.5947      1.6636      1.7311      1.7798    
   1.8064      1.8603      1.8760      1.8819      1.8865      1.8873      1.8874      2.8037      2.2865      2.0233    
   1.7486      1.5621      1.4972      1.4161      1.3843      1.3686      1.3934      1.4241      1.4920      1.5589    
   1.6079      1.6352      1.6933      1.7111      1.7179      1.7233      1.7242      1.7243      2.5811      2.0624    
   1.7984      1.5227      1.3353      1.2699      1.1879      1.1555      1.1388      1.1619      1.1918      1.2581    
   1.3242      1.3734      1.4017      1.4655      1.4865      1.4948      1.5013      1.5025      1.5026      2.3744    
   1.8545      1.5900      1.3136      1.1256      1.0598     0.97721     0.94435     0.92696     0.94888     0.97805    
   1.0433      1.1087      1.1582      1.1872      1.2562      1.2805      1.2903      1.2982      1.2996      1.2997    
   2.1861      1.6659      1.4010      1.1244     0.93607     0.87016     0.78730     0.75425     0.73656     0.75798    
  0.78686     0.85169     0.91692     0.96668     0.99627      1.0699      1.0974      1.1088      1.1180      1.1196    
   1.1198      2.0173      1.4973      1.2327     0.95616     0.76804     0.70221     0.61951     0.58658     0.56907    
  0.59080     0.61987     0.68505     0.75069     0.80101     0.83120     0.90870     0.93921     0.95207     0.96254    
  0.96444     0.96466      1.8678      1.3488      1.0846     0.80879     0.62129     0.55577     0.47366     0.44117    
  0.42432     0.44719     0.47690     0.54323     0.60993     0.66115     0.69202     0.77284     0.80588     0.82008    
  0.83176     0.83389     0.83415      1.6673      1.1489     0.88509     0.60960     0.42245     0.35710     0.27533    
  0.24308     0.22660     0.25010     0.28019     0.34716     0.41447     0.46623     0.49756     0.58115     0.61702    
  0.63297     0.64640     0.64888     0.64918      1.6028      1.0843     0.82038     0.54483     0.35761     0.29223    
  0.21039     0.17810     0.16154     0.18492     0.21494     0.28179     0.34901     0.40074     0.43209     0.51623    
  0.55293     0.56946     0.58350     0.58611     0.58642      1.5290      1.0102     0.74619     0.47047     0.28309    
  0.21763     0.13564     0.10324     0.86515E-01 0.10961     0.13947     0.20604     0.27304     0.32464     0.35595    
  0.44055     0.47814     0.49533     0.51009     0.51286     0.51319      1.4554     0.93615     0.67186     0.39581    
  0.20812     0.14251     0.60227E-01 0.27603E-01 0.10555E-01 0.33086E-01 0.62617E-01 0.12864     0.19517     0.24647    
  0.27765     0.36247     0.40091     0.41878     0.43432     0.43726     0.43761      1.3531     0.83316     0.56854    
  0.29209     0.10404     0.38237E-01-0.44403E-01-0.77294E-01-0.94736E-01-0.72889E-01-0.43750E-01 0.21595E-01 0.87557E-01
  0.13850     0.16952     0.25467     0.29427     0.31312     0.32976     0.33296     0.33334      1.2545     0.73413    
  0.46929     0.19255     0.42234E-02-0.61709E-01-0.14461    -0.17769    -0.19541    -0.17406    -0.14521    -0.80347E-01
 -0.14794E-01 0.35890E-01 0.66800E-01 0.15230     0.19298     0.21275     0.23050     0.23395     0.23436      1.1602    
  0.63960     0.37463     0.97742E-01-0.90726E-01-0.15673    -0.23976    -0.27295    -0.29082    -0.26973    -0.24102    
 -0.17642    -0.11107    -0.60513E-01-0.29643E-01 0.56252E-01 0.97903E-01 0.11853     0.13735     0.14105     0.14150    
   1.0704     0.54985     0.28488     0.80012E-02-0.18047    -0.24647    -0.32950    -0.36268    -0.38055    -0.35946    
 -0.33075    -0.26614    -0.20079    -0.15020    -0.11929    -0.32905E-01 0.96141E-02 0.31023E-01 0.50841E-01 0.54782E-01
  0.55263E-01 0.98536     0.46503     0.20019    -0.76529E-01-0.26484    -0.33077    -0.41366    -0.44673    -0.46444    
 -0.44307    -0.41420    -0.34931    -0.28371    -0.23293    -0.20189    -0.11490    -0.71614E-01-0.49525E-01-0.28800E-01
 -0.24629E-01-0.24118E-01 0.84114     0.31976     0.54373E-01-0.22302    -0.41197    -0.47822    -0.56171    -0.59525    
 -0.61363    -0.59343    -0.56524    -0.50152    -0.43693    -0.38685    -0.35621    -0.26992    -0.22624    -0.20342    
 -0.18136    -0.17678    -0.17622     0.74710     0.22448    -0.41583E-01-0.31980    -0.50952    -0.57614    -0.66038    
 -0.69447    -0.71367    -0.69490    -0.66753    -0.60524    -0.54190    -0.49271    -0.46256    -0.37738    -0.33373    
 -0.31052    -0.28756    -0.28269    -0.28208     0.65604     0.13232    -0.13432    -0.41325    -0.60365    -0.67062    
 -0.75550    -0.79008    -0.81000    -0.79251    -0.76587    -0.70486    -0.64262    -0.59422    -0.56453    -0.48035    
 -0.43675    -0.41319    -0.38939    -0.38422    -0.38357     0.55245     0.27237E-01-0.24021    -0.52012    -0.71144    
 -0.77887    -0.86464    -0.89990    -0.92082    -0.90507    -0.87944    -0.82020    -0.75951    -0.71222    -0.68316    
 -0.60053    -0.55728    -0.53353    -0.50891    -0.50340    -0.50270     0.45889    -0.68499E-01-0.33711    -0.61845    
 -0.81114    -0.87925    -0.96634     -1.0026     -1.0250     -1.0118    -0.98770    -0.93110    -0.87273    -0.82711    
 -0.79904    -0.71886    -0.67643    -0.65271    -0.62741    -0.62156    -0.62080     0.35664    -0.17313    -0.44303    
 -0.72594    -0.92012    -0.98898     -1.0775     -1.1149     -1.1389     -1.1287     -1.1062     -1.0526    -0.99687    
 -0.95315    -0.92619    -0.84884    -0.80736    -0.78370    -0.75762    -0.75136    -0.75053     0.23330    -0.29930    
 -0.57073    -0.85554     -1.0515     -1.1213     -1.2116     -1.2503     -1.2763     -1.2696     -1.2493     -1.1993    
  -1.1469     -1.1055     -1.0800     -1.0062    -0.96608    -0.94259    -0.91561    -0.90882    -0.90791     0.29604E-01
 -0.50750    -0.78139     -1.0692     -1.2681     -1.3394     -1.4326     -1.4734     -1.5027     -1.5019     -1.4850    
  -1.4412     -1.3943     -1.3571     -1.3339     -1.2665     -1.2289     -1.2060     -1.1778     -1.1700     -1.1690    
 -0.24952    -0.79217     -1.0691     -1.3607     -1.5633     -1.6364     -1.7332     -1.7769     -1.8104     -1.8172    
  -1.8048     -1.7692     -1.7298     -1.6981     -1.6782     -1.6199     -1.5863     -1.5649     -1.5356     -1.5264    
  -1.5251    -0.51819     -1.0652     -1.3445     -1.6392     -1.8447     -1.9193     -2.0190     -2.0650     -2.1019    
  -2.1150     -2.1064     -2.0778     -2.0447     -2.0178     -2.0009     -1.9507     -1.9211     -1.9015     -1.8720    
  -1.8615     -1.8599    -0.78093     -1.3311     -1.6121     -1.9090     -2.1166     -2.1923     -2.2942     -2.3418    
  -2.3813     -2.3991     -2.3934     -2.3700     -2.3419     -2.3188     -2.3042     -2.2604     -2.2343     -2.2164    
  -2.1873     -2.1755     -2.1736     -1.0426     -1.5947     -1.8768     -2.1750     -2.3840     -2.4604     -2.5637    
  -2.6124     -2.6534     -2.6742     -2.6704     -2.6505     -2.6256     -2.6050     -2.5919     -2.5525     -2.5287    
  -2.5121     -2.4834     -2.4703     -2.4680     -1.3084     -1.8613     -2.1439     -2.4427     -2.6522     -2.7289    
  -2.8328     -2.8819     -2.9236     -2.9457     -2.9426     -2.9242     -2.9007     -2.8811     -2.8687     -2.8312    
  -2.8084     -2.7924     -2.7635     -2.7491     -2.7464     -1.6114     -2.1657     -2.4491     -2.7489     -2.9595    
  -3.0367     -3.1416     -3.1915     -3.2345     -3.2588     -3.2572     -3.2413     -3.2204     -3.2027     -3.1915    
  -3.1575     -3.1367     -3.1220     -3.0946     -3.0795     -3.0764     -1.6973     -2.2524     -2.5363     -2.8366    
  -3.0477     -3.1251     -3.2306     -3.2809     -3.3246     -3.3502     -3.3493     -3.3349     -3.3153     -3.2987    
  -3.2881     -3.2560     -3.2364     -3.2224     -3.1961     -3.1812     -3.1781     -1.8009     -2.3568     -2.6411    
  -2.9420     -3.1537     -3.2314     -3.3375     -3.3883     -3.4327     -3.4596     -3.4596     -3.4468     -3.4287    
  -3.4133     -3.4034     -3.3735     -3.3552     -3.3421     -3.3171     -3.3024     -3.2992     -1.9075     -2.4642    
  -2.7489     -3.0504     -3.2626     -3.3406     -3.4472     -3.4985     -3.5435     -3.5718     -3.5725     -3.5612    
  -3.5445     -3.5302     -3.5211     -3.4932     -3.4761     -3.4638     -3.4401     -3.4257     -3.4225     -2.0844    
  -2.6422     -2.9276     -3.2298     -3.4428     -3.5213     -3.6287     -3.6806     -3.7266     -3.7566     -3.7585    
  -3.7493     -3.7347     -3.7220     -3.7139     -3.6890     -3.6736     -3.6626     -3.6410     -3.6271     -3.6238    
  -2.3945     -2.9537     -3.2399     -3.5432     -3.7573     -3.8362     -3.9447     -3.9974     -4.0447     -4.0773    
  -4.0807     -4.0744     -4.0626     -4.0522     -4.0454     -4.0247     -4.0118     -4.0025     -3.9840     -3.9710    
  -3.9676     -2.9372     -3.4980     -3.7851     -4.0895     -4.3047     -4.3842     -4.4939     -4.5475     -4.5963    
  -4.6315     -4.6365     -4.6335     -4.6249     -4.6169     -4.6117     -4.5957     -4.5856     -4.5783     -4.5635    
  -4.5521     -4.5487     -3.7653     -4.3272     -4.6149     -4.9202     -5.1361     -5.2161     -5.3266     -5.3809    
  -5.4306     -5.4677     -5.4740     -5.4733     -5.4670     -5.4608     -5.4567     -5.4441     -5.4362     -5.4304    
  -5.4185     -5.4086     -5.4052    
    
