# <algo_id>, <set_1>, <set_2>, <set_3>, <set_4>, <set_5>, <set_6>, <set_7>, <set_8>, <set_9>, <set_10>, <set_11>, <set_12>, <set_13>
-1, -3, -2, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11
108, 0, 1, 1, 2, 10, 2, 1, 3, 1, 4, 10, 2, 1
109, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
110, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
111, 0, 1, 1, 2, 10, 2, 1, 1, 6, 4, 10, 2, 1
112, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
113, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
114, 0, 1, 1, 2, 10, 2, 1, 3, 1, 4, 10, 2, 1
115, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
116, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
117, 0, 1, 1, 2, 10, 2, 1, 1, 6, 4, 10, 2, 1
118, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
119, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
120, 0, 1, 1, 2, 10, 2, 1, 3, 1, 4, 10, 2, 1
121, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
122, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
123, 0, 1, 1, 2, 10, 2, 1, 1, 6, 4, 10, 2, 1
124, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
125, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
126, 0, 1, 1, 2, 10, 2, 1, 3, 1, 4, 10, 2, 1
127, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
128, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
129, 0, 1, 1, 2, 10, 2, 1, 1, 6, 4, 10, 2, 1
130, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
131, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
132, 0, 1, 1, 2, 10, 2, 1, 3, 1, 4, 10, 2, 1
133, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
134, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
135, 0, 1, 1, 2, 10, 2, 1, 1, 6, 4, 10, 2, 1
136, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
137, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
138, 0, 1, 1, 2, 10, 2, 1, 3, 1, 4, 10, 2, 1
139, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
140, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
141, 0, 1, 1, 2, 10, 2, 1, 1, 6, 4, 10, 2, 1
142, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
143, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
144, 0, 1, 1, 2, 10, 2, 1, 3, 1, 4, 10, 2, 1
145, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
146, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
147, 0, 1, 1, 2, 10, 2, 1, 1, 6, 4, 10, 2, 1
148, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
149, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
150, 0, 1, 1, 2, 10, 2, 1, 3, 1, 4, 10, 2, 1
151, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
152, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
153, 0, 1, 1, 2, 10, 2, 1, 1, 6, 4, 10, 2, 1
154, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
155, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
156, 0, 1, 1, 2, 10, 2, 1, 3, 1, 4, 10, 2, 1
157, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
158, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
159, 0, 1, 1, 2, 10, 2, 1, 1, 6, 4, 10, 2, 1
160, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
161, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
162, 0, 1, 1, 2, 10, 2, 1, 3, 1, 4, 10, 2, 1
163, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
164, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
165, 0, 1, 1, 2, 10, 2, 1, 1, 6, 4, 10, 2, 1
166, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
167, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
168, 0, 1, 1, 2, 10, 2, 1, 3, 1, 4, 10, 2, 1
169, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
170, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
171, 0, 1, 1, 2, 10, 2, 1, 1, 6, 4, 10, 2, 1
172, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
173, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
174, 0, 1, 1, 2, 10, 2, 1, 3, 1, 4, 10, 2, 1
175, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
176, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
177, 0, 1, 1, 2, 10, 2, 1, 1, 6, 4, 10, 2, 1
178, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
179, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
180, 0, 1, 1, 2, 10, 2, 1, 3, 1, 4, 10, 2, 1
181, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
182, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
183, 0, 1, 1, 2, 10, 2, 1, 1, 6, 4, 10, 2, 1
184, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
185, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
186, 0, 1, 1, 2, 10, 2, 1, 3, 1, 4, 10, 2, 1
187, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
188, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
189, 0, 1, 1, 2, 10, 2, 1, 1, 6, 4, 10, 2, 1
190, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
191, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
192, 0, 1, 1, 2, 10, 2, 1, 3, 1, 4, 10, 2, 1
193, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
194, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
195, 0, 1, 1, 2, 10, 2, 1, 1, 6, 4, 10, 2, 1
196, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
197, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
198, 0, 1, 1, 2, 10, 2, 1, 3, 1, 4, 10, 2, 1
199, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
200, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
201, 0, 1, 1, 2, 10, 2, 1, 1, 6, 4, 10, 2, 1
202, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
203, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
204, 0, 1, 1, 2, 10, 2, 1, 3, 1, 4, 10, 2, 1
205, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
206, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
207, 0, 1, 1, 2, 10, 2, 1, 1, 6, 4, 10, 2, 1
208, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
209, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
210, 0, 1, 1, 2, 10, 2, 1, 3, 1, 4, 10, 2, 1
211, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
212, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
213, 0, 1, 1, 2, 10, 2, 1, 1, 6, 4, 10, 2, 1
214, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
215, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
216, 0, 1, 1, 2, 10, 2, 1, 3, 1, 4, 10, 2, 1
217, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
218, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
219, 0, 1, 1, 2, 10, 2, 1, 1, 6, 4, 10, 2, 1
220, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
221, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
222, 0, 1, 1, 2, 10, 2, 1, 3, 1, 4, 10, 2, 1
223, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
224, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
225, 0, 1, 1, 2, 10, 2, 1, 1, 6, 4, 10, 2, 1
226, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
227, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
228, 0, 1, 1, 2, 10, 2, 1, 3, 1, 4, 10, 2, 1
229, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
230, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
231, 0, 1, 1, 2, 10, 2, 1, 1, 6, 4, 10, 2, 1
232, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
233, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
234, 0, 1, 1, 2, 10, 2, 1, 3, 1, 4, 10, 2, 1
235, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
236, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
237, 0, 1, 1, 2, 10, 2, 1, 1, 6, 4, 10, 2, 1
238, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
239, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
240, 0, 1, 1, 2, 10, 2, 1, 3, 1, 4, 10, 2, 1
241, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
242, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
243, 0, 1, 1, 2, 10, 2, 1, 1, 6, 4, 10, 2, 1
244, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
245, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
246, 0, 1, 1, 2, 10, 2, 1, 3, 1, 4, 10, 2, 1
247, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
248, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
249, 0, 1, 1, 2, 10, 2, 1, 1, 6, 4, 10, 2, 1
250, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
251, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
252, 0, 1, 1, 2, 10, 2, 1, 3, 1, 4, 10, 2, 1
253, 0, 1, 1, 2, 10, 2, 1, 1, 6, 1, 10, 2, 1
254, 0, 1, 1, 2, 10, 2, 1, 3, 1, 1, 10, 2, 1
255, 0, 1, 1, 2, 10, 2, 1, 1, 6, 4, 10, 2, 1
256, 0, 1, 1, 2, 10, 1, 1, 3, 1, 1, 10, 2, 1
257, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
258, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
259, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
260, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
261, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
262, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
263, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
264, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
265, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
266, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
267, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
268, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
269, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
270, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
271, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
272, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
273, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
274, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
275, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
276, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
277, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
278, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
279, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
280, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
281, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
282, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
283, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
284, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
285, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
286, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
287, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
288, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
289, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
290, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
291, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
292, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
293, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
294, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
295, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
296, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
297, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
298, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
299, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
300, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
301, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
302, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
303, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
304, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
305, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
306, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
307, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
308, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
309, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
310, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
311, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
312, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
313, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
314, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
315, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
316, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
317, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
318, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
319, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
320, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
321, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
322, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
323, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
324, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
325, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
326, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
327, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
328, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
329, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
330, 0, 1, 1, 2, 10, 1, 5, 3, 1, 4, 10, 2, 1
331, 0, 1, 1, 2, 10, 1, 5, 1, 6, 1, 10, 2, 1
332, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
333, 0, 1, 1, 2, 10, 1, 5, 1, 6, 4, 10, 2, 1
334, 0, 1, 1, 2, 10, 1, 5, 3, 1, 1, 10, 2, 1
