plane u v typecode econdidx captureblock captureblockidx slinkidx fedid zside
14 -4 -3 MH-F1W 11 3 1 1 168 -1
14 -4 -2 MH-F1W 0 5 2 1 175 -1
14 -4 -1 MH-F1W 10 4 2 0 174 -1
14 -4 0 MH-F2W 8 4 2 0 174 -1
14 -4 1 MH-F2W 7 4 2 0 109 -1
14 -4 2 ML-F2W 0 7 1 2 119 -1
14 -4 3 ML-F3W 6 7 1 2 119 -1
14 -4 4 ML-F3W 10 7 1 2 119 -1
14 -4 5 ML-F3W 11 7 1 2 119 -1
14 -4 6 ML-53W 1 8 2 2 119 -1
14 -3 -10 ML-53W 9 7 1 2 227 -1
14 -3 -9 ML-F3W 8 7 1 2 227 -1
14 -3 -8 ML-F3W 7 7 1 2 227 -1
14 -3 -7 ML-F3W 6 7 1 2 227 -1
14 -3 -6 ML-F2W 5 7 1 2 227 -1
14 -3 -5 MH-F2W 6 6 0 2 227 -1
14 -3 -4 MH-F1W 3 6 0 2 227 -1
14 -3 -3 MH-F1W 0 6 0 2 227 -1
14 -3 -2 MH-F1W 10 3 1 1 168 -1
14 -3 -1 MH-F1W 9 4 2 0 174 -1
14 -3 0 MH-F1W 7 4 2 0 174 -1
14 -3 1 MH-F1W 6 4 2 0 109 -1
14 -3 2 MH-F2W 7 6 0 2 119 -1
14 -3 3 ML-F2W 5 7 1 2 119 -1
14 -3 4 ML-F3W 10 5 2 1 110 -1
14 -3 5 ML-F3W 11 5 2 1 110 -1
14 -3 6 ML-F3W 0 6 0 2 111 -1
14 -3 7 ML-53W 1 6 0 2 111 -1
14 -2 -10 ML-B3W 4 7 1 2 227 -1
14 -2 -9 ML-F3W 3 7 1 2 227 -1
14 -2 -8 ML-F3W 2 7 1 2 227 -1
14 -2 -7 ML-F3W 1 7 1 2 227 -1
14 -2 -6 ML-F2W 0 7 1 2 227 -1
14 -2 -5 MH-F2W 7 6 0 2 227 -1
14 -2 -4 MH-F1W 5 6 0 2 227 -1
14 -2 -3 MH-F1W 2 6 0 2 227 -1
14 -2 -2 MH-B1W 11 5 2 1 226 -1
14 -2 -1 MH-R1W 9 3 1 1 168 -1
14 -2 0 MH-B1W 6 4 2 0 174 -1
14 -2 1 MH-F1W 5 4 2 0 109 -1
14 -2 2 MH-F1W 5 6 0 2 119 -1
14 -2 3 MH-F2W 6 6 0 2 119 -1
14 -2 4 ML-F2W 8 4 2 0 109 -1
14 -2 5 ML-F3W 9 4 2 0 109 -1
14 -2 6 ML-F3W 10 4 2 0 109 -1
14 -2 7 ML-F3W 11 4 2 0 109 -1
14 -2 8 ML-T3W 0 5 2 1 110 -1
14 -1 -9 ML-F3W 11 6 0 2 227 -1
14 -1 -8 ML-F3W 10 6 0 2 227 -1
14 -1 -7 ML-F3W 9 6 0 2 227 -1
14 -1 -6 ML-F3W 8 6 0 2 227 -1
14 -1 -5 MH-F2W 7 4 2 0 217 -1
14 -1 -4 MH-F1W 6 4 2 0 217 -1
14 -1 -3 MH-F1W 5 4 2 0 217 -1
14 -1 -2 MH-R1W 4 4 2 0 217 -1
14 -1 1 MH-R1W 4 4 2 0 109 -1
14 -1 2 MH-F1W 2 6 0 2 119 -1
14 -1 3 MH-F1W 3 6 0 2 119 -1
14 -1 4 MH-F2W 4 6 0 2 119 -1
14 -1 5 ML-F3W 1 5 2 1 110 -1
14 -1 6 ML-F3W 2 5 2 1 110 -1
14 -1 7 ML-F3W 3 5 2 1 110 -1
14 -1 8 ML-F3W 4 5 2 1 110 -1
14 0 -9 ML-T3W 2 5 2 1 276 -1
14 0 -8 ML-F3W 1 5 2 1 276 -1
14 0 -7 ML-F3W 0 5 2 1 276 -1
14 0 -6 ML-F3W 11 4 2 0 275 -1
14 0 -5 ML-F2W 10 4 2 0 275 -1
14 0 -4 MH-F2W 8 4 2 0 282 -1
14 0 -3 MH-F1W 7 4 2 0 282 -1
14 0 -2 MH-B1W 6 4 2 0 282 -1
14 0 2 MH-B1W 11 5 2 1 118 -1
14 0 3 MH-F1W 0 6 0 2 119 -1
14 0 4 MH-F2W 1 6 0 2 119 -1
14 0 5 ML-F2W 5 5 2 1 110 -1
14 0 6 ML-F3W 6 5 2 1 110 -1
14 0 7 ML-F3W 7 5 2 1 110 -1
14 0 8 ML-F3W 8 5 2 1 110 -1
14 0 9 ML-T3W 9 5 2 1 110 -1
14 1 -8 ML-F3W 9 4 2 0 275 -1
14 1 -7 ML-F3W 8 4 2 0 275 -1
14 1 -6 ML-F3W 7 4 2 0 275 -1
14 1 -5 ML-F3W 6 4 2 0 275 -1
14 1 -4 MH-F2W 11 4 2 0 282 -1
14 1 -3 MH-F1W 10 4 2 0 282 -1
14 1 -2 MH-F1W 9 4 2 0 282 -1
14 1 -1 MH-R1W 9 3 1 1 276 -1
14 1 2 MH-R1W 9 3 1 1 59 -1
14 1 3 MH-F1W 10 3 1 1 59 -1
14 1 4 MH-F1W 11 3 1 1 59 -1
14 1 5 MH-F2W 0 4 2 0 58 -1
14 1 6 ML-F3W 3 5 2 1 66 -1
14 1 7 ML-F3W 4 5 2 1 66 -1
14 1 8 ML-F3W 5 5 2 1 66 -1
14 1 9 ML-F3W 6 5 2 1 66 -1
14 2 -8 ML-T3W 5 4 2 0 275 -1
14 2 -7 ML-F3W 4 4 2 0 275 -1
14 2 -6 ML-F3W 3 4 2 0 275 -1
14 2 -5 ML-F3W 2 4 2 0 275 -1
14 2 -4 ML-F2W 1 4 2 0 275 -1
14 2 -3 MH-F2W 2 5 2 1 283 -1
14 2 -2 MH-F1W 0 5 2 1 283 -1
14 2 -1 MH-F1W 10 3 1 1 276 -1
14 2 0 MH-B1W 11 5 2 1 9 -1
14 2 1 MH-R1W 4 4 2 0 0 -1
14 2 2 MH-B1W 6 4 2 0 65 -1
14 2 3 MH-F1W 9 4 2 0 65 -1
14 2 4 MH-F1W 0 5 2 1 66 -1
14 2 5 MH-F2W 1 5 2 1 66 -1
14 2 6 ML-F2W 7 5 2 1 66 -1
14 2 7 ML-F3W 8 5 2 1 66 -1
14 2 8 ML-F3W 9 5 2 1 66 -1
14 2 9 ML-F3W 10 5 2 1 66 -1
14 2 10 ML-B3W 11 5 2 1 66 -1
14 3 -7 ML-53W 6 5 2 1 276 -1
14 3 -6 ML-F3W 5 5 2 1 276 -1
14 3 -5 ML-F3W 4 5 2 1 276 -1
14 3 -4 ML-F3W 3 5 2 1 276 -1
14 3 -3 ML-F2W 0 6 0 2 284 -1
14 3 -2 MH-F2W 1 5 2 1 283 -1
14 3 -1 MH-F1W 11 3 1 1 276 -1
14 3 0 MH-F1W 0 6 0 2 10 -1
14 3 1 MH-F1W 2 6 0 2 10 -1
14 3 2 MH-F1W 5 4 2 0 0 -1
14 3 3 MH-F1W 7 4 2 0 65 -1
14 3 4 MH-F1W 10 4 2 0 65 -1
14 3 5 MH-F2W 2 5 2 1 66 -1
14 3 6 ML-F2W 0 6 0 2 67 -1
14 3 7 ML-F3W 1 6 0 2 67 -1
14 3 8 ML-F3W 2 6 0 2 67 -1
14 3 9 ML-F3W 3 6 0 2 67 -1
14 3 10 ML-53W 4 6 0 2 67 -1
14 4 -6 ML-53W 0 6 0 2 277 -1
14 4 -5 ML-F3W 10 5 2 1 276 -1
14 4 -4 ML-F3W 7 5 2 1 276 -1
14 4 -3 ML-F3W 1 6 0 2 284 -1
14 4 -2 ML-F2W 7 5 2 1 283 -1
14 4 -1 MH-F2W 0 4 2 0 275 -1
14 4 0 MH-F2W 1 6 0 2 10 -1
14 4 1 MH-F1W 3 6 0 2 10 -1
14 4 2 MH-F1W 5 6 0 2 10 -1
14 4 3 MH-F1W 6 4 2 0 0 -1
14 4 4 MH-F2W 8 4 2 0 65 -1
14 4 5 MH-F2W 11 4 2 0 65 -1
14 4 6 ML-F2W 1 4 2 0 58 -1
14 4 7 ML-F3W 3 5 2 1 59 -1
14 4 8 ML-F3W 7 5 2 1 59 -1
14 4 9 ML-F3W 8 5 2 1 59 -1
14 4 10 ML-53W 9 5 2 1 59 -1
14 5 -5 ML-53W 11 5 2 1 276 -1
14 5 -4 ML-F3W 8 5 2 1 276 -1
14 5 -3 ML-F3W 2 6 0 2 284 -1
14 5 -2 ML-F3W 8 5 2 1 283 -1
14 5 -1 ML-F3W 3 5 2 1 283 -1
14 5 0 ML-F2W 5 5 2 1 1 -1
14 5 1 MH-F2W 4 6 0 2 10 -1
14 5 2 MH-F2W 6 6 0 2 10 -1
14 5 3 MH-F2W 7 6 0 2 10 -1
14 5 4 MH-F2W 7 4 2 0 0 -1
14 5 5 ML-F2W 10 4 2 0 58 -1
14 5 6 ML-F3W 6 4 2 0 58 -1
14 5 7 ML-F3W 2 4 2 0 58 -1
14 5 8 ML-F3W 4 5 2 1 59 -1
14 5 9 ML-F3W 10 5 2 1 59 -1
14 5 10 ML-53W 11 5 2 1 59 -1
14 6 -4 ML-53W 9 5 2 1 276 -1
14 6 -3 ML-F3W 3 6 0 2 284 -1
14 6 -2 ML-F3W 9 5 2 1 283 -1
14 6 -1 ML-F3W 4 5 2 1 283 -1
14 6 0 ML-F3W 6 5 2 1 1 -1
14 6 1 ML-F3W 1 5 2 1 1 -1
14 6 2 ML-F2W 8 4 2 0 0 -1
14 6 3 ML-F2W 5 7 1 2 10 -1
14 6 4 ML-F2W 0 7 1 2 10 -1
14 6 5 ML-F3W 8 6 0 2 10 -1
14 6 6 ML-F3W 11 4 2 0 58 -1
14 6 7 ML-F3W 7 4 2 0 58 -1
14 6 8 ML-F3W 3 4 2 0 58 -1
14 6 9 ML-F3W 5 5 2 1 59 -1
14 6 10 ML-53W 0 6 0 2 60 -1
14 7 -3 ML-53W 4 6 0 2 284 -1
14 7 -2 ML-F3W 10 5 2 1 283 -1
14 7 -1 ML-F3W 5 5 2 1 283 -1
14 7 0 ML-F3W 7 5 2 1 1 -1
14 7 1 ML-F3W 2 5 2 1 1 -1
14 7 2 ML-F3W 9 4 2 0 0 -1
14 7 3 ML-F3W 10 5 2 1 1 -1
14 7 4 ML-F3W 6 7 1 2 10 -1
14 7 5 ML-F3W 1 7 1 2 10 -1
14 7 6 ML-F3W 9 6 0 2 10 -1
14 7 7 ML-F3W 0 5 2 1 59 -1
14 7 8 ML-F3W 8 4 2 0 58 -1
14 7 9 ML-F3W 4 4 2 0 58 -1
14 7 10 ML-53W 6 5 2 1 59 -1
14 8 -2 ML-B3W 11 5 2 1 283 -1
14 8 -1 ML-F3W 6 5 2 1 283 -1
14 8 0 ML-F3W 8 5 2 1 1 -1
14 8 1 ML-F3W 3 5 2 1 1 -1
14 8 2 ML-F3W 10 4 2 0 0 -1
14 8 3 ML-F3W 11 5 2 1 1 -1
14 8 4 ML-F3W 10 7 1 2 10 -1
14 8 5 ML-F3W 7 7 1 2 10 -1
14 8 6 ML-F3W 2 7 1 2 10 -1
14 8 7 ML-F3W 10 6 0 2 10 -1
14 8 8 ML-F3W 1 5 2 1 59 -1
14 8 9 ML-F3W 9 4 2 0 58 -1
14 8 10 ML-T3W 5 4 2 0 58 -1
14 9 0 ML-T3W 9 5 2 1 1 -1
14 9 1 ML-F3W 4 5 2 1 1 -1
14 9 2 ML-F3W 11 4 2 0 0 -1
14 9 3 ML-F3W 0 6 0 2 2 -1
14 9 4 ML-F3W 11 7 1 2 10 -1
14 9 5 ML-F3W 0 8 2 2 10 -1
14 9 6 ML-F3W 8 7 1 2 10 -1
14 9 7 ML-F3W 3 7 1 2 10 -1
14 9 8 ML-F3W 11 6 0 2 10 -1
14 9 9 ML-T3W 2 5 2 1 59 -1
14 10 2 ML-T3W 0 5 2 1 1 -1
14 10 3 ML-53W 1 6 0 2 2 -1
14 10 4 ML-53W 1 8 2 2 10 -1
14 10 5 ML-53W 2 8 2 2 10 -1
14 10 6 ML-53W 3 8 2 2 10 -1
14 10 7 ML-53W 9 7 1 2 10 -1
14 10 8 ML-B3W 4 7 1 2 10 -1
15 -10 -8 ML-T3W 10 4 2 0 189 -1
15 -10 -7 ML-F3W 3 5 2 1 190 -1
15 -10 -6 ML-F3W 1 8 2 2 169 -1
15 -10 -5 ML-53W 3 8 2 2 169 -1
15 -10 -4 ML-F3W 4 8 2 2 169 -1
15 -10 -3 ML-F3W 10 7 1 2 169 -1
15 -10 -2 ML-B3W 9 6 0 2 169 -1
15 -9 -9 ML-B3W 7 7 1 2 219 -1
15 -9 -8 ML-F3W 5 4 2 0 189 -1
15 -9 -7 ML-F3W 9 4 2 0 189 -1
15 -9 -6 ML-F3W 2 5 2 1 190 -1
15 -9 -5 ML-F3W 0 8 2 2 169 -1
15 -9 -4 ML-F3W 2 8 2 2 169 -1
15 -9 -3 ML-F3W 9 7 1 2 169 -1
15 -9 -2 ML-F3W 8 6 0 2 169 -1
15 -9 -1 ML-F3W 1 7 1 2 169 -1
15 -9 0 ML-B3W 6 7 1 2 169 -1
15 -8 -10 ML-B3W 10 6 0 2 219 -1
15 -8 -9 ML-F3W 2 7 1 2 219 -1
15 -8 -8 ML-F3W 6 7 1 2 219 -1
15 -8 -7 ML-F3W 4 4 2 0 189 -1
15 -8 -6 ML-F3W 8 4 2 0 189 -1
15 -8 -5 ML-F3W 1 5 2 1 190 -1
15 -8 -4 ML-F3W 11 7 1 2 169 -1
15 -8 -3 ML-F3W 8 7 1 2 169 -1
15 -8 -2 ML-F3W 7 6 0 2 169 -1
15 -8 -1 ML-F3W 0 7 1 2 169 -1
15 -8 0 ML-F3W 5 7 1 2 169 -1
15 -8 1 ML-F3W 4 4 2 0 132 -1
15 -8 2 ML-T3W 9 4 2 0 132 -1
15 -7 -10 ML-F3W 11 7 1 2 219 -1
15 -7 -9 ML-F3W 9 6 0 2 219 -1
15 -7 -8 ML-F3W 1 7 1 2 219 -1
15 -7 -7 ML-F3W 5 7 1 2 219 -1
15 -7 -6 ML-F3W 3 4 2 0 189 -1
15 -7 -5 ML-F3W 7 4 2 0 189 -1
15 -7 -4 ML-F3W 0 5 2 1 190 -1
15 -7 -3 ML-F3W 7 7 1 2 169 -1
15 -7 -2 ML-F3W 6 6 0 2 169 -1
15 -7 -1 ML-F3W 11 6 0 2 169 -1
15 -7 0 ML-F3W 4 7 1 2 169 -1
15 -7 1 ML-F3W 3 4 2 0 132 -1
15 -7 2 ML-F3W 8 4 2 0 132 -1
15 -7 3 ML-F3W 2 5 2 1 133 -1
15 -6 -10 ML-F3W 7 8 2 2 227 -1
15 -6 -9 ML-F3W 10 7 1 2 219 -1
15 -6 -8 ML-F3W 8 6 0 2 219 -1
15 -6 -7 ML-F3W 0 7 1 2 219 -1
15 -6 -6 ML-F3W 4 7 1 2 219 -1
15 -6 -5 ML-F3W 2 4 2 0 189 -1
15 -6 -4 ML-F2W 6 4 2 0 189 -1
15 -6 -3 ML-F2W 11 4 2 0 189 -1
15 -6 -2 ML-F2W 5 6 0 2 169 -1
15 -6 -1 ML-F3W 10 6 0 2 169 -1
15 -6 0 ML-F3W 3 7 1 2 169 -1
15 -6 1 ML-F3W 2 4 2 0 132 -1
15 -6 2 ML-F3W 7 4 2 0 132 -1
15 -6 3 ML-F3W 1 5 2 1 133 -1
15 -6 4 ML-F3W 9 8 2 2 119 -1
15 -5 -10 ML-53W 8 8 2 2 227 -1
15 -5 -9 ML-F3W 5 8 2 2 227 -1
15 -5 -8 ML-F3W 9 7 1 2 219 -1
15 -5 -7 ML-F3W 7 6 0 2 219 -1
15 -5 -6 ML-F3W 11 6 0 2 219 -1
15 -5 -5 ML-F2W 3 7 1 2 219 -1
15 -5 -4 MH-F2W 10 3 1 1 190 -1
15 -5 -3 MH-F2W 0 4 2 0 189 -1
15 -5 -2 MH-F2W 1 4 2 0 189 -1
15 -5 -1 MH-F2W 4 6 0 2 169 -1
15 -5 0 ML-F2W 2 7 1 2 169 -1
15 -5 1 ML-F3W 1 4 2 0 132 -1
15 -5 2 ML-F3W 6 4 2 0 132 -1
15 -5 3 ML-F3W 0 5 2 1 133 -1
15 -5 4 ML-F3W 6 8 2 2 119 -1
15 -5 5 ML-53W 8 8 2 2 119 -1
15 -4 -10 ML-F3W 9 8 2 2 227 -1
15 -4 -9 ML-F3W 6 8 2 2 227 -1
15 -4 -8 ML-F3W 4 8 2 2 227 -1
15 -4 -7 ML-F3W 8 7 1 2 219 -1
15 -4 -6 ML-F2W 6 6 0 2 219 -1
15 -4 -5 MH-F2W 5 6 0 2 219 -1
15 -4 -4 MH-F2W 6 3 1 1 241 -1
15 -4 -3 MH-F1W 9 3 1 1 190 -1
15 -4 -2 MH-F1W 11 3 1 1 190 -1
15 -4 -1 MH-F1W 3 6 0 2 169 -1
15 -4 0 MH-F2W 7 3 1 1 190 -1
15 -4 1 MH-F2W 9 3 1 1 133 -1
15 -4 2 ML-F2W 5 4 2 0 132 -1
15 -4 3 ML-F3W 11 4 2 0 132 -1
15 -4 4 ML-F3W 4 8 2 2 119 -1
15 -4 5 ML-F3W 5 8 2 2 119 -1
15 -4 6 ML-F3W 7 8 2 2 119 -1
15 -3 -10 ML-F3W 2 5 2 1 241 -1
15 -3 -9 ML-F3W 1 5 2 1 241 -1
15 -3 -8 ML-F3W 0 5 2 1 241 -1
15 -3 -7 ML-F3W 11 4 2 0 240 -1
15 -3 -6 ML-F2W 10 4 2 0 240 -1
15 -3 -5 MH-F2W 11 3 1 1 241 -1
15 -3 -4 MH-F1W 4 6 0 2 219 -1
15 -3 -3 MH-F1W 5 3 1 1 241 -1
15 -3 -2 MH-F1W 8 3 1 1 190 -1
15 -3 -1 MH-F1W 2 6 0 2 169 -1
15 -3 0 MH-F1W 6 3 1 1 190 -1
15 -3 1 MH-F1W 8 3 1 1 133 -1
15 -3 2 MH-F2W 0 4 2 0 132 -1
15 -3 3 ML-F2W 10 4 2 0 132 -1
15 -3 4 ML-F3W 8 7 1 2 111 -1
15 -3 5 ML-F3W 9 7 1 2 111 -1
15 -3 6 ML-F3W 10 7 1 2 111 -1
15 -3 7 ML-F3W 11 7 1 2 111 -1
15 -2 -10 ML-T3W 9 4 2 0 240 -1
15 -2 -9 ML-F3W 8 4 2 0 240 -1
15 -2 -8 ML-F3W 7 4 2 0 240 -1
15 -2 -7 ML-F3W 6 4 2 0 240 -1
15 -2 -6 ML-F2W 5 4 2 0 240 -1
15 -2 -5 MH-F2W 0 4 2 0 240 -1
15 -2 -4 MH-F1W 10 3 1 1 241 -1
15 -2 -3 MH-F1W 3 6 0 2 219 -1
15 -2 -2 MH-B1W 4 3 1 1 241 -1
15 -2 -1 MH-L1W 1 6 0 2 169 -1
15 -2 0 MH-B1W 5 3 1 1 190 -1
15 -2 1 MH-F1W 7 3 1 1 133 -1
15 -2 2 MH-F1W 10 3 1 1 133 -1
15 -2 3 MH-F2W 11 3 1 1 133 -1
15 -2 4 ML-F2W 6 6 0 2 111 -1
15 -2 5 ML-F3W 7 6 0 2 111 -1
15 -2 6 ML-F3W 8 6 0 2 111 -1
15 -2 7 ML-F3W 9 6 0 2 111 -1
15 -2 8 ML-B3W 10 6 0 2 111 -1
15 -1 -9 ML-F3W 4 4 2 0 240 -1
15 -1 -8 ML-F3W 3 4 2 0 240 -1
15 -1 -7 ML-F3W 2 4 2 0 240 -1
15 -1 -6 ML-F3W 1 4 2 0 240 -1
15 -1 -5 MH-F2W 9 3 1 1 241 -1
15 -1 -4 MH-F1W 8 3 1 1 241 -1
15 -1 -3 MH-F1W 7 3 1 1 241 -1
15 -1 -2 MH-L1W 2 6 0 2 219 -1
15 -1 1 MH-L1W 2 6 0 2 111 -1
15 -1 2 MH-F1W 3 6 0 2 111 -1
15 -1 3 MH-F1W 4 6 0 2 111 -1
15 -1 4 MH-F2W 5 6 0 2 111 -1
15 -1 5 ML-F3W 11 6 0 2 111 -1
15 -1 6 ML-F3W 0 7 1 2 111 -1
15 -1 7 ML-F3W 1 7 1 2 111 -1
15 -1 8 ML-F3W 2 7 1 2 111 -1
15 0 -9 ML-B3W 6 7 1 2 277 -1
15 0 -8 ML-F3W 5 7 1 2 277 -1
15 0 -7 ML-F3W 4 7 1 2 277 -1
15 0 -6 ML-F3W 3 7 1 2 277 -1
15 0 -5 ML-F2W 2 7 1 2 277 -1
15 0 -4 MH-F2W 7 3 1 1 298 -1
15 0 -3 MH-F1W 6 3 1 1 298 -1
15 0 -2 MH-B1W 5 3 1 1 298 -1
15 0 2 MH-B1W 4 3 1 1 133 -1
15 0 3 MH-F1W 5 3 1 1 133 -1
15 0 4 MH-F2W 6 3 1 1 133 -1
15 0 5 ML-F2W 3 7 1 2 111 -1
15 0 6 ML-F3W 4 7 1 2 111 -1
15 0 7 ML-F3W 5 7 1 2 111 -1
15 0 8 ML-F3W 6 7 1 2 111 -1
15 0 9 ML-B3W 7 7 1 2 111 -1
15 1 -8 ML-F3W 1 7 1 2 277 -1
15 1 -7 ML-F3W 0 7 1 2 277 -1
15 1 -6 ML-F3W 11 6 0 2 277 -1
15 1 -5 ML-F3W 10 6 0 2 277 -1
15 1 -4 MH-F2W 4 6 0 2 277 -1
15 1 -3 MH-F1W 3 6 0 2 277 -1
15 1 -2 MH-F1W 2 6 0 2 277 -1
15 1 -1 MH-L1W 1 6 0 2 277 -1
15 1 2 MH-L1W 1 6 0 2 60 -1
15 1 3 MH-F1W 8 3 1 1 81 -1
15 1 4 MH-F1W 9 3 1 1 81 -1
15 1 5 MH-F2W 10 3 1 1 81 -1
15 1 6 ML-F3W 2 4 2 0 80 -1
15 1 7 ML-F3W 3 4 2 0 80 -1
15 1 8 ML-F3W 4 4 2 0 80 -1
15 1 9 ML-F3W 5 4 2 0 80 -1
15 2 -8 ML-B3W 9 6 0 2 277 -1
15 2 -7 ML-F3W 8 6 0 2 277 -1
15 2 -6 ML-F3W 7 6 0 2 277 -1
15 2 -5 ML-F3W 6 6 0 2 277 -1
15 2 -4 ML-F2W 5 6 0 2 277 -1
15 2 -3 MH-F2W 1 4 2 0 297 -1
15 2 -2 MH-F1W 11 3 1 1 298 -1
15 2 -1 MH-F1W 8 3 1 1 298 -1
15 2 0 MH-B1W 4 3 1 1 24 -1
15 2 1 MH-L1W 2 6 0 2 2 -1
15 2 2 MH-B1W 5 3 1 1 81 -1
15 2 3 MH-F1W 2 6 0 2 60 -1
15 2 4 MH-F1W 11 3 1 1 81 -1
15 2 5 MH-F2W 0 4 2 0 80 -1
15 2 6 ML-F2W 6 4 2 0 80 -1
15 2 7 ML-F3W 7 4 2 0 80 -1
15 2 8 ML-F3W 8 4 2 0 80 -1
15 2 9 ML-F3W 9 4 2 0 80 -1
15 2 10 ML-T3W 10 4 2 0 80 -1
15 3 -7 ML-F3W 10 7 1 2 277 -1
15 3 -6 ML-F3W 9 7 1 2 277 -1
15 3 -5 ML-F3W 8 7 1 2 277 -1
15 3 -4 ML-F3W 7 7 1 2 277 -1
15 3 -3 ML-F2W 11 4 2 0 297 -1
15 3 -2 MH-F2W 0 4 2 0 297 -1
15 3 -1 MH-F1W 9 3 1 1 298 -1
15 3 0 MH-F1W 5 3 1 1 24 -1
15 3 1 MH-F1W 3 6 0 2 2 -1
15 3 2 MH-F1W 7 3 1 1 24 -1
15 3 3 MH-F1W 6 3 1 1 81 -1
15 3 4 MH-F1W 3 6 0 2 60 -1
15 3 5 MH-F2W 1 4 2 0 80 -1
15 3 6 ML-F2W 11 4 2 0 80 -1
15 3 7 ML-F3W 0 5 2 1 81 -1
15 3 8 ML-F3W 1 5 2 1 81 -1
15 3 9 ML-F3W 2 5 2 1 81 -1
15 3 10 ML-F3W 3 5 2 1 81 -1
15 4 -6 ML-F3W 4 8 2 2 277 -1
15 4 -5 ML-F3W 2 8 2 2 277 -1
15 4 -4 ML-F3W 11 7 1 2 277 -1
15 4 -3 ML-F3W 0 5 2 1 298 -1
15 4 -2 ML-F2W 6 4 2 0 297 -1
15 4 -1 MH-F2W 10 3 1 1 298 -1
15 4 0 MH-F2W 6 3 1 1 24 -1
15 4 1 MH-F1W 4 6 0 2 2 -1
15 4 2 MH-F1W 10 3 1 1 24 -1
15 4 3 MH-F1W 8 3 1 1 24 -1
15 4 4 MH-F2W 7 3 1 1 81 -1
15 4 5 MH-F2W 4 6 0 2 60 -1
15 4 6 ML-F2W 5 6 0 2 60 -1
15 4 7 ML-F3W 7 7 1 2 60 -1
15 4 8 ML-F3W 11 7 1 2 60 -1
15 4 9 ML-F3W 0 8 2 2 60 -1
15 4 10 ML-F3W 1 8 2 2 60 -1
15 5 -5 ML-53W 3 8 2 2 277 -1
15 5 -4 ML-F3W 0 8 2 2 277 -1
15 5 -3 ML-F3W 1 5 2 1 298 -1
15 5 -2 ML-F3W 7 4 2 0 297 -1
15 5 -1 ML-F3W 2 4 2 0 297 -1
15 5 0 ML-F2W 3 7 1 2 2 -1
15 5 1 MH-F2W 5 6 0 2 2 -1
15 5 2 MH-F2W 11 3 1 1 24 -1
15 5 3 MH-F2W 0 4 2 0 23 -1
15 5 4 MH-F2W 9 3 1 1 24 -1
15 5 5 ML-F2W 2 7 1 2 60 -1
15 5 6 ML-F3W 10 6 0 2 60 -1
15 5 7 ML-F3W 6 6 0 2 60 -1
15 5 8 ML-F3W 8 7 1 2 60 -1
15 5 9 ML-F3W 2 8 2 2 60 -1
15 5 10 ML-53W 3 8 2 2 60 -1
15 6 -4 ML-F3W 1 8 2 2 277 -1
15 6 -3 ML-F3W 2 5 2 1 298 -1
15 6 -2 ML-F3W 8 4 2 0 297 -1
15 6 -1 ML-F3W 3 4 2 0 297 -1
15 6 0 ML-F3W 4 7 1 2 2 -1
15 6 1 ML-F3W 11 6 0 2 2 -1
15 6 2 ML-F2W 6 6 0 2 2 -1
15 6 3 ML-F2W 10 4 2 0 23 -1
15 6 4 ML-F2W 5 4 2 0 23 -1
15 6 5 ML-F3W 1 4 2 0 23 -1
15 6 6 ML-F3W 3 7 1 2 60 -1
15 6 7 ML-F3W 11 6 0 2 60 -1
15 6 8 ML-F3W 7 6 0 2 60 -1
15 6 9 ML-F3W 9 7 1 2 60 -1
15 6 10 ML-F3W 4 8 2 2 60 -1
15 7 -3 ML-F3W 3 5 2 1 298 -1
15 7 -2 ML-F3W 9 4 2 0 297 -1
15 7 -1 ML-F3W 4 4 2 0 297 -1
15 7 0 ML-F3W 5 7 1 2 2 -1
15 7 1 ML-F3W 0 7 1 2 2 -1
15 7 2 ML-F3W 7 6 0 2 2 -1
15 7 3 ML-F3W 8 7 1 2 2 -1
15 7 4 ML-F3W 11 4 2 0 23 -1
15 7 5 ML-F3W 6 4 2 0 23 -1
15 7 6 ML-F3W 2 4 2 0 23 -1
15 7 7 ML-F3W 4 7 1 2 60 -1
15 7 8 ML-F3W 0 7 1 2 60 -1
15 7 9 ML-F3W 8 6 0 2 60 -1
15 7 10 ML-F3W 10 7 1 2 60 -1
15 8 -2 ML-T3W 10 4 2 0 297 -1
15 8 -1 ML-F3W 5 4 2 0 297 -1
15 8 0 ML-F3W 6 7 1 2 2 -1
15 8 1 ML-F3W 1 7 1 2 2 -1
15 8 2 ML-F3W 8 6 0 2 2 -1
15 8 3 ML-F3W 9 7 1 2 2 -1
15 8 4 ML-F3W 4 8 2 2 10 -1
15 8 5 ML-F3W 0 5 2 1 24 -1
15 8 6 ML-F3W 7 4 2 0 23 -1
15 8 7 ML-F3W 3 4 2 0 23 -1
15 8 8 ML-F3W 5 7 1 2 60 -1
15 8 9 ML-F3W 1 7 1 2 60 -1
15 8 10 ML-B3W 9 6 0 2 60 -1
15 9 0 ML-B3W 7 7 1 2 2 -1
15 9 1 ML-F3W 2 7 1 2 2 -1
15 9 2 ML-F3W 9 6 0 2 2 -1
15 9 3 ML-F3W 10 7 1 2 2 -1
15 9 4 ML-F3W 5 8 2 2 10 -1
15 9 5 ML-F3W 6 8 2 2 10 -1
15 9 6 ML-F3W 1 5 2 1 24 -1
15 9 7 ML-F3W 8 4 2 0 23 -1
