{1   JetEta   1   Rho   [0]+[1]*x+[2]*pow(x,2)   Data/MC   L1FastJet}
1.479   1.566       5     0   200        1.04536    -0.00295489   -0.000263374
1.566   1.653       5     0   200        1.04502    -0.00190002   -0.000358735
1.653    1.74       5     0   200        1.04431   -0.000574988    -0.00045929
1.74    1.83       5     0   200        1.04619    0.000195959   -0.000525421
1.83    1.93       5     0   200        1.06026   -0.000269162   -0.000534553
1.93   2.043       5     0   200        1.08226    -0.00224894   -0.000480101
2.043   2.172       5     0   200        1.11609    -0.00661221   -0.000322406
2.172   2.322       5     0   200        1.13839    -0.00888731   -0.000201897
2.322     2.5       5     0   200        1.18386     -0.0121166   -9.75987e-05
2.5    2.65       5     0   200        1.22057     -0.0131886   -8.79568e-05
2.65   2.853       5     0   200         1.1888     -0.0100375   -0.000133196
2.853   2.964       5     0   200        1.14368    -0.00778878    -0.00012582
2.964   3.139       5     0   200        1.11668    -0.00738529   -5.57857e-05
3.139   3.314       5     0   200        1.07235    -0.00506831   -1.64475e-05
3.314   3.489       5     0   200        1.06288    -0.00541134    4.64828e-05
3.489   3.664       5     0   200         1.0727    -0.00686451    0.000105888
3.664   3.839       5     0   200        1.07447    -0.00825602    0.000160995
3.839   4.013       5     0   200        1.07061    -0.00938962    0.000206541
4.013   4.191       5     0   200        1.07296     -0.0103455    0.000243111
4.191   4.363       5     0   200        1.06738     -0.0109552    0.000263157
4.363   4.538       5     0   200        1.05437     -0.0112068    0.000270701
4.538   4.716       5     0   200        1.04836     -0.0114593    0.000279113
4.716   4.889       5     0   200        1.04098       -0.01153    0.000281193
4.889   5.191       5     0   200         1.0407     -0.0110782    0.000271353
