[quark]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_axis2_QC_F_quark}
29 32 41 42 4 0 100 13.921 96.376
29 32 42 43 4 0 100 20.767 97.230
29 32 43 44 4 0 100 24.930 99.647
29 32 44 100 4 0 100 47.960 71.101
32 35 0 1 4 0 100 38.373 80.975
32 35 1 2 4 0 100 4.743 99.998
32 35 2 3 4 0 100 48.560 3.061
32 35 3 4 4 0 100 42.670 3.051
32 35 4 5 4 0 100 34.649 3.067
32 35 5 6 4 0 100 35.180 3.037
32 35 6 7 4 0 100 33.344 2.972
32 35 7 8 4 0 100 32.895 2.921
32 35 8 9 4 0 100 34.016 2.915
32 35 9 10 4 0 100 32.221 2.909
32 35 10 11 4 0 100 35.198 2.890
32 35 11 12 4 0 100 34.001 2.825
32 35 12 13 4 0 100 33.439 2.808
32 35 13 14 4 0 100 36.385 2.773
32 35 14 15 4 0 100 35.645 2.788
32 35 15 16 4 0 100 36.370 2.763
32 35 16 17 4 0 100 37.475 2.724
32 35 17 18 4 0 100 38.083 2.685
32 35 18 19 4 0 100 41.699 2.702
32 35 19 20 4 0 100 37.161 2.692
32 35 20 21 4 0 100 39.538 2.708
32 35 21 22 4 0 100 43.543 2.594
32 35 22 23 4 0 100 40.094 2.620
32 35 23 24 4 0 100 37.470 2.622
32 35 24 25 4 0 100 42.993 2.599
32 35 25 26 4 0 100 44.617 2.596
32 35 26 27 4 0 100 50.044 2.561
32 35 27 28 4 0 100 57.351 2.580
32 35 28 29 4 0 100 49.149 2.560
32 35 29 30 4 0 100 64.243 2.467
32 35 30 31 4 0 100 99.507 2.473
32 35 31 32 4 0 100 100.000 2.408
32 35 32 33 4 0 100 81.099 2.569
32 35 33 34 4 0 100 100.000 2.470
32 35 34 35 4 0 100 100.000 2.351
32 35 35 36 4 0 100 100.000 2.236
32 35 36 37 4 0 100 6.402 100.000
32 35 37 38 4 0 100 100.000 2.312
32 35 38 39 4 0 100 100.000 2.436
32 35 39 40 4 0 100 15.447 83.021
32 35 40 41 4 0 100 89.781 63.296
32 35 41 42 4 0 100 98.219 29.921
32 35 42 43 4 0 100 26.838 91.751
32 35 43 44 4 0 100 13.517 96.193
32 35 44 100 4 0 100 42.121 98.619
35 39 0 1 4 0 100 14.393 76.596
35 39 1 2 4 0 100 33.437 3.026
35 39 2 3 4 0 100 45.248 3.099
35 39 3 4 4 0 100 36.053 3.187
35 39 4 5 4 0 100 38.309 3.035
35 39 5 6 4 0 100 34.454 3.082
35 39 6 7 4 0 100 32.564 3.027
35 39 7 8 4 0 100 32.759 2.991
35 39 8 9 4 0 100 34.146 2.987
35 39 9 10 4 0 100 31.601 2.963
35 39 10 11 4 0 100 34.963 2.918
35 39 11 12 4 0 100 34.474 2.884
35 39 12 13 4 0 100 34.291 2.899
35 39 13 14 4 0 100 35.544 2.846
35 39 14 15 4 0 100 34.230 2.832
35 39 15 16 4 0 100 35.066 2.818
35 39 16 17 4 0 100 34.832 2.809
35 39 17 18 4 0 100 37.957 2.771
35 39 18 19 4 0 100 38.891 2.765
35 39 19 20 4 0 100 35.008 2.765
35 39 20 21 4 0 100 37.311 2.736
35 39 21 22 4 0 100 42.581 2.725
35 39 22 23 4 0 100 39.483 2.723
35 39 23 24 4 0 100 42.442 2.686
35 39 24 25 4 0 100 43.700 2.716
35 39 25 26 4 0 100 39.860 2.703
35 39 26 27 4 0 100 49.617 2.681
35 39 27 28 4 0 100 49.009 2.622
35 39 28 29 4 0 100 56.442 2.663
35 39 29 30 4 0 100 58.257 2.665
35 39 30 31 4 0 100 66.625 2.557
35 39 31 32 4 0 100 68.113 2.446
35 39 32 33 4 0 100 91.895 2.398
35 39 33 34 4 0 100 74.306 2.580
35 39 34 35 4 0 100 100.000 2.446
35 39 35 36 4 0 100 100.000 2.630
35 39 36 37 4 0 100 100.000 2.539
35 39 37 38 4 0 100 18.108 2.806
35 39 38 39 4 0 100 7.136 98.719
35 39 39 40 4 0 100 100.000 2.621
35 39 40 41 4 0 100 100.000 2.389
35 39 41 42 4 0 100 13.311 92.185
35 39 42 43 4 0 100 11.165 91.310
35 39 43 44 4 0 100 25.021 47.566
35 39 44 100 4 0 100 15.646 81.554
39 42 0 1 4 0 100 14.028 78.610
39 42 1 2 4 0 100 19.551 3.210
39 42 2 3 4 0 100 53.881 3.117
39 42 3 4 4 0 100 44.534 3.152
39 42 4 5 4 0 100 42.814 3.197
39 42 5 6 4 0 100 37.490 3.077
39 42 6 7 4 0 100 35.416 3.112
39 42 7 8 4 0 100 34.948 3.033
39 42 8 9 4 0 100 36.086 3.052
39 42 9 10 4 0 100 32.105 3.023
39 42 10 11 4 0 100 35.970 2.966
39 42 11 12 4 0 100 32.890 2.974
39 42 12 13 4 0 100 33.544 2.967
39 42 13 14 4 0 100 37.015 2.903
39 42 14 15 4 0 100 33.757 2.896
39 42 15 16 4 0 100 35.252 2.882
39 42 16 17 4 0 100 36.896 2.878
39 42 17 18 4 0 100 34.548 2.854
39 42 18 19 4 0 100 36.521 2.835
39 42 19 20 4 0 100 39.592 2.835
39 42 20 21 4 0 100 38.989 2.793
39 42 21 22 4 0 100 42.628 2.783
39 42 22 23 4 0 100 40.387 2.723
39 42 23 24 4 0 100 39.145 2.797
39 42 24 25 4 0 100 43.454 2.714
39 42 25 26 4 0 100 53.023 2.709
39 42 26 27 4 0 100 54.551 2.692
39 42 27 28 4 0 100 84.924 2.561
39 42 28 29 4 0 100 65.398 2.654
39 42 29 30 4 0 100 52.131 2.759
39 42 30 31 4 0 100 100.000 2.675
39 42 31 32 4 0 100 72.150 2.645
39 42 32 33 4 0 100 100.000 2.576
39 42 33 34 4 0 100 100.000 2.698
39 42 34 35 4 0 100 100.000 2.671
39 42 35 36 4 0 100 100.000 2.439
39 42 36 37 4 0 100 93.780 67.207
39 42 37 38 4 0 100 24.904 48.091
39 42 38 39 4 0 100 100.000 2.813
39 42 39 40 4 0 100 67.144 97.229
39 42 40 41 4 0 100 98.934 88.951
39 42 41 42 4 0 100 10.040 92.022
39 42 42 43 4 0 100 71.760 99.986
39 42 43 100 4 0 100 80.873 61.487
42 46 1 2 4 0 100 100.000 3.447
42 46 2 3 4 0 100 87.544 3.064
42 46 3 4 4 0 100 45.335 3.378
42 46 4 5 4 0 100 39.822 3.255
42 46 5 6 4 0 100 31.900 3.163
42 46 6 7 4 0 100 33.966 3.173
42 46 7 8 4 0 100 32.099 3.114
42 46 8 9 4 0 100 34.741 3.090
42 46 9 10 4 0 100 33.132 3.070
42 46 10 11 4 0 100 34.456 3.037
42 46 11 12 4 0 100 32.382 3.014
42 46 12 13 4 0 100 35.179 2.990
42 46 13 14 4 0 100 34.356 2.967
42 46 14 15 4 0 100 34.565 2.964
42 46 15 16 4 0 100 37.195 2.923
42 46 16 17 4 0 100 33.375 2.898
42 46 17 18 4 0 100 35.896 2.917
42 46 18 19 4 0 100 37.314 2.880
42 46 19 20 4 0 100 36.947 2.896
42 46 20 21 4 0 100 37.130 2.853
42 46 21 22 4 0 100 40.400 2.833
42 46 22 23 4 0 100 36.829 2.824
42 46 23 24 4 0 100 42.096 2.823
42 46 24 25 4 0 100 49.411 2.790
42 46 25 26 4 0 100 45.535 2.724
42 46 26 27 4 0 100 47.224 2.750
42 46 27 28 4 0 100 45.860 2.780
42 46 28 29 4 0 100 56.288 2.746
42 46 29 30 4 0 100 63.142 2.645
42 46 30 31 4 0 100 92.678 2.588
42 46 31 32 4 0 100 89.378 2.637
42 46 32 33 4 0 100 74.708 2.717
42 46 33 34 4 0 100 100.000 2.566
42 46 34 35 4 0 100 100.000 2.641
42 46 35 36 4 0 100 100.000 3.095
42 46 36 37 4 0 100 27.087 46.818
42 46 37 38 4 0 100 33.453 2.786
42 46 38 39 4 0 100 100.000 2.523
42 46 39 40 4 0 100 99.386 47.216
42 46 40 41 4 0 100 25.053 45.190
42 46 41 42 4 0 100 35.780 89.911
42 46 42 43 4 0 100 63.146 85.920
42 46 43 44 4 0 100 12.663 80.846
42 46 44 100 4 0 100 89.039 71.896
46 51 0 1 4 0 100 82.435 53.831
46 51 1 2 4 0 100 11.864 50.758
46 51 2 3 4 0 100 88.893 3.293
46 51 3 4 4 0 100 44.797 3.252
46 51 4 5 4 0 100 37.417 3.268
46 51 5 6 4 0 100 29.034 3.275
46 51 6 7 4 0 100 33.944 3.248
46 51 7 8 4 0 100 32.509 3.192
46 51 8 9 4 0 100 33.081 3.119
46 51 9 10 4 0 100 33.503 3.111
46 51 10 11 4 0 100 33.016 3.114
46 51 11 12 4 0 100 34.511 3.099
46 51 12 13 4 0 100 34.049 3.068
46 51 13 14 4 0 100 34.069 3.039
46 51 14 15 4 0 100 33.280 3.032
46 51 15 16 4 0 100 32.861 2.998
46 51 16 17 4 0 100 34.967 2.991
46 51 17 18 4 0 100 36.886 2.975
46 51 18 19 4 0 100 34.638 2.944
46 51 19 20 4 0 100 35.903 2.966
46 51 20 21 4 0 100 36.708 2.926
46 51 21 22 4 0 100 36.800 2.918
46 51 22 23 4 0 100 42.585 2.882
46 51 23 24 4 0 100 39.654 2.896
46 51 24 25 4 0 100 49.802 2.863
46 51 25 26 4 0 100 37.369 2.883
46 51 26 27 4 0 100 50.091 2.814
46 51 27 28 4 0 100 47.955 2.809
46 51 28 29 4 0 100 49.209 2.742
46 51 29 30 4 0 100 47.922 2.807
46 51 30 31 4 0 100 55.119 2.759
46 51 31 32 4 0 100 52.631 2.726
46 51 32 33 4 0 100 95.656 2.684
46 51 33 34 4 0 100 91.966 2.638
46 51 34 35 4 0 100 100.000 2.836
46 51 35 36 4 0 100 100.000 2.656
46 51 36 37 4 0 100 100.000 2.869
46 51 37 38 4 0 100 100.000 2.561
46 51 38 39 4 0 100 8.668 99.979
46 51 39 40 4 0 100 12.432 69.550
46 51 40 41 4 0 100 8.223 99.471
46 51 41 42 4 0 100 16.281 62.449
46 51 42 43 4 0 100 20.739 50.697
46 51 43 44 4 0 100 96.056 64.769
46 51 44 100 4 0 100 13.685 99.612
51 56 0 1 4 0 100 11.424 75.544
51 56 1 2 4 0 100 100.000 3.063
51 56 2 3 4 0 100 47.150 3.384
51 56 3 4 4 0 100 42.283 3.422
51 56 4 5 4 0 100 38.447 3.338
51 56 5 6 4 0 100 38.453 3.263
51 56 6 7 4 0 100 31.227 3.304
51 56 7 8 4 0 100 33.735 3.249
51 56 8 9 4 0 100 34.050 3.223
51 56 9 10 4 0 100 32.708 3.198
51 56 10 11 4 0 100 30.838 3.204
51 56 11 12 4 0 100 33.464 3.152
51 56 12 13 4 0 100 32.021 3.147
51 56 13 14 4 0 100 34.444 3.105
51 56 14 15 4 0 100 34.111 3.085
51 56 15 16 4 0 100 34.403 3.064
51 56 16 17 4 0 100 38.204 3.058
51 56 17 18 4 0 100 34.383 3.022
51 56 18 19 4 0 100 36.248 3.034
51 56 19 20 4 0 100 37.504 3.002
51 56 20 21 4 0 100 35.548 2.983
51 56 21 22 4 0 100 36.796 2.995
51 56 22 23 4 0 100 35.499 2.931
51 56 23 24 4 0 100 41.246 2.893
51 56 24 25 4 0 100 40.656 2.928
51 56 25 26 4 0 100 40.542 2.925
51 56 26 27 4 0 100 46.379 2.905
51 56 27 28 4 0 100 50.535 2.898
51 56 28 29 4 0 100 49.314 2.845
51 56 29 30 4 0 100 60.194 2.855
51 56 30 31 4 0 100 64.815 2.770
51 56 31 32 4 0 100 80.375 2.889
51 56 32 33 4 0 100 76.683 2.873
51 56 33 34 4 0 100 100.000 3.015
51 56 34 35 4 0 100 100.000 2.665
51 56 35 36 4 0 100 100.000 2.715
51 56 36 37 4 0 100 100.000 2.675
51 56 37 38 4 0 100 78.912 34.014
51 56 38 39 4 0 100 100.000 2.852
51 56 39 40 4 0 100 6.996 99.796
51 56 40 41 4 0 100 13.232 89.714
51 56 42 43 4 0 100 23.885 81.889
51 56 43 44 4 0 100 10.340 91.955
51 56 44 100 4 0 100 60.758 56.404
56 61 0 1 4 0 100 9.210 86.186
56 61 1 2 4 0 100 13.042 55.209
56 61 2 3 4 0 100 100.000 2.952
56 61 3 4 4 0 100 43.412 3.475
56 61 4 5 4 0 100 34.140 3.406
56 61 5 6 4 0 100 33.709 3.364
56 61 6 7 4 0 100 30.901 3.354
56 61 7 8 4 0 100 35.020 3.313
56 61 8 9 4 0 100 30.656 3.288
56 61 9 10 4 0 100 31.758 3.248
56 61 10 11 4 0 100 33.870 3.241
56 61 11 12 4 0 100 34.604 3.217
56 61 12 13 4 0 100 34.002 3.188
56 61 13 14 4 0 100 33.537 3.189
56 61 14 15 4 0 100 33.860 3.160
56 61 15 16 4 0 100 34.021 3.149
56 61 16 17 4 0 100 35.131 3.081
56 61 17 18 4 0 100 36.201 3.126
56 61 18 19 4 0 100 35.653 3.102
56 61 19 20 4 0 100 37.547 3.049
56 61 20 21 4 0 100 37.131 3.066
56 61 21 22 4 0 100 38.170 3.033
56 61 22 23 4 0 100 40.733 3.007
56 61 23 24 4 0 100 43.054 2.999
56 61 24 25 4 0 100 40.335 2.934
56 61 25 26 4 0 100 43.601 2.962
56 61 26 27 4 0 100 45.317 2.973
56 61 27 28 4 0 100 93.716 2.931
56 61 28 29 4 0 100 54.020 2.955
56 61 29 30 4 0 100 56.423 2.864
56 61 30 31 4 0 100 62.754 2.863
56 61 31 32 4 0 100 53.109 2.933
56 61 32 33 4 0 100 100.000 2.727
56 61 33 34 4 0 100 94.842 2.910
56 61 34 35 4 0 100 100.000 2.892
56 61 35 36 4 0 100 23.955 2.857
56 61 36 37 4 0 100 100.000 2.900
56 61 37 38 4 0 100 75.885 91.453
56 61 38 39 4 0 100 87.268 99.223
56 61 39 40 4 0 100 6.788 98.200
56 61 41 42 4 0 100 12.786 89.990
56 61 43 44 4 0 100 11.711 91.221
56 61 44 100 4 0 100 32.224 80.971
61 67 0 1 4 0 100 12.086 91.539
61 67 1 2 4 0 100 100.000 3.462
61 67 2 3 4 0 100 69.446 3.503
61 67 3 4 4 0 100 45.625 3.411
61 67 4 5 4 0 100 37.519 3.381
61 67 5 6 4 0 100 32.638 3.449
61 67 6 7 4 0 100 31.075 3.369
61 67 7 8 4 0 100 32.710 3.364
61 67 8 9 4 0 100 31.202 3.334
61 67 9 10 4 0 100 33.131 3.330
61 67 10 11 4 0 100 33.083 3.313
61 67 11 12 4 0 100 31.187 3.269
61 67 12 13 4 0 100 31.564 3.267
61 67 13 14 4 0 100 32.894 3.225
61 67 14 15 4 0 100 34.543 3.206
61 67 15 16 4 0 100 34.123 3.203
61 67 16 17 4 0 100 34.587 3.165
61 67 17 18 4 0 100 33.521 3.143
61 67 18 19 4 0 100 36.942 3.159
61 67 19 20 4 0 100 41.353 3.110
61 67 20 21 4 0 100 37.767 3.086
61 67 21 22 4 0 100 38.857 3.055
61 67 22 23 4 0 100 40.797 3.075
61 67 23 24 4 0 100 44.702 3.052
61 67 24 25 4 0 100 45.358 3.072
61 67 25 26 4 0 100 45.837 3.051
61 67 26 27 4 0 100 40.876 2.934
61 67 27 28 4 0 100 78.407 2.840
61 67 28 29 4 0 100 45.492 2.978
61 67 29 30 4 0 100 50.204 2.982
61 67 30 31 4 0 100 100.000 2.966
61 67 31 32 4 0 100 85.537 3.089
61 67 32 33 4 0 100 92.041 2.953
61 67 33 34 4 0 100 100.000 2.858
61 67 34 35 4 0 100 100.000 3.223
61 67 35 36 4 0 100 100.000 3.125
61 67 36 37 4 0 100 100.000 2.790
61 67 37 38 4 0 100 100.000 2.948
61 67 38 39 4 0 100 100.000 2.950
61 67 39 40 4 0 100 91.719 52.148
61 67 40 41 4 0 100 84.011 49.827
61 67 41 42 4 0 100 95.862 18.018
61 67 42 43 4 0 100 91.100 49.576
61 67 43 100 4 0 100 13.137 73.637
67 73 1 2 4 0 100 99.745 59.201
67 73 2 3 4 0 100 100.000 3.330
67 73 3 4 4 0 100 40.219 3.369
67 73 4 5 4 0 100 41.329 3.564
67 73 5 6 4 0 100 36.987 3.525
67 73 6 7 4 0 100 34.025 3.470
67 73 7 8 4 0 100 31.688 3.428
67 73 8 9 4 0 100 30.948 3.365
67 73 9 10 4 0 100 31.242 3.415
67 73 10 11 4 0 100 32.837 3.298
67 73 11 12 4 0 100 32.718 3.336
67 73 12 13 4 0 100 32.619 3.286
67 73 13 14 4 0 100 34.589 3.296
67 73 14 15 4 0 100 34.418 3.279
67 73 15 16 4 0 100 34.545 3.291
67 73 16 17 4 0 100 35.316 3.221
67 73 17 18 4 0 100 33.628 3.238
67 73 18 19 4 0 100 35.388 3.218
67 73 19 20 4 0 100 39.730 3.218
67 73 20 21 4 0 100 37.284 3.171
67 73 21 22 4 0 100 39.065 3.084
67 73 22 23 4 0 100 41.498 3.149
67 73 23 24 4 0 100 37.461 3.126
67 73 24 25 4 0 100 40.662 3.124
67 73 25 26 4 0 100 43.189 3.075
67 73 26 27 4 0 100 53.318 3.153
67 73 27 28 4 0 100 52.155 3.058
67 73 28 29 4 0 100 58.592 2.958
67 73 29 30 4 0 100 56.359 3.064
67 73 30 31 4 0 100 65.482 2.959
67 73 31 32 4 0 100 100.000 3.055
67 73 32 33 4 0 100 100.000 2.872
67 73 33 34 4 0 100 100.000 3.114
67 73 34 35 4 0 100 10.941 56.896
67 73 35 36 4 0 100 10.293 58.526
67 73 36 37 4 0 100 100.000 3.074
67 73 37 38 4 0 100 7.349 98.685
67 73 38 39 4 0 100 6.001 100.000
67 73 39 40 4 0 100 100.000 3.237
67 73 40 41 4 0 100 8.482 99.999
67 73 41 42 4 0 100 68.216 42.390
67 73 42 43 4 0 100 12.478 74.309
67 73 43 100 4 0 100 9.816 97.401
73 81 0 1 4 0 100 10.937 99.386
73 81 1 2 4 0 100 100.000 3.322
73 81 2 3 4 0 100 100.000 3.204
73 81 3 4 4 0 100 43.225 3.530
73 81 4 5 4 0 100 35.134 3.459
73 81 5 6 4 0 100 35.216 3.495
73 81 6 7 4 0 100 31.492 3.477
73 81 7 8 4 0 100 31.218 3.506
73 81 8 9 4 0 100 32.450 3.452
