[quark]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_axis1_QC_F_quark}
40 51 9 10 4 0 100 26.294 2.539
40 51 10 11 4 0 100 27.259 2.504
40 51 11 12 4 0 100 26.608 2.488
40 51 12 13 4 0 100 25.003 2.500
40 51 13 14 4 0 100 24.614 2.500
40 51 14 15 4 0 100 25.159 2.463
40 51 15 16 4 0 100 26.098 2.440
40 51 16 17 4 0 100 28.803 2.461
40 51 17 18 4 0 100 25.070 2.444
40 51 18 19 4 0 100 27.029 2.400
40 51 19 20 4 0 100 27.876 2.393
40 51 20 21 4 0 100 29.631 2.440
40 51 21 22 4 0 100 32.561 2.410
40 51 22 23 4 0 100 29.362 2.414
40 51 23 24 4 0 100 34.038 2.343
40 51 24 25 4 0 100 55.208 2.382
51 64 0 1 4 0 100 29.954 2.762
51 64 1 2 4 0 100 24.902 2.768
51 64 2 3 4 0 100 23.412 2.748
51 64 3 4 4 0 100 25.755 2.708
51 64 4 5 4 0 100 23.754 2.712
51 64 5 6 4 0 100 24.556 2.686
51 64 6 7 4 0 100 23.812 2.674
51 64 7 8 4 0 100 24.741 2.650
51 64 8 9 4 0 100 25.383 2.645
51 64 9 10 4 0 100 26.161 2.637
51 64 10 11 4 0 100 26.232 2.618
51 64 11 12 4 0 100 24.965 2.634
51 64 12 13 4 0 100 24.501 2.608
51 64 13 14 4 0 100 26.066 2.591
51 64 14 15 4 0 100 25.811 2.567
51 64 15 16 4 0 100 26.599 2.544
51 64 16 17 4 0 100 24.716 2.572
51 64 17 18 4 0 100 25.868 2.547
51 64 18 19 4 0 100 26.904 2.575
51 64 19 20 4 0 100 26.888 2.484
51 64 20 21 4 0 100 29.984 2.492
51 64 21 22 4 0 100 33.712 2.508
51 64 22 23 4 0 100 34.774 2.480
51 64 23 24 4 0 100 40.575 2.545
51 64 24 25 4 0 100 36.243 2.421
64 80 0 1 4 0 100 26.984 2.829
64 80 1 2 4 0 100 22.813 2.886
64 80 2 3 4 0 100 22.255 2.853
64 80 3 4 4 0 100 23.222 2.830
64 80 4 5 4 0 100 22.296 2.822
64 80 5 6 4 0 100 22.924 2.815
64 80 6 7 4 0 100 23.244 2.803
64 80 7 8 4 0 100 23.575 2.770
64 80 8 9 4 0 100 23.335 2.758
64 80 9 10 4 0 100 25.301 2.746
64 80 10 11 4 0 100 25.158 2.743
64 80 11 12 4 0 100 24.343 2.736
64 80 12 13 4 0 100 25.294 2.709
64 80 13 14 4 0 100 25.465 2.690
64 80 14 15 4 0 100 26.094 2.684
64 80 15 16 4 0 100 25.952 2.678
64 80 16 17 4 0 100 24.992 2.683
64 80 17 18 4 0 100 25.852 2.649
64 80 18 19 4 0 100 27.764 2.675
64 80 19 20 4 0 100 29.072 2.627
64 80 20 21 4 0 100 36.392 2.579
64 80 21 22 4 0 100 33.829 2.621
64 80 22 23 4 0 100 45.963 2.504
64 80 23 24 4 0 100 44.465 2.577
64 80 24 25 4 0 100 37.761 2.510
80 101 0 1 4 0 100 25.052 3.045
80 101 1 2 4 0 100 21.714 2.993
80 101 2 3 4 0 100 20.111 2.972
80 101 3 4 4 0 100 21.378 2.954
80 101 4 5 4 0 100 19.638 2.911
80 101 5 6 4 0 100 21.129 2.927
80 101 6 7 4 0 100 21.627 2.897
80 101 7 8 4 0 100 21.409 2.892
80 101 8 9 4 0 100 20.817 2.880
80 101 9 10 4 0 100 22.888 2.856
80 101 10 11 4 0 100 23.806 2.848
80 101 11 12 4 0 100 22.731 2.828
80 101 12 13 4 0 100 25.058 2.810
80 101 13 14 4 0 100 25.012 2.808
80 101 14 15 4 0 100 24.012 2.801
80 101 15 16 4 0 100 23.595 2.803
80 101 16 17 4 0 100 25.583 2.735
80 101 17 18 4 0 100 22.456 2.768
80 101 18 19 4 0 100 29.757 2.720
80 101 19 20 4 0 100 25.451 2.717
80 101 20 21 4 0 100 35.583 2.701
80 101 21 22 4 0 100 40.394 2.690
80 101 22 23 4 0 100 33.333 2.641
80 101 23 24 4 0 100 55.220 2.546
80 101 24 25 4 0 100 49.675 2.582
101 127 0 1 4 0 100 49.754 3.013
101 127 1 2 4 0 100 19.371 3.135
101 127 2 3 4 0 100 18.721 3.126
101 127 3 4 4 0 100 20.333 3.084
101 127 4 5 4 0 100 19.901 3.031
101 127 5 6 4 0 100 19.566 3.024
101 127 6 7 4 0 100 19.989 3.051
101 127 7 8 4 0 100 19.282 3.002
101 127 8 9 4 0 100 20.952 2.986
101 127 9 10 4 0 100 22.493 3.017
101 127 10 11 4 0 100 23.511 2.954
101 127 11 12 4 0 100 22.253 2.968
101 127 12 13 4 0 100 24.286 2.981
101 127 13 14 4 0 100 23.994 2.954
101 127 14 15 4 0 100 23.218 2.871
101 127 15 16 4 0 100 26.974 2.965
101 127 16 17 4 0 100 31.061 2.801
101 127 17 18 4 0 100 26.814 2.841
101 127 18 19 4 0 100 33.066 2.804
101 127 19 20 4 0 100 28.680 2.804
101 127 20 21 4 0 100 35.487 2.765
101 127 21 22 4 0 100 67.193 2.696
101 127 22 23 4 0 100 83.931 2.793
101 127 23 24 4 0 100 100.000 2.665
101 127 24 25 4 0 100 100.000 2.637
127 159 0 1 4 0 100 53.438 3.048
127 159 1 2 4 0 100 27.792 3.126
127 159 2 3 4 0 100 19.149 3.210
127 159 3 4 4 0 100 19.906 3.199
127 159 4 5 4 0 100 19.189 3.203
127 159 5 6 4 0 100 19.174 3.125
127 159 6 7 4 0 100 19.376 3.167
127 159 7 8 4 0 100 19.515 3.105
127 159 8 9 4 0 100 24.787 3.174
127 159 9 10 4 0 100 21.946 3.105
127 159 10 11 4 0 100 20.303 3.055
127 159 11 12 4 0 100 26.940 3.095
127 159 12 13 4 0 100 29.480 3.194
127 159 13 14 4 0 100 26.301 3.068
127 159 14 15 4 0 100 26.762 2.981
127 159 15 16 4 0 100 29.168 2.948
127 159 16 17 4 0 100 31.018 2.940
127 159 17 18 4 0 100 51.416 3.011
127 159 18 19 4 0 100 37.046 2.970
127 159 19 20 4 0 100 43.427 2.797
127 159 20 21 4 0 100 52.557 2.958
127 159 21 22 4 0 100 100.000 3.171
127 159 22 23 4 0 100 100.000 2.753
127 159 23 24 4 0 100 100.000 2.743
127 159 24 25 4 0 100 5.705 99.602
159 201 0 1 4 0 100 100.000 3.557
159 201 1 2 4 0 100 31.153 3.403
159 201 2 3 4 0 100 23.376 3.323
159 201 3 4 4 0 100 23.725 3.409
159 201 4 5 4 0 100 20.398 3.255
159 201 5 6 4 0 100 19.268 3.344
159 201 6 7 4 0 100 26.420 3.312
159 201 7 8 4 0 100 26.282 3.242
159 201 8 9 4 0 100 26.534 3.262
159 201 9 10 4 0 100 23.779 3.226
159 201 10 11 4 0 100 33.544 3.131
159 201 11 12 4 0 100 31.233 3.214
159 201 12 13 4 0 100 32.442 3.072
159 201 13 14 4 0 100 47.174 3.084
159 201 14 15 4 0 100 23.315 3.073
159 201 15 16 4 0 100 64.321 3.141
159 201 16 17 4 0 100 55.755 2.872
159 201 17 18 4 0 100 100.000 2.568
159 201 18 19 4 0 100 100.000 3.015
159 201 19 20 4 0 100 100.000 2.519
159 201 20 21 4 0 100 27.604 3.103
159 201 21 22 4 0 100 77.312 28.187
159 201 22 23 4 0 100 8.268 71.425
159 201 24 25 4 0 100 12.018 91.709
201 252 1 2 4 0 100 4.550 99.998
201 252 2 3 4 0 100 3.993 100.000
201 252 3 4 4 0 100 100.000 2.633
201 252 4 5 4 0 100 52.782 3.187
201 252 5 6 4 0 100 68.529 3.327
201 252 6 7 4 0 100 100.000 3.889
201 252 7 8 4 0 100 100.000 3.220
201 252 8 9 4 0 100 100.000 2.905
201 252 9 10 4 0 100 100.000 3.196
201 252 12 13 4 0 100 4.896 100.000
201 252 16 17 4 0 100 5.637 100.000
201 252 18 19 4 0 100 99.996 28.384
201 252 20 21 4 0 100 7.866 99.999
252 317 4 5 4 0 100 9.491 67.583
252 317 5 6 4 0 100 98.398 31.529
252 317 11 12 4 0 100 11.035 83.425
[gluon]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_axis1_QC_F_gluon}
20 26 0 1 4 0 100 33.640 2.041
20 26 1 2 4 0 100 28.699 2.045
20 26 2 3 4 0 100 28.381 2.029
20 26 3 4 4 0 100 29.408 2.014
20 26 4 5 4 0 100 29.900 1.991
20 26 5 6 4 0 100 30.087 1.973
20 26 6 7 4 0 100 30.448 1.968
20 26 7 8 4 0 100 29.840 1.962
20 26 8 9 4 0 100 31.312 1.950
20 26 9 10 4 0 100 32.466 1.924
20 26 10 11 4 0 100 31.423 1.925
20 26 11 12 4 0 100 32.382 1.931
20 26 12 13 4 0 100 31.224 1.913
20 26 13 14 4 0 100 34.882 1.902
20 26 14 15 4 0 100 36.424 1.856
20 26 15 16 4 0 100 33.629 1.884
20 26 16 17 4 0 100 44.916 1.862
20 26 17 18 4 0 100 35.430 1.860
20 26 18 19 4 0 100 38.230 1.890
20 26 19 20 4 0 100 40.739 1.808
20 26 20 21 4 0 100 39.001 1.848
20 26 21 22 4 0 100 77.382 1.781
20 26 22 23 4 0 100 60.944 1.733
20 26 23 24 4 0 100 100.000 1.808
20 26 24 25 4 0 100 100.000 1.705
26 32 0 1 4 0 100 31.342 2.136
26 32 1 2 4 0 100 30.813 2.142
26 32 2 3 4 0 100 28.419 2.114
26 32 3 4 4 0 100 28.044 2.098
26 32 4 5 4 0 100 30.614 2.061
26 32 5 6 4 0 100 29.587 2.057
26 32 6 7 4 0 100 29.937 2.055
26 32 7 8 4 0 100 30.521 2.051
26 32 8 9 4 0 100 30.539 2.022
26 32 9 10 4 0 100 30.208 2.026
26 32 10 11 4 0 100 31.375 2.016
26 32 11 12 4 0 100 31.015 2.003
26 32 12 13 4 0 100 30.838 1.988
26 32 13 14 4 0 100 33.052 1.995
26 32 14 15 4 0 100 34.063 1.984
26 32 15 16 4 0 100 35.199 1.968
26 32 16 17 4 0 100 32.612 1.966
26 32 17 18 4 0 100 32.251 1.940
26 32 18 19 4 0 100 33.095 1.935
26 32 19 20 4 0 100 35.620 1.945
26 32 20 21 4 0 100 49.739 1.947
26 32 21 22 4 0 100 57.327 1.894
26 32 22 23 4 0 100 42.652 1.938
26 32 23 24 4 0 100 56.213 1.931
26 32 24 25 4 0 100 85.079 1.899
32 40 0 1 4 0 100 30.833 2.190
32 40 1 2 4 0 100 29.848 2.195
32 40 2 3 4 0 100 28.552 2.191
32 40 3 4 4 0 100 28.531 2.176
32 40 4 5 4 0 100 29.191 2.156
32 40 5 6 4 0 100 29.987 2.143
32 40 6 7 4 0 100 29.971 2.137
32 40 7 8 4 0 100 30.619 2.117
32 40 8 9 4 0 100 31.437 2.095
32 40 9 10 4 0 100 29.797 2.099
32 40 10 11 4 0 100 31.775 2.089
32 40 11 12 4 0 100 28.662 2.080
32 40 12 13 4 0 100 32.022 2.058
32 40 13 14 4 0 100 31.786 2.080
32 40 14 15 4 0 100 28.465 2.064
32 40 15 16 4 0 100 32.614 2.039
32 40 16 17 4 0 100 33.818 2.018
32 40 17 18 4 0 100 35.441 2.052
32 40 18 19 4 0 100 38.043 2.032
32 40 19 20 4 0 100 36.093 1.993
32 40 20 21 4 0 100 39.259 2.015
32 40 21 22 4 0 100 48.818 2.028
32 40 22 23 4 0 100 46.084 1.923
32 40 23 24 4 0 100 65.232 2.015
32 40 24 25 4 0 100 100.000 1.742
40 51 0 1 4 0 100 38.261 2.314
40 51 1 2 4 0 100 30.681 2.292
40 51 2 3 4 0 100 30.819 2.292
40 51 3 4 4 0 100 30.521 2.273
40 51 4 5 4 0 100 28.450 2.263
40 51 5 6 4 0 100 30.481 2.234
40 51 6 7 4 0 100 30.101 2.225
40 51 7 8 4 0 100 29.297 2.216
40 51 8 9 4 0 100 31.172 2.217
40 51 9 10 4 0 100 30.289 2.197
40 51 10 11 4 0 100 29.660 2.178
40 51 11 12 4 0 100 28.490 2.165
40 51 12 13 4 0 100 31.170 2.180
40 51 13 14 4 0 100 28.726 2.158
40 51 14 15 4 0 100 28.477 2.141
40 51 15 16 4 0 100 30.156 2.140
40 51 16 17 4 0 100 32.482 2.151
40 51 17 18 4 0 100 32.232 2.146
40 51 18 19 4 0 100 34.792 2.121
40 51 19 20 4 0 100 44.028 2.078
40 51 20 21 4 0 100 35.303 2.060
40 51 21 22 4 0 100 47.066 2.000
40 51 22 23 4 0 100 50.090 2.045
40 51 23 24 4 0 100 100.000 2.011
40 51 24 25 4 0 100 53.071 1.954
51 64 0 1 4 0 100 82.672 2.347
51 64 1 2 4 0 100 31.590 2.383
51 64 2 3 4 0 100 30.291 2.348
51 64 3 4 4 0 100 27.169 2.357
51 64 4 5 4 0 100 32.665 2.353
51 64 5 6 4 0 100 30.553 2.336
51 64 6 7 4 0 100 28.434 2.332
51 64 7 8 4 0 100 27.704 2.313
51 64 8 9 4 0 100 26.727 2.318
51 64 9 10 4 0 100 32.961 2.303
51 64 10 11 4 0 100 31.340 2.281
51 64 11 12 4 0 100 30.135 2.262
51 64 12 13 4 0 100 29.705 2.263
51 64 13 14 4 0 100 31.317 2.262
51 64 14 15 4 0 100 30.381 2.212
51 64 15 16 4 0 100 29.007 2.224
51 64 16 17 4 0 100 34.305 2.181
51 64 17 18 4 0 100 37.745 2.224
51 64 18 19 4 0 100 37.014 2.184
51 64 19 20 4 0 100 50.288 2.136
51 64 20 21 4 0 100 61.997 2.154
51 64 21 22 4 0 100 57.953 2.190
51 64 22 23 4 0 100 86.272 2.309
51 64 23 24 4 0 100 52.881 2.146
51 64 24 25 4 0 100 93.883 2.206
64 80 0 1 4 0 100 43.926 2.462
64 80 1 2 4 0 100 33.993 2.545
64 80 2 3 4 0 100 27.735 2.470
64 80 3 4 4 0 100 30.306 2.452
64 80 4 5 4 0 100 27.131 2.464
64 80 5 6 4 0 100 27.349 2.449
64 80 6 7 4 0 100 29.702 2.443
64 80 7 8 4 0 100 30.047 2.408
64 80 8 9 4 0 100 33.357 2.385
64 80 9 10 4 0 100 26.877 2.415
64 80 10 11 4 0 100 29.477 2.370
64 80 11 12 4 0 100 30.445 2.381
64 80 12 13 4 0 100 31.067 2.371
64 80 13 14 4 0 100 28.993 2.356
64 80 14 15 4 0 100 35.471 2.330
64 80 15 16 4 0 100 35.122 2.297
64 80 16 17 4 0 100 41.474 2.288
64 80 17 18 4 0 100 41.523 2.358
64 80 18 19 4 0 100 50.788 2.283
64 80 19 20 4 0 100 46.922 2.286
64 80 20 21 4 0 100 72.776 2.181
64 80 21 22 4 0 100 86.224 2.255
64 80 22 23 4 0 100 100.000 2.103
64 80 23 24 4 0 100 100.000 2.438
64 80 24 25 4 0 100 100.000 2.148
80 101 0 1 4 0 100 100.000 2.585
80 101 1 2 4 0 100 37.489 2.542
80 101 2 3 4 0 100 41.607 2.595
80 101 3 4 4 0 100 28.075 2.564
80 101 4 5 4 0 100 27.737 2.549
80 101 5 6 4 0 100 29.783 2.533
80 101 6 7 4 0 100 37.020 2.495
80 101 7 8 4 0 100 26.749 2.488
80 101 8 9 4 0 100 29.943 2.546
80 101 9 10 4 0 100 29.049 2.475
80 101 10 11 4 0 100 33.455 2.463
80 101 11 12 4 0 100 28.286 2.461
80 101 12 13 4 0 100 50.596 2.420
80 101 13 14 4 0 100 28.618 2.487
80 101 14 15 4 0 100 57.541 2.470
80 101 15 16 4 0 100 33.945 2.401
80 101 16 17 4 0 100 87.240 2.340
80 101 17 18 4 0 100 86.160 2.437
80 101 18 19 4 0 100 89.593 2.460
80 101 19 20 4 0 100 77.453 2.287
80 101 20 21 4 0 100 100.000 2.304
80 101 21 22 4 0 100 100.000 2.267
80 101 22 23 4 0 100 100.000 2.312
80 101 23 24 4 0 100 100.000 2.383
80 101 24 25 4 0 100 100.000 2.328
101 127 0 1 4 0 100 68.301 26.495
101 127 1 2 4 0 100 100.000 2.329
101 127 2 3 4 0 100 36.424 2.670
101 127 3 4 4 0 100 31.752 2.655
101 127 4 5 4 0 100 52.747 2.601
101 127 5 6 4 0 100 24.676 2.601
101 127 6 7 4 0 100 39.571 2.523
101 127 7 8 4 0 100 36.424 2.640
101 127 8 9 4 0 100 46.200 2.483
101 127 9 10 4 0 100 38.497 2.488
101 127 10 11 4 0 100 52.981 2.509
101 127 11 12 4 0 100 63.744 2.483
101 127 12 13 4 0 100 40.796 2.582
101 127 13 14 4 0 100 74.570 2.662
101 127 14 15 4 0 100 97.089 2.279
101 127 15 16 4 0 100 88.281 2.555
101 127 16 17 4 0 100 100.000 2.521
101 127 17 18 4 0 100 32.641 79.523
101 127 18 19 4 0 100 14.452 2.521
101 127 19 20 4 0 100 99.986 64.440
101 127 20 21 4 0 100 100.000 2.378
101 127 21 22 4 0 100 100.000 2.286
101 127 22 23 4 0 100 100.000 2.447
101 127 23 24 4 0 100 12.348 98.774
101 127 24 25 4 0 100 83.624 37.189
127 159 0 1 4 0 100 11.579 85.592
127 159 1 2 4 0 100 10.171 70.009
127 159 2 3 4 0 100 74.812 38.349
127 159 3 4 4 0 100 100.000 2.637
127 159 4 5 4 0 100 100.000 2.795
127 159 5 6 4 0 100 90.040 2.593
127 159 6 7 4 0 100 95.129 2.820
127 159 7 8 4 0 100 100.000 2.662
127 159 8 9 4 0 100 66.552 2.648
127 159 9 10 4 0 100 100.000 2.487
127 159 10 11 4 0 100 100.000 2.571
127 159 11 12 4 0 100 100.000 2.558
127 159 12 13 4 0 100 11.585 55.314
127 159 13 14 4 0 100 100.000 2.439
127 159 14 15 4 0 100 14.715 83.795
127 159 15 16 4 0 100 8.903 75.422
127 159 16 17 4 0 100 7.650 97.821
127 159 17 18 4 0 100 31.410 44.127
127 159 18 19 4 0 100 10.872 73.217
127 159 19 20 4 0 100 10.170 85.672
127 159 20 21 4 0 100 100.000 2.308
127 159 21 22 4 0 100 99.604 99.742
127 159 22 23 4 0 100 52.350 28.871
127 159 23 24 4 0 100 32.229 91.854
127 159 24 25 4 0 100 83.935 80.643
159 201 0 1 4 0 100 74.115 94.369
159 201 1 2 4 0 100 34.153 54.370
159 201 2 3 4 0 100 8.354 82.933
159 201 3 4 4 0 100 7.206 88.560
159 201 4 5 4 0 100 6.423 97.659
159 201 5 6 4 0 100 30.050 37.903
159 201 6 7 4 0 100 7.218 82.921
159 201 7 8 4 0 100 100.000 2.581
159 201 8 9 4 0 100 12.038 69.236
159 201 9 10 4 0 100 23.120 43.063
159 201 10 11 4 0 100 22.663 93.632
159 201 11 12 4 0 100 8.638 87.390
159 201 12 13 4 0 100 21.173 47.650
159 201 13 14 4 0 100 11.005 83.381
159 201 14 15 4 0 100 79.850 49.877
159 201 15 16 4 0 100 39.505 87.583
159 201 16 17 4 0 100 9.835 83.778
159 201 17 18 4 0 100 92.554 79.036
159 201 18 19 4 0 100 99.899 29.687
159 201 19 20 4 0 100 70.891 61.835
159 201 20 21 4 0 100 99.993 74.740
159 201 21 22 4 0 100 17.768 96.394
159 201 22 23 4 0 100 98.579 22.536
159 201 24 25 4 0 100 47.356 41.480
201 252 1 2 4 0 100 99.760 91.771
201 252 2 3 4 0 100 64.599 83.157
201 252 3 4 4 0 100 98.825 43.451
201 252 4 5 4 0 100 70.562 35.744
201 252 5 6 4 0 100 98.962 89.907
201 252 6 7 4 0 100 99.999 26.931
201 252 7 8 4 0 100 21.232 61.714
201 252 8 9 4 0 100 71.070 32.494
201 252 9 10 4 0 100 52.076 43.435
201 252 12 13 4 0 100 59.672 36.474
201 252 16 17 4 0 100 35.734 95.910
201 252 18 19 4 0 100 99.844 30.072
201 252 20 21 4 0 100 92.929 89.700
252 317 4 5 4 0 100 85.569 23.943
252 317 5 6 4 0 100 59.169 33.151
252 317 11 12 4 0 100 84.297 76.226
