[quark]
{2 JetPt Rho 1 x TMath::Exp(-1.*x*[0]/[1])*TMath::Power(x,[0]-1)*TMath::Power([1]/[0],-1.*[0])/TMath::Gamma([0]) Correction QGL_axis2_QC_F_quark}
42 46 21 22 4 0 100 55.193 2.462
42 46 22 23 4 0 100 55.379 2.457
42 46 23 24 4 0 100 55.024 2.493
42 46 24 25 4 0 100 51.382 2.428
42 46 25 26 4 0 100 52.221 2.468
42 46 26 27 4 0 100 73.202 2.466
42 46 27 28 4 0 100 68.537 2.355
42 46 28 29 4 0 100 100.000 2.511
42 46 29 30 4 0 100 92.437 2.495
42 46 30 31 4 0 100 100.000 2.422
42 46 31 32 4 0 100 100.000 2.536
42 46 32 33 4 0 100 100.000 2.540
42 46 33 34 4 0 100 100.000 2.233
42 46 34 35 4 0 100 100.000 2.433
42 46 35 36 4 0 100 100.000 2.471
42 46 36 37 4 0 100 80.539 31.555
42 46 37 38 4 0 100 12.654 92.180
42 46 38 39 4 0 100 24.403 65.428
42 46 39 40 4 0 100 69.309 85.740
42 46 40 41 4 0 100 27.455 48.867
42 46 41 42 4 0 100 85.490 24.812
42 46 42 43 4 0 100 99.912 28.096
42 46 43 44 4 0 100 12.086 85.090
42 46 44 100 4 0 100 88.570 99.974
46 51 0 1 4 0 100 33.851 68.218
46 51 1 2 4 0 100 36.343 98.093
46 51 2 3 4 0 100 100.000 2.841
46 51 3 4 4 0 100 89.538 2.743
46 51 4 5 4 0 100 50.963 2.860
46 51 5 6 4 0 100 46.417 2.768
46 51 6 7 4 0 100 46.841 2.773
46 51 7 8 4 0 100 37.909 2.803
46 51 8 9 4 0 100 44.871 2.749
46 51 9 10 4 0 100 47.239 2.707
46 51 10 11 4 0 100 41.392 2.688
46 51 11 12 4 0 100 41.291 2.711
46 51 12 13 4 0 100 37.024 2.725
46 51 13 14 4 0 100 40.200 2.660
46 51 14 15 4 0 100 42.167 2.668
46 51 15 16 4 0 100 41.190 2.656
46 51 16 17 4 0 100 40.811 2.634
46 51 17 18 4 0 100 49.217 2.618
46 51 18 19 4 0 100 45.458 2.591
46 51 19 20 4 0 100 43.082 2.562
46 51 20 21 4 0 100 39.700 2.576
46 51 21 22 4 0 100 51.760 2.575
46 51 22 23 4 0 100 42.442 2.515
46 51 23 24 4 0 100 56.909 2.549
46 51 24 25 4 0 100 48.524 2.539
46 51 25 26 4 0 100 64.897 2.492
46 51 26 27 4 0 100 55.567 2.486
46 51 27 28 4 0 100 87.672 2.415
46 51 28 29 4 0 100 82.065 2.541
46 51 29 30 4 0 100 100.000 2.305
46 51 30 31 4 0 100 100.000 2.478
46 51 31 32 4 0 100 100.000 2.264
46 51 32 33 4 0 100 100.000 2.360
46 51 33 34 4 0 100 100.000 2.157
46 51 34 35 4 0 100 100.000 2.559
46 51 35 36 4 0 100 100.000 2.519
46 51 36 37 4 0 100 100.000 2.285
46 51 37 38 4 0 100 34.764 59.662
46 51 38 39 4 0 100 23.524 88.927
46 51 39 40 4 0 100 12.602 82.464
46 51 40 41 4 0 100 18.397 93.840
46 51 41 42 4 0 100 13.692 88.054
46 51 42 43 4 0 100 77.332 22.386
46 51 43 44 4 0 100 23.494 95.887
46 51 44 100 4 0 100 100.000 33.872
51 56 0 1 4 0 100 74.763 37.594
51 56 1 2 4 0 100 40.468 29.713
51 56 2 3 4 0 100 100.000 2.990
51 56 3 4 4 0 100 84.490 2.774
51 56 4 5 4 0 100 50.241 2.850
51 56 5 6 4 0 100 51.112 2.864
51 56 6 7 4 0 100 45.266 2.843
51 56 7 8 4 0 100 40.294 2.812
51 56 8 9 4 0 100 42.376 2.831
51 56 9 10 4 0 100 41.997 2.770
51 56 10 11 4 0 100 46.413 2.731
51 56 11 12 4 0 100 41.010 2.777
51 56 12 13 4 0 100 43.496 2.719
51 56 13 14 4 0 100 40.051 2.755
51 56 14 15 4 0 100 38.447 2.696
51 56 15 16 4 0 100 39.770 2.690
51 56 16 17 4 0 100 45.840 2.656
51 56 17 18 4 0 100 44.635 2.668
51 56 18 19 4 0 100 42.000 2.669
51 56 19 20 4 0 100 48.047 2.658
51 56 20 21 4 0 100 51.057 2.613
51 56 21 22 4 0 100 46.553 2.605
51 56 22 23 4 0 100 69.014 2.590
51 56 23 24 4 0 100 69.909 2.535
51 56 24 25 4 0 100 67.591 2.511
51 56 25 26 4 0 100 69.148 2.547
51 56 26 27 4 0 100 59.403 2.588
51 56 27 28 4 0 100 95.886 2.487
51 56 28 29 4 0 100 100.000 2.445
51 56 29 30 4 0 100 100.000 2.164
51 56 30 31 4 0 100 100.000 2.522
51 56 31 32 4 0 100 100.000 2.598
51 56 32 33 4 0 100 100.000 2.484
51 56 33 34 4 0 100 100.000 2.454
51 56 34 35 4 0 100 100.000 2.346
51 56 35 36 4 0 100 100.000 2.572
51 56 36 37 4 0 100 56.454 24.937
51 56 37 38 4 0 100 99.235 96.320
51 56 38 39 4 0 100 99.664 94.170
51 56 39 40 4 0 100 12.405 95.796
51 56 40 41 4 0 100 36.479 67.846
51 56 42 43 4 0 100 29.547 69.615
51 56 43 44 4 0 100 85.279 57.189
51 56 44 100 4 0 100 72.482 77.714
56 61 0 1 4 0 100 98.300 23.960
56 61 1 2 4 0 100 54.226 88.535
56 61 2 3 4 0 100 100.000 2.724
56 61 3 4 4 0 100 66.004 2.916
56 61 4 5 4 0 100 56.949 2.911
56 61 5 6 4 0 100 48.605 2.839
56 61 6 7 4 0 100 45.517 2.907
56 61 7 8 4 0 100 36.688 2.825
56 61 8 9 4 0 100 44.346 2.820
56 61 9 10 4 0 100 46.126 2.778
56 61 10 11 4 0 100 43.416 2.816
56 61 11 12 4 0 100 35.605 2.798
56 61 12 13 4 0 100 44.319 2.782
56 61 13 14 4 0 100 41.300 2.776
56 61 14 15 4 0 100 41.321 2.782
56 61 15 16 4 0 100 45.539 2.756
56 61 16 17 4 0 100 44.673 2.743
56 61 17 18 4 0 100 42.476 2.748
56 61 18 19 4 0 100 51.253 2.706
56 61 19 20 4 0 100 43.782 2.692
56 61 20 21 4 0 100 59.537 2.724
56 61 21 22 4 0 100 57.780 2.652
56 61 22 23 4 0 100 76.785 2.672
56 61 23 24 4 0 100 51.168 2.685
56 61 24 25 4 0 100 71.478 2.544
56 61 25 26 4 0 100 62.860 2.575
56 61 26 27 4 0 100 82.626 2.577
56 61 27 28 4 0 100 71.223 2.587
56 61 28 29 4 0 100 100.000 2.805
56 61 29 30 4 0 100 100.000 2.524
56 61 30 31 4 0 100 100.000 2.569
56 61 31 32 4 0 100 100.000 2.499
56 61 32 33 4 0 100 6.468 99.974
56 61 33 34 4 0 100 18.053 59.211
56 61 34 35 4 0 100 7.008 99.999
56 61 35 36 4 0 100 93.820 28.610
56 61 36 37 4 0 100 100.000 2.505
56 61 37 38 4 0 100 88.613 71.977
56 61 38 39 4 0 100 10.910 99.968
56 61 39 40 4 0 100 96.206 19.159
56 61 41 42 4 0 100 75.777 91.260
56 61 43 44 4 0 100 40.111 42.764
56 61 44 100 4 0 100 15.740 99.956
61 67 0 1 4 0 100 98.374 99.267
61 67 1 2 4 0 100 53.765 96.232
61 67 2 3 4 0 100 100.000 2.945
61 67 3 4 4 0 100 100.000 3.156
61 67 4 5 4 0 100 75.746 2.886
61 67 5 6 4 0 100 45.574 2.934
61 67 6 7 4 0 100 45.244 2.917
61 67 7 8 4 0 100 54.119 2.868
61 67 8 9 4 0 100 39.068 2.947
61 67 9 10 4 0 100 49.162 2.885
61 67 10 11 4 0 100 41.571 2.874
61 67 11 12 4 0 100 46.340 2.838
61 67 12 13 4 0 100 41.508 2.850
61 67 13 14 4 0 100 42.249 2.810
61 67 14 15 4 0 100 42.981 2.805
61 67 15 16 4 0 100 44.109 2.770
61 67 16 17 4 0 100 41.955 2.762
61 67 17 18 4 0 100 48.111 2.809
61 67 18 19 4 0 100 50.510 2.767
61 67 19 20 4 0 100 53.138 2.796
61 67 20 21 4 0 100 52.864 2.705
61 67 21 22 4 0 100 49.074 2.643
61 67 22 23 4 0 100 45.643 2.743
61 67 23 24 4 0 100 72.251 2.783
61 67 24 25 4 0 100 57.303 2.653
61 67 25 26 4 0 100 94.298 2.771
61 67 26 27 4 0 100 62.634 2.708
61 67 27 28 4 0 100 86.068 2.518
61 67 28 29 4 0 100 100.000 2.407
61 67 29 30 4 0 100 100.000 2.598
61 67 30 31 4 0 100 100.000 2.609
61 67 31 32 4 0 100 100.000 2.562
61 67 32 33 4 0 100 100.000 2.561
61 67 33 34 4 0 100 100.000 2.600
61 67 34 35 4 0 100 58.023 47.464
61 67 35 36 4 0 100 47.268 27.662
61 67 36 37 4 0 100 12.402 69.661
61 67 37 38 4 0 100 11.148 85.190
61 67 38 39 4 0 100 25.206 67.140
61 67 39 40 4 0 100 76.035 79.182
61 67 40 41 4 0 100 15.726 73.371
61 67 41 42 4 0 100 27.072 48.926
61 67 42 43 4 0 100 79.006 67.041
61 67 43 100 4 0 100 89.274 33.570
67 73 1 2 4 0 100 8.495 93.743
67 73 2 3 4 0 100 100.000 2.921
67 73 3 4 4 0 100 100.000 2.846
67 73 4 5 4 0 100 94.373 2.816
67 73 5 6 4 0 100 43.293 3.041
67 73 6 7 4 0 100 54.586 3.043
67 73 7 8 4 0 100 48.036 2.926
67 73 8 9 4 0 100 46.349 2.960
67 73 9 10 4 0 100 49.933 2.981
67 73 10 11 4 0 100 48.545 2.928
67 73 11 12 4 0 100 46.294 2.923
67 73 12 13 4 0 100 51.351 2.901
67 73 13 14 4 0 100 49.577 2.826
67 73 14 15 4 0 100 48.932 2.866
67 73 15 16 4 0 100 46.676 2.889
67 73 16 17 4 0 100 43.264 2.819
67 73 17 18 4 0 100 46.703 2.805
67 73 18 19 4 0 100 60.832 2.717
67 73 19 20 4 0 100 44.945 2.829
67 73 20 21 4 0 100 53.315 2.747
67 73 21 22 4 0 100 54.020 2.749
67 73 22 23 4 0 100 64.368 2.653
67 73 23 24 4 0 100 74.587 2.705
67 73 24 25 4 0 100 84.749 2.661
67 73 25 26 4 0 100 100.000 2.825
67 73 26 27 4 0 100 100.000 2.713
67 73 27 28 4 0 100 100.000 2.608
67 73 28 29 4 0 100 100.000 2.731
67 73 29 30 4 0 100 100.000 2.462
67 73 30 31 4 0 100 100.000 2.711
67 73 31 32 4 0 100 100.000 2.433
67 73 32 33 4 0 100 100.000 2.472
67 73 33 34 4 0 100 8.217 99.999
67 73 34 35 4 0 100 10.369 97.540
67 73 35 36 4 0 100 42.366 34.518
67 73 36 37 4 0 100 22.453 58.323
67 73 37 38 4 0 100 42.545 79.541
67 73 38 39 4 0 100 65.372 53.638
67 73 39 40 4 0 100 50.810 89.911
67 73 40 41 4 0 100 57.493 23.218
67 73 41 42 4 0 100 40.172 66.204
67 73 42 43 4 0 100 11.267 85.488
67 73 43 100 4 0 100 37.114 99.846
73 81 0 1 4 0 100 64.946 99.779
73 81 1 2 4 0 100 14.125 70.406
73 81 2 3 4 0 100 22.954 3.333
73 81 3 4 4 0 100 3.974 100.000
73 81 4 5 4 0 100 86.303 3.045
73 81 5 6 4 0 100 53.766 3.032
73 81 6 7 4 0 100 36.598 3.016
73 81 7 8 4 0 100 40.385 3.032
73 81 8 9 4 0 100 48.096 3.048
73 81 9 10 4 0 100 44.580 2.978
73 81 10 11 4 0 100 46.818 2.962
73 81 11 12 4 0 100 43.095 3.025
73 81 12 13 4 0 100 41.760 2.958
73 81 13 14 4 0 100 45.633 2.927
73 81 14 15 4 0 100 41.487 2.861
73 81 15 16 4 0 100 53.955 2.899
73 81 16 17 4 0 100 43.537 2.889
73 81 17 18 4 0 100 49.524 2.840
73 81 18 19 4 0 100 46.266 2.885
73 81 19 20 4 0 100 53.942 2.833
73 81 20 21 4 0 100 65.289 2.896
73 81 21 22 4 0 100 55.590 2.775
73 81 22 23 4 0 100 38.419 2.774
73 81 23 24 4 0 100 84.673 2.696
73 81 24 25 4 0 100 80.057 2.656
73 81 25 26 4 0 100 100.000 2.698
73 81 26 27 4 0 100 100.000 2.833
73 81 27 28 4 0 100 100.000 2.989
73 81 28 29 4 0 100 100.000 2.644
73 81 29 30 4 0 100 100.000 2.554
73 81 30 31 4 0 100 100.000 2.662
73 81 31 32 4 0 100 100.000 2.823
73 81 32 33 4 0 100 100.000 2.707
73 81 33 34 4 0 100 63.687 30.168
73 81 34 35 4 0 100 78.105 39.630
73 81 35 36 4 0 100 97.634 45.763
73 81 36 37 4 0 100 80.284 61.837
73 81 37 38 4 0 100 21.735 56.063
73 81 38 39 4 0 100 14.309 78.160
73 81 39 40 4 0 100 11.063 99.961
73 81 40 41 4 0 100 28.778 65.750
73 81 41 42 4 0 100 94.571 72.000
73 81 42 43 4 0 100 20.509 73.386
73 81 43 44 4 0 100 16.550 95.913
73 81 44 100 4 0 100 33.858 51.253
81 88 0 1 4 0 100 95.313 93.645
81 88 1 2 4 0 100 11.864 72.778
81 88 2 3 4 0 100 5.056 99.995
81 88 3 4 4 0 100 100.000 3.060
81 88 4 5 4 0 100 100.000 3.095
81 88 5 6 4 0 100 58.908 3.253
81 88 6 7 4 0 100 53.423 3.121
81 88 7 8 4 0 100 62.421 3.055
81 88 8 9 4 0 100 55.814 2.972
81 88 9 10 4 0 100 50.840 3.008
81 88 10 11 4 0 100 56.322 3.009
81 88 11 12 4 0 100 43.811 2.968
81 88 12 13 4 0 100 56.730 3.036
81 88 13 14 4 0 100 48.583 3.010
81 88 14 15 4 0 100 47.702 2.958
81 88 15 16 4 0 100 50.935 2.909
81 88 16 17 4 0 100 49.932 2.911
81 88 17 18 4 0 100 52.832 2.884
81 88 18 19 4 0 100 55.784 2.916
81 88 19 20 4 0 100 63.393 2.902
81 88 20 21 4 0 100 78.002 2.835
81 88 21 22 4 0 100 59.411 2.908
81 88 22 23 4 0 100 72.717 2.720
81 88 23 24 4 0 100 100.000 2.946
81 88 24 25 4 0 100 100.000 2.649
81 88 25 26 4 0 100 100.000 2.966
81 88 26 27 4 0 100 100.000 2.812
81 88 27 28 4 0 100 100.000 2.786
81 88 28 29 4 0 100 100.000 2.854
81 88 29 30 4 0 100 14.207 52.607
81 88 30 31 4 0 100 8.755 78.370
81 88 31 32 4 0 100 7.771 86.310
81 88 32 33 4 0 100 34.158 55.799
81 88 33 34 4 0 100 76.676 70.921
81 88 34 35 4 0 100 31.287 96.906
81 88 35 36 4 0 100 8.681 100.000
81 88 36 37 4 0 100 99.483 83.877
81 88 37 38 4 0 100 17.177 66.408
81 88 38 39 4 0 100 32.502 86.402
81 88 40 41 4 0 100 62.533 69.443
81 88 41 42 4 0 100 10.926 87.811
81 88 42 43 4 0 100 99.889 40.652
81 88 43 100 4 0 100 31.224 83.288
88 97 1 2 4 0 100 100.000 2.778
88 97 2 3 4 0 100 11.235 62.206
88 97 3 4 4 0 100 16.165 3.322
88 97 4 5 4 0 100 100.000 2.896
88 97 5 6 4 0 100 100.000 3.345
88 97 6 7 4 0 100 73.123 3.256
88 97 7 8 4 0 100 65.676 3.242
88 97 8 9 4 0 100 60.852 3.177
88 97 9 10 4 0 100 66.674 3.069
88 97 10 11 4 0 100 54.634 3.116
88 97 11 12 4 0 100 51.750 3.035
88 97 12 13 4 0 100 50.136 3.027
88 97 13 14 4 0 100 46.657 3.015
88 97 14 15 4 0 100 47.072 3.053
88 97 15 16 4 0 100 56.237 2.999
88 97 16 17 4 0 100 57.516 2.991
88 97 17 18 4 0 100 61.385 3.079
88 97 18 19 4 0 100 61.643 3.059
88 97 19 20 4 0 100 65.858 2.947
88 97 20 21 4 0 100 80.056 2.986
88 97 21 22 4 0 100 94.893 3.072
88 97 22 23 4 0 100 87.830 2.723
88 97 23 24 4 0 100 100.000 2.801
88 97 24 25 4 0 100 100.000 3.044
88 97 25 26 4 0 100 100.000 2.523
88 97 26 27 4 0 100 100.000 2.998
88 97 27 28 4 0 100 100.000 3.072
88 97 28 29 4 0 100 100.000 2.711
88 97 29 30 4 0 100 100.000 2.942
88 97 30 31 4 0 100 12.577 74.750
88 97 31 32 4 0 100 6.981 100.000
88 97 32 33 4 0 100 100.000 2.937
88 97 33 34 4 0 100 96.561 67.448
88 97 34 35 4 0 100 17.072 64.812
88 97 35 36 4 0 100 34.653 51.055
88 97 36 37 4 0 100 11.500 96.132
88 97 37 38 4 0 100 41.012 47.130
88 97 38 39 4 0 100 72.244 99.870
88 97 39 40 4 0 100 82.231 25.188
88 97 40 41 4 0 100 98.854 37.837
88 97 41 42 4 0 100 75.870 95.089
88 97 42 100 4 0 100 72.670 40.203
97 106 0 1 4 0 100 97.049 98.998
97 106 1 2 4 0 100 10.122 83.956
97 106 2 3 4 0 100 91.347 17.902
97 106 3 4 4 0 100 6.014 84.004
97 106 4 5 4 0 100 100.000 3.121
97 106 5 6 4 0 100 100.000 2.967
97 106 6 7 4 0 100 100.000 2.916
97 106 7 8 4 0 100 61.117 3.305
97 106 8 9 4 0 100 100.000 2.928
97 106 9 10 4 0 100 55.334 3.216
97 106 10 11 4 0 100 83.646 2.923
97 106 11 12 4 0 100 72.453 3.118
97 106 12 13 4 0 100 61.378 3.061
97 106 13 14 4 0 100 98.903 2.984
97 106 14 15 4 0 100 73.237 2.953
97 106 15 16 4 0 100 55.907 3.156
97 106 16 17 4 0 100 65.404 3.079
97 106 17 18 4 0 100 75.298 3.116
97 106 18 19 4 0 100 58.730 3.028
97 106 19 20 4 0 100 100.000 2.945
97 106 20 21 4 0 100 100.000 2.914
97 106 21 22 4 0 100 82.658 2.938
97 106 22 23 4 0 100 100.000 3.022
97 106 23 24 4 0 100 100.000 2.831
97 106 24 25 4 0 100 98.062 2.986
97 106 25 26 4 0 100 100.000 3.028
97 106 26 27 4 0 100 100.000 2.872
97 106 27 28 4 0 100 30.598 2.891
97 106 28 29 4 0 100 11.731 65.172
97 106 29 30 4 0 100 6.744 100.000
97 106 30 31 4 0 100 9.908 72.056
97 106 31 32 4 0 100 10.817 74.659
97 106 32 33 4 0 100 27.086 50.286
97 106 33 34 4 0 100 10.405 96.584
97 106 34 35 4 0 100 86.095 98.708
97 106 35 36 4 0 100 99.434 79.647
97 106 36 37 4 0 100 88.111 46.447
97 106 38 39 4 0 100 10.666 99.983
97 106 39 40 4 0 100 15.813 88.246
97 106 40 41 4 0 100 65.214 27.775
97 106 42 100 4 0 100 14.294 99.011
106 116 1 2 4 0 100 10.026 89.368
106 116 2 3 4 0 100 7.713 100.000
106 116 3 4 4 0 100 5.783 99.502
106 116 4 5 4 0 100 100.000 3.422
106 116 5 6 4 0 100 100.000 3.097
106 116 6 7 4 0 100 100.000 3.054
106 116 7 8 4 0 100 100.000 3.107
106 116 8 9 4 0 100 82.674 2.978
106 116 9 10 4 0 100 62.773 3.157
106 116 10 11 4 0 100 100.000 3.044
106 116 11 12 4 0 100 64.275 2.997
106 116 12 13 4 0 100 74.995 3.083
106 116 13 14 4 0 100 53.414 3.240
106 116 14 15 4 0 100 62.897 3.058
106 116 15 16 4 0 100 76.481 3.025
106 116 16 17 4 0 100 93.034 3.075
106 116 17 18 4 0 100 80.644 3.179
106 116 18 19 4 0 100 100.000 3.143
106 116 19 20 4 0 100 91.309 3.073
106 116 20 21 4 0 100 100.000 2.930
106 116 21 22 4 0 100 100.000 2.899
106 116 22 23 4 0 100 100.000 3.142
106 116 23 24 4 0 100 100.000 2.757
106 116 24 25 4 0 100 100.000 3.005
106 116 25 26 4 0 100 4.777 100.000
106 116 26 27 4 0 100 5.718 99.998
106 116 27 28 4 0 100 100.000 2.659
106 116 28 29 4 0 100 23.018 3.014
106 116 29 30 4 0 100 7.383 99.996
106 116 30 31 4 0 100 7.471 87.961
106 116 31 32 4 0 100 12.537 71.659
106 116 32 33 4 0 100 8.403 97.678
106 116 33 34 4 0 100 37.215 54.452
106 116 34 35 4 0 100 41.780 74.602
106 116 35 36 4 0 100 30.781 42.209
106 116 36 37 4 0 100 83.137 42.755
106 116 37 38 4 0 100 28.258 39.082
106 116 38 39 4 0 100 36.905 49.671
106 116 39 40 4 0 100 11.194 96.344
106 116 43 44 4 0 100 16.683 98.065
106 116 44 100 4 0 100 50.495 94.616
116 127 1 2 4 0 100 9.434 87.071
116 127 2 3 4 0 100 81.243 45.369
116 127 3 4 4 0 100 5.313 98.087
116 127 4 5 4 0 100 4.962 100.000
116 127 5 6 4 0 100 10.819 52.864
116 127 6 7 4 0 100 100.000 3.025
116 127 7 8 4 0 100 100.000 3.885
116 127 8 9 4 0 100 100.000 3.473
116 127 9 10 4 0 100 100.000 3.135
116 127 10 11 4 0 100 48.404 3.253
116 127 11 12 4 0 100 100.000 3.299
116 127 12 13 4 0 100 100.000 3.111
116 127 13 14 4 0 100 100.000 3.069
116 127 14 15 4 0 100 81.397 3.272
116 127 15 16 4 0 100 90.808 3.146
116 127 16 17 4 0 100 91.149 3.203
116 127 17 18 4 0 100 100.000 2.815
116 127 18 19 4 0 100 100.000 3.468
116 127 19 20 4 0 100 100.000 3.138
116 127 20 21 4 0 100 31.414 3.284
116 127 21 22 4 0 100 100.000 3.033
116 127 22 23 4 0 100 30.793 3.077
116 127 23 24 4 0 100 37.346 29.393
116 127 24 25 4 0 100 21.773 2.782
116 127 25 26 4 0 100 100.000 3.211
116 127 26 27 4 0 100 9.838 96.747
116 127 27 28 4 0 100 12.144 63.378
116 127 28 29 4 0 100 10.719 76.661
116 127 29 30 4 0 100 14.899 51.820
116 127 30 31 4 0 100 11.293 67.173
116 127 31 32 4 0 100 8.688 84.166
116 127 32 33 4 0 100 12.088 79.404
116 127 33 34 4 0 100 26.225 45.340
116 127 34 35 4 0 100 10.860 98.054
116 127 35 36 4 0 100 14.072 86.400
116 127 36 37 4 0 100 82.098 98.439
116 127 37 38 4 0 100 73.596 52.671
116 127 38 39 4 0 100 17.027 73.060
116 127 40 41 4 0 100 43.395 99.843
116 127 41 42 4 0 100 68.768 17.989
116 127 42 100 4 0 100 98.447 21.778
127 4000 1 2 4 0 100 43.894 29.445
127 4000 2 3 4 0 100 5.947 100.000
127 4000 3 4 4 0 100 100.000 3.170
127 4000 4 5 4 0 100 100.000 3.029
127 4000 5 6 4 0 100 100.000 3.210
127 4000 6 7 4 0 100 61.567 3.355
127 4000 7 8 4 0 100 66.198 3.204
127 4000 8 9 4 0 100 100.000 3.057
127 4000 9 10 4 0 100 52.953 3.404
127 4000 10 11 4 0 100 74.726 3.304
127 4000 11 12 4 0 100 72.639 3.322
127 4000 12 13 4 0 100 66.424 3.393
127 4000 13 14 4 0 100 55.432 3.366
127 4000 14 15 4 0 100 52.579 3.351
127 4000 15 16 4 0 100 62.703 3.343
127 4000 16 17 4 0 100 77.862 3.045
127 4000 17 18 4 0 100 100.000 3.569
127 4000 18 19 4 0 100 64.970 3.357
127 4000 19 20 4 0 100 77.114 3.163
127 4000 20 21 4 0 100 75.960 3.293
127 4000 21 22 4 0 100 100.000 3.793
127 4000 22 23 4 0 100 69.689 3.382
127 4000 23 24 4 0 100 22.449 3.274
127 4000 24 25 4 0 100 100.000 3.400
127 4000 25 26 4 0 100 100.000 2.971
127 4000 26 27 4 0 100 11.233 55.066
127 4000 27 28 4 0 100 100.000 3.061
127 4000 28 29 4 0 100 5.476 99.960
127 4000 29 30 4 0 100 13.280 48.458
127 4000 30 31 4 0 100 23.528 59.267
127 4000 31 32 4 0 100 6.890 99.883
127 4000 32 33 4 0 100 16.185 48.502
127 4000 33 34 4 0 100 22.968 44.988
127 4000 34 35 4 0 100 9.549 99.999
127 4000 35 36 4 0 100 13.079 74.801
127 4000 37 38 4 0 100 84.605 84.314
127 4000 38 39 4 0 100 98.669 49.364
127 4000 39 40 4 0 100 98.812 67.837
127 4000 43 44 4 0 100 72.083 80.092
127 4000 44 100 4 0 100 63.180 84.316
